location,username,user_id,name
hou,PepeLeFewHoes,1278505686847102976,Yelena Belova Stan Acct. (Free Benjamin Simmons)
"Louisiana, USA",Rogue151,83628470,Molly
"Pittsburgh,PA",JMuse77,948713797,DJ Yugoslavia
,ATTsellers,366632213,Ariel Torres Tellechea
"Harrisburg, PA",erikstrobl,58066144,Erik Strobl 🌹 🦝
,russkayazvezda,1446210639014215694,• Svetlana
Nobody says Hotlanta,tonjibyrd,45767133,TeeByrdie 🍎
日本,araki_yade,1048534035729809408,アラキ
"Salvador, Bahia",PorentaFon,1373744376753586184,buzina ~bi bi fon fon~
The Matrix,axelroark,1056707817082703873,Axelroark
sarah fier will live forever,Timoriontwotter,1341932537006977026,Timori💗💗💜💙💙 hawkeye spoilers
,kevhiddles,1139704274550702080,desiree ➳ hawkeye spoilers
New California Republic,TheAntifa_n_,1275269236328329216,NickNameNick: 21st Century Schizoid Man
,creamcheeseore1,1244482221374935041,Sam
,Alexgar08003895,4721252461,Alexgarcia
boseman¡! ,grciesdaya,1265872670379433986,duda chad's bday
Not too far from the tree,MtnDrew_13,1362837875704881323,Freshly Cored Apple Jackson
"Pennsylvania, USA",BullDual,1267104508733161474,belligerentsquirrel
"Chester, PA",Dipped_Gaming,299859264,"Dipped (Yes, That One)"
"Maine, USA",HerderofLemming,3002719207,⚧️The Lemming Herder⚧️
Isla Del Encanto ,SassyRrican,1101595303772385281,SR
idaho,bowiecomics,1456595150612967426,g
"Aiea, HI",revere71,133256300,Dick Mitten The Enchanter
train,babybluegolden,4788875208,zahrah (Taylor's Version)
,sunflwrstyls,1411906554660544513,liv🧸 loves Hillie
"Long Island, NY",BearingtonTrade,48883058,CJ 🐼
"⅓, NSAF",naileeroussel,1166737411222790149,ً
"Wisconsin, Sadly",mayaaho_,1019986749857189888,Maya 💫
United Kingdom,FastUKDeals,1429858035611078668,FastUKDeals
,SceneSequence,1037587004505182208,Scenes Makes A Sequence
,Juan_3sj,2876963926,Juan Sánchez
Milwaukee,NicoleHaase,15480589,Nicole Haase
,MiMiTooC00l,27971799,Sham
"Cleveland, OH",notorious1craig,1134716442019008518,K1NG CJ *The Search Arc*
,maggiezidan,1171955125461684224,Erica
,sweatinthruahat,303250617,Problematic
side,zainmaIikgf,1359289234331496448,-23
"Cairo, Egypt",ahmadosama_,271976355,Aحmad
hs ts dc lmix thiddles mcu,goIdenrwsh,2659872192,duda ४
🇵🇭 ,drareg__,1196965092912517120,ᴍᴀʀᴄᴜs ❦ 🇵🇭
,Meeh64858078,1450315737197854721,Meeh
,iIlicitwalls,1336975941562613762,kt loves kirin
buitenzorg rian city,melliflouses,905381894002417665,seilah
all + star/xe/bun/bug,conversegyus,1168899635491950592,rory ♡s chungha
"Charlotte, NC",BlahtheOtter,3158263300,Blah the Otter
"Ohio, USA",LevyNeptoon,1308553645563285505,☃️Snowy Levy
"Budapest, Hungría",clintashabot,1390677210508390408,clintasha quote bot
he/him,heyboo62,934852605074911232,bim 🎂
"Wolf Trap, VA",willscherrypie,1210381776134258688,MISSING WILL GRAHAM
,Kyju1991,1117729491789451264,Kyju91
Euphoria ~ (Stan list ⬇️),g_gabbo23,4078021655,🐍 мαмвα мєηтαℓιту
"Vision Residence, Westview",tozierseddie,975750223023824896,megsie ᱬ◊ⴵ | stream ruin ✌️☺️
"Howard Beach, NY",hbkid718,48225522,Darren Bongiovanni
mountain dew baja blast world,minty_peridot,2272653169,𓃹🐰rabbit retweeter🐇𓃹
23 • they/she • lesbian,omniswords,1300105809100111876,g
Solsbury Hill,Clore_Man,809619634160812032,Charles S Lore
Tampa Bay Florida,citizenjaney,17102309,citizen janey
"São Paulo, Brasil",jayzinho_,1450587312304295946,jayzinho
Gotham,rinaldidp,192301963,rinaldi dwi putra
𝙱𝙰𝙱𝚈 : @QUXXNOFGOTHAM_ ♡,callmxcruella,1455022654046363649,𝘾𝙍𝙐𝙀𝙇𝙇𝘼 𝘿𝙀 𝙑𝙄𝙇
yelena reading guide ➟,YELEN4T,1384399290496430081,hourly yelenat
,cybercat919,32325933,❤Angel Willy❤my Angel Pals DaffyLilyTPC❤
,KazntBJ,3452160135,Kaznt 🎃 CAMPEÓN DE AMERICA🇦🇷
OPP gc ,lokisverity,1369495596780883970,merry maria ❄️
♡ʾʾ main acc ⤳,TSPIC12,1420374426621661194,scarlett pics
,Benslerbabes,1373460082256662530,fweeiing 💌
,carsonmochan,1282230446512898049,carson
"she!her , 15 ",spnlver,1298368296555880448,bre
,7thUpperMoon,1040320869053222912,King of Black People
"Klaten, Jawa Tengah",PecintaFilmOFC,4398524892,Pecinta Film Indonesia Official
,urfavismephisto,1328673451280916480,everyone is mephisto
,ghostuun,892352200286121984,liv
"Chicago, IL",pintobeans18,1676513473,Yu
616 | MS | Writer is over 18,RUSSIANHYDRA,1220940380314701825,𝗺𝗮𝗱𝗮𝗺𝗲 𝗻𝗮𝘁𝗮𝘀𝗵𝗮 (NEW PIN)
,AnglicaBarrer19,1173441930946121729,Angie Baries
,BigCrip68,1349405439759437824,AJ
Chile,AlexSubxDelta,1176574281926492160,AlexSubx Delta 🎮 | #HonkaiImpact3rd
,LuigiGimmick,1341484356024602629,Luigi Gimmicks
The Milky Way,CaelPearce,1271509323563311105,ShadownodePlayZ🍥
Nowhere,polymorphglitch,1338541333431132167,Polymorphic Glitch 🇺🇸🇩🇪🇳🇴🇸🇪
20 | she/her,aziracrowslove,3311669351,em | black widow era
she/her 19 - sw horror marvel,naboofilms,1323067983657340930,ellie!
"Savannah, GA",ScarySavannah,1447030270230736899,Scary Savannah and Beyond
 Watchtower,JuhBishop,1212130791863402496,Juh
,deadgirlwalkin,707625714154147841,Nina (Taylor’s Version)
,Chi5Oro,1365517445264474113,coochimane_laflare
United States,JakeyimDb,1259294485269360640,Jacob
"London, England",jattmohnson,20559720,Matt Johnson
,ilike40smusic,1461474070248280071,sergeant barnes
,ApparelCostume,1395216009330450435,Costume Reenactment Theater Apparel
"Fredericton, New Brunswick",bamcklr,55586541,Brit Mockler
,idrisatirak,1267344932622172161,İdris Atirak
planet her,tcshuri,992537353351827456,matheus
鹿児島県,TJJAPAN,90568666,TJJAPAN alias Kamezawa
The World,TheBWC4Life,1194416548569595909,Black Widow Conspiracy
Estados Unidos,PopFriend117,1418755260764409856,PopFriend
,malavdova,1333452437827555330,𝐲𝐞𝐥𝐞𝐧𝐚. (hawkeye spoilers)
"Valencia, España",YukoRuccia,379366555,✨Yukito✨
,BeresGiulia,1433900077450399746,Giulia Beres
cr vasco da gama,puthculture,975336270,isa
,CatholicTao,942968780941955072,Nick
the caribbean. ,trevisahn_,2168362639,childish natas.
,Reynael40173908,1465102635023876096,Reyna espinoza
Newberry SC,gearhead306,205981275,J-@mick
,locked_22,1336928262086397955,Khalid Zalat
"Cincinnati, OH",Afrolith,2887406021,Que (Top 0.1% on OnlyHands)
"Lisboa, Portugal",binniejoongz,1000069557627899904,constÂncia🌻
,bikemike1,181726136,Mike Costner
,ScribblingDrake,1015981677275963398,The Scribbling Dragon 🐉
,Soul0ld,1250829079521230852,0ldSoul
"Avon, Indiana ",QZSmith,184043964,Quentin Smith
Kappa Land,KaratDiamond,69526040,Q
,LorenaSaMar,1141037940728111104,🌈 ᑎᑌGGETᔕ Tᖇᗩᔕᕼ 🌈
,fightsclub21,1434731413471993860,fightsclub
"East Harlem, Manhattan",iampapiortiz,1243356586887823360,Britney Spears is a human being
"Baltimore, MD",cologneloring,2931589918,Collin Loring
she/her • 25 • bi •yt,kei_samcap,1383115330738810881,Kei ☕️🎄
"Philadelphia, Pa",avnblogfeed,1156206252,AVN News Feed
"California, USA, born 🇬🇧 ",NikandNora,3198630739,☃️Debs☃️
"Winter Springs, FL",scarlettashley1,153826386,Scarlett Beasley
they/she•16•lesbian,farmigasfilms,1225605881007628289,rory🦒✰
,VTEX551,952383027337945094,VTEX55
𝐡𝐞/𝐡𝐢𝐦 ☯︎   ◌⸙ꜱᴡɪꜰᴛɪᴇೃ୫,lalo_reficco_,1424719727553875970,𝐄𝐝𝐮𝐚𝐫𝐝 🍒🧣
Paraguay,natbooks13,2335079450,Nat lvs Dylan 👸🏻
,NATR0MANOVA,1435145793627770880,natalia romanova lovebot
Disneyland Paris,DisneyGoofballs,714780127645868032,DisneyGoofballs
any prns + 16 :D ,octoberpv,1146195070707621889,sage 🧣
,annieisajoke,1445133274129502225,annie
The Legion Lair,LaylaLegion,1000948941486264320,LaylaLegion
,Jojangles55,1871626446,Ms E
,cosmicdanvrs,1440723201663799297,luiza ⚢︎
,Earth_92131,1231634471880884229,Dylan
yelena reading guide ➟,YELEN4T,1384399290496430081,hourly yelenat
minor | xi•xxiii•mmxxi,wellromanoff,1258636552751767554,ً danica 🪐♡’s nat
,shadowolfoff,806201395930165249,Shadowolf_officiel
,catoouo,1415121619593355266,fel
Venezuela,Heredia21Jo,1310924500847005696,JoHeredia21
,joserosado,17730766,Jose Rosado
,miraclebois,904668863954071552,simp
,wlid_elh,1321611645609791490,ⵣ🇲🇦
,HockeyPhotos,56540014,Melissa Wade
"Tucson, AZ",JesseRingle2,1422777146762665984,jessjess
"Lima, Peru",wcce_92,73992413,Christian Wong
The Junkyard,LSTweetBot,1374796586195161091,m1cahLS Tweet Bot
,a_insaneman,1385456688640270336,×××××× || 𝕯𝖊𝖆𝖉... (?)
22 | she/her | \\·.✭.·//,cxptainflint,2484512214,the mechanic ⎊ comms open
Texas,ImJaceYT,1108465181796065281,ImJace.
20 | she/her,aziracrowslove,3311669351,em | black widow era
Trinidad and Tobago,CheryleeLegair,285794094,Cherylee C. Legair
"Buenos Aires, Argentina ",Luluusaid,1242518425,Panarabbit
Argentina,agupetroli,848597709552590848,Petro
"California, USA",stardustcaster,1422470944145039361,stardustcaster
,lmao_byee,3348266902,laura ল
,recastbot,1149057186829688832,recast bot
she/her,amanethectr,1079587124666601472,raiden haver ✦
,marvelcomfort0,1464044766610477064,Comfort for Marvel Fans
,corIeonesimp,1408617039111999488,ivonne/liis
"Osasco, Brasil",delgadogabi,632403369,gabrielinha de Rívia
"Dundee, Scotland",keigankhill,1021861613077450752,Keigan
 ,comicsarchived,1460462807833534467,ً
"Devine, TX",MisterSoloDolo_,260598524,Johnny Casas
any prns / 20,ketchuu_p,1070127700570923008,sonter
looservile,SuggestedArts,1167043464946737158,Coyvid-19
"Wisconsin, USA",QUEENMXSURA,2751294045,🕷𝕻𝖆𝖚𝖑𝖆 ⧗
"Melbourne, Victoria",thelucentcomic,2995235936,Michael Bancroft
The Batcave,Vladi_OnDaBeat,461307613,Vladi
Clinton nc,Jameseddington2,3403601344,Hawkeye5150 beckys#1 fan
,LT_Aranya,2188875091,Official founder of Team Spy-der ❤🕷
,m_ragnos,1402735570011426824,RagnosM
"Wisconsin, USA",QUEENMXSURA,2751294045,🕷𝕻𝖆𝖚𝖑𝖆 ⧗
Gotham City ,JoshMitchell050,832555732394528768,Josh 🇬🇧🎥 Giving the Covenant back their bomb
,wfs_Jeremy,38515462,WrestlingFanSpeak
22 | she/her | \\·.✭.·//,cxptainflint,2484512214,the mechanic ⎊ comms open
,7thUpperMoon,1040320869053222912,King of Black People
Konoha ,HinataHyugaTwts,1414961265416581126,♡︎𝓗𝓲𝓷𝓪𝓽𝓪 𝓗𝔂𝓾𝓰𝓪♡︎
she/her 19 - sw horror marvel,naboofilms,1323067983657340930,ellie!
"Melbourne, Victoria",thelucentcomic,2995235936,Michael Bancroft
,OutdoorSports9,1382900616679198720,Outdoor Sports
,Mari171am,2547794230,Raven
,cosmicdanvrs,1440723201663799297,luiza ⚢︎
Germany,TYRONE_FANGIRL,560261345,2💉 ✨Tandy Johnson 🗡 *schreibt CLOAK & DAGGER S3*
"British Columbia, Canada",theLUCASTDS,260271203,lucas 🎺
,lindsaytranise,35219388,.
udh smt 3 hiks,cateuucato,1322332947685339136,Din
﹟ ೱ :ㅤ  look 𝘥𝘦𝘦𝘱 into the eyes of the black widow . are these the eyes of one who deals with 𝗲𝗺𝗽𝘁𝘆 words ... and idle 𝘁𝗵𝗿𝗲𝗮𝘁𝘀﹖ㅤㅤㅤㅤㅤㅤㅤ,itsybitspyder,1275160406630100992,­­ ­­­ ­­­ ­­­ ­­­ ­­­ ­­ CRIMINAL . ­­ ­­­­­
,jason_mcgruder,76013311,JM
"Durban, South Africa",LordStarkPotter,1199060708555739141,Lord Stark Potter
"New York, USA",NYKjake,1251583165627539457,jake 🏗🌃
"NY,US",ArianeeNoemi,1464501333474566145,Noemi Arianee
"California, USA",whoisjaen,1295539147986198528,Jaén
,OualideC,1143102139578945537,naniiii?
Reino Unido,ghost_motley,865612112248225794,Charlie
"Carolina del Norte, USA",mahaliasyd,1043012803995398144,QueenSyd 🦋🐉✨
GREATer Los Angeles,_unknownish,1404662923440525317,relativelyunknownalisha
,Adam_LeafsFan,1180857825704235008,"Adam - Either podcasting, or reading comics!"
(📩): aassemblebr@outlook.com,AAssembleBR,1073607966954307585,Avengers Assemble BR
Canada,FIreHeartJunko2,708782979598843904,JunkoMariaEnoshimathe3rd
,NATR0MANOVA,1435145793627770880,natalia romanova lovebot
23-8,Tyrant1001,1409641683025858560,Tyrant
Germany,Golwar,26663329,Golwar
Planet Cereal,RealElijah_5000,3164625962,No Good Elijah
"Tampa, Florida",v4vendetta2024,1408492164439580683,v4vendetta2024
she/her,rosehipfilm,3151836602,Malia Abraham
she/they,romcomsrry,1413585291575713792,sophie ⭐️🦊 // happy hannukah!!!
yelena reading guide ➟,YELEN4T,1384399290496430081,hourly yelenat
crying,Meaningbird,1183428413639614465,Meaningbird
"Wolf Trap, VA",willscherrypie,1210381776134258688,MISSING WILL GRAHAM
look at pinned tweet for more!,adelacreations,1279732875076808705,The Dark Noctis Agenda (COMMISSIONS CLOSED)
Roma,Lestifrancesco,798809983,Francesco
he she ve  ,d4nceonmyown,1442845431579435013,C\/
scotland,myst3ryofl0ve,722540359482535938,ellie
｡｡｡ ♥︎ 𝄒  ❲ ily ❳  他のすべての美しくて強い花の中で、マダラは際立っています MADARA ~ ★ # TINY BABY ﮳ ּ 𝗺𝘆.boy.𝗰𝗼𝗺 ！🛒 ☺︎︎ ,ifmeowdara,850411204069687306,𝒕𝒆𝒂𝒓𝒅𝒓𝒐𝒑𝒔
"Falls Church, VA",Mama_JesseJane,282080570,JesseJane🎃💜
she/her 19 - sw horror marvel,naboofilms,1323067983657340930,ellie!
19 • she/her,WAND4VISI0N,1400220997131833348,carol 🐿 ‎۞
｡｡｡ ♥︎ 𝄒  ❲ ily ❳  他のすべての美しくて強い花の中で、マダラは際立っています MADARA ~ ★ # TINY BABY ﮳ ּ 𝗺𝘆.boy.𝗰𝗼𝗺 ！🛒 ☺︎︎ ,ifmeowdara,850411204069687306,𝒕𝒆𝒂𝒓𝒅𝒓𝒐𝒑𝒔
homesick | she/her,xyzeniamarie,31205203,a half empty girl
Hogwarts,cimfamdreambig,2284604239,Hannah
ela/delaৎ୭,ilyolswn,1265029791381585920,manu
"Brescia, Lombardia",Linda72788464,861206569253572609,Linda
,rottenwerk,1463826652715044869,m
P FOKIN R,rayuwoky,1216882315449774080,Rayuwoky 🇵🇷
Earth,RiggsMorales1,22649027,Riggysmallz 🏁🏁🏁
,flashcosmos,1347173581919309824,dav!d.
Wandamaximoffhands,katebishop_x,1463459072833990661,Sarah 🏹 nwh -16 & hawkeye era
Preferably not near you.,VeXySpice,19759934,Retired Racer
You are unperfect,PerfectUmeko_en,1884113456,Mikami Umeko
Temair,Charioteer15,1311401528398417920,Charioteer
,_Jimena_07,1193011178240401414,𝓙𝓘𝓜𝓘𝓝𝓘𝓧𝓘𝓛𝓘𝓢 💜
,WesleyCagle4,1367352464333283337,Wesley Cagle
ela/dela    fan account ,i4tangled,1124367517638590465,carol ❥ hawkeye
Modernonia,Marjimze,706577615096844288,mar
chaerin ♡ florence,hellochaerins,343572816,sophia
,Will_imler_pt2,1355638035459792897,william imler the alt
Texas,westeroscowboy,33818115,Westerosi Cowboy
"Mississippi, USA",SereneVintageMS,1451906664672673794,SereneMississippiTreasure
"Champaign, IL",Karlwrites,21849379,Karl Shook
"Boston, MA",Dart_Adams,18521955,Dart_Adams
Mystic Falls Virginia,coldestkayy,2600739050,Keke♡︎
"San Diego, CA",LosGeez,76161488,LosGeez
"Leiria, Portugal",mariafe98266715,1346492623889043456,Maria Fernandes
,MysticalTotoro,838454364826038272,Glade Sleepy/Sheesh
she.her sapphic ♡                                                                                                         jemma simmons’ gf,ceIestiaIfate,1361059408999022598,duds
,DastDn,3408215668,LoLNothingMatters
Queti,unnegrogarka,1132026195653156866,🇵🇪 Matto Jo 🎄🕷
"Milwaukee, WI",bikertrash68,1336838174195245056,Bikertrash *BT*
,Zgammer2000,816808830914928640,Zac Murray
beacon hills,ValeRomanoff,1365316087349456898,Valen 🇦🇷 lvs Wrath y Emilia
,ClaudieX1,129587878,Claudio Alfie
making a petition for jeon jungkook to crush me with his thighs,_Taelepathy_,1056911903082057729,ᴮᴱless⁷
,2fast2funerals,1293016939703435264,deftones enjoyer
New York,Great_Katzby,142815776,Brandon Katz ☕️
hiding from twitter jail,rotterdyke,1223297982906368001,nina
she/her,amanethectr,1079587124666601472,raiden haver ✦
he xe,iwyunho,1364236436451508224,gumball robert smith
thedas or citadel space,beta_normie,747479308562620416,jenna beta normie | 7 DAYS till CORA in war games
,Kaballin02,1445818277574463494,TC_Kaballin
she/they | acab | 18,purgatoryvibe,864122664197160960,Mel
ass gard,thormybeloved,823661201074909187,drea™ ☃️
,NATR0MANOVA,1435145793627770880,natalia romanova lovebot
any/all pronouns,jkrowlingsdick,1152647689110204421,Wil (Taylor’s Version)
Bologna,Bengiamino,275047263,Bengiamino Bottone
Ace Chemicals,Jeffzzzz64,3349259680,♎~Jeff~♎⚔️RENEW THE IRREGULARS YOU F*CKS⚔️
,polarizeetah,2164668144,jenifer ⴵ (Taylor’s version)
Budapest,spyderladies13,3393680991,Faye ⧗ Natasha Romanoff is my hero #WidowWarriors
outlander • she\her ⍟✪ nsfw ,ragnarsjax,1315442643065864198,robb stark’s wife
yelena reading guide ➟,YELEN4T,1384399290496430081,hourly yelenat
,bexxborahae,450887550,bex⁷💜
Parc des Princes,Pastocrack,1250402934766145538,kusmar
Blüdhaven | Gotham,FGGrayson,1087813262568185856,Dick Grayson Shaved Head 
"well, if i'm wrong, then... what more could i lose? ",marijuarry,852660048358780928,vittoS ⛈ thor’s hands !!!
,_QueenForADay_,498088577,Young Robot
NYC,KevinTalks12,1336707367874998272,Kevin 🎃
,v8archie,2950344723,Nigel Childs  🇬🇧🇪🇸 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇴
"England, United Kingdom",DonPacheco97,440787754,T. Dot
she/they • 17 • blk • bts&tbz,rovakook,1373753650321952768,loco luca 🎧
Munich,_vsaw,309554864,Valentin Sawadski (💉💉) (he/him)
,nakotoke,1393275140746645504,eu ja deitei no seu sorriso
Disneyland Paris,DisneyGoofballs,714780127645868032,DisneyGoofballs
hel my beloved S2     she her,gf2jimin,1408105807749730315,ana
she,girIwonderr,1420914761278136324,Lana εїз
,ProfitMakerJoe1,1360361720284381189,Profit Maker Joe
18 / white,616MAGIKK,1276648523887456256,soph
Minnesota ,baumelae,27349757,Annie Bananie
"Berlín, Alemania",SeraAndroid,101577954,Tim Messerschmidt
,fictionaltrvlr,1463714507277094927,Cass 🌻
Ireland,shawnlunn2002,20718832,🏳️‍🌈Shawn🏳️‍🌈Lunn🏳️‍🌈
YYCHS .Yeah you can have some ,TourandRaymond,1000708857461723137,HAMZsquad
,avengers_porn,1299506967376023552,Super Hero porn
23 she/her bi ★,darklingloki,1387194183451090947,pepe ⎈
Alfea,ngepisst,1325683158864568321,Lokführerin Gaylord Blume🚂
,JerrySm59130758,1395028123629064205,MarvelDcAndEverythingElse
Mystic Falls Virginia,coldestkayy,2600739050,Keke♡︎
,sarahmufc93,113936167,sarah
22,pixiecardan,3391388212,k | new to booktwt
,RentonWhitetail,175968727,Renton Whitetail
minor | they/them ,cobiesmlders,1425838453313376263,toni ♡
she/they// 18// bi,starksvormir,1415125166644998150,lily❄️
no lo sé rick,_naixu_,987805835274440705,🌻🐘
"Baltimore, MD",withers_iii,1378911649051111424,I FEEL VERY ATTACKED 🗣🗣
,shelbysexauer,716743870281809920,shelby | BLACK LIVES MATTER
Middle-Earth,IGiveOpinions01,1367837822963638276,¥
he/him,bigmilkcartons,442261906,milk🥛
999,idrissirdi9,1222944962,𝗦𝗜𝗥𝗗𝗜🎴
,MusaRizk,903800799150481408,Musa Rizk (JoyConBoyzForever)
,danielaroselle1,64445582,Daniela
she!her¡they ⚢,natsbatons,1362554427232694280,fay
,turiyaa,896381478052913152,Maya ☀️
she/her | 21,widowromanxff,1430302368453828609,syd ‎⧗
she/her | 18,maxim0ffbelova,1075220389108707329,blue 🏹 property of them
ohio,clevelandwest,94427147,clevelandwest
Belgium,MasadaChee,15025083,Ennio Purricone
she/her,eliparkerwife,1364554549722243077,elisa ⍟ ⧗ hawkeye era :)
"STL,USA",NephewDae,221516090,MasterChef 👨🏾‍🍳
"Boston, MA",Dart_Adams,18521955,Dart_Adams
stream Big KRIT,Nadavisback,1353255949516070912,Nadav 🤠 🗿 is vibing
Mystic Falls Virginia,coldestkayy,2600739050,Keke♡︎
United States,McSports14,1135367038904557568,McSports
any pronouns ⋆ 19 ⋆ UK,_bug_bug_bug,979101517071441920,Bug 🌙
,Bob73109701,1314251118000701440,Bob
,talkbarz,1291052161602904064,levi
