username,location,user_id,name
komsved,,2249686428,K
regis_ollivier,Paris - Île de France,1282850022,Régis Ollivier
sxmedi_,"I'd rather be the worst 
of th",1377840129725849601,— sxd
Sirgalvao,Teresina PI,769809066,Fernando Galvão.'.
NessNzmade,,1426001062276653059,Ness
Bosse90751001,,1367026424218071042,Bosse
emalaris,,1465835347,Emi Wings 💜🐶🇲🇽 #UsaCubrebocas
zazoomblog,Italia,231726084,Zazoom Social News
HOUmanitarian,"Houston, Texas, U.S.A.",272278343,HOUmanitarian
NewsNBW_,"New Delhi, India",1266477301123825664,News NBW
TeacherArthurG,,450776559,Arthur Goldstein
alexandragarloh,,1431637556,ALEXANDRA®️
defnotES2,boston,2313842532,ES
sandy66682912,,1411831304065269765,🌹 👠 Sandy
AFTMass,"Massachusetts, USA",3305651193,AFT Massachusetts
baltsunopinion,"Baltimore, Maryland",318477143,Sun Opinion
DanPrin71357429,,1445868761760755717,Dan Prince
callthemoutplz,,1149417459503513601,socialmediasinink
JA16378273,,1397296035555389444,AJ
diaridtarragona,Tarragona,248584600,Diari de Tarragona
FoxNewsMom,Deplorable Chump - Carlsbad CA,23921732,Anita Miller ❌ AUDIT ALL 50 STATES
bert_rambeau,"Crystal Coast, NC",1379580107073933320,Bert Rambeau
SandovalsNews,"Sacramento, California",1174383824110665728,SANDOVALS
G___Jac,,1462786229406212100,G
Ramesh13145522,"Amsterdam, The Netherlands",1017383741403156480,Ram_Primal #CONTROLEGROEP 🕉️
DonnaTa86259307,,1208253849049296897,Donna Taylor
laura81387612,,1287354072010350592,laura
CharlesEJamesJr,,2688158275,Chuck James
Ashmira1,,549017081,Ashmira
Freethewzrd,Townsville,2216510433,Tez
pirateonboard,"Hockessin, DE",34955563,JoEllen brackin
StateOfVA,Virginia,1712813364,StateOfVA
lachicadeayer59,"Barcelona, España",1406653469008728067,Katia💜💜💜
VShalyhina,"Firenze, Toscana",1313189298259349505,Viktoriia Shalyhina
CapCanuckMadrid,"Madrid, the Land of the Free",751307466,Just watch me at home 🇪🇸 🇨🇦 🌍
McWhorterJ,,25242519,Kyle M Johnson
Watchu28020892,Germany,1157194965069500417,Just watch
Weelr81,In your head.  ,40193306,Angry Black Man
BabyConte,"Loiret, Centre",298223912,🦩 Audrinette 🦩
GeoffyPJohnston,"Ontario, Canada",525857359,Geoffrey P. Johnston😎🇨🇦
merja_rantala,,1299080060801032203,Merja Rantala
Mina_wanders,,1347181471476244481,╰•✧.❄•**•.Mina.•**•❄.✧•╯
fdurham59,,523459316,Floyd Durham
joneslewis55,,857591084997894148,lewis-jones
s__k__r,,876870246,Scarlett👁
Ana_E_Soto17,Panama,484366498,AESBPV
FR_SportingCP,"Estadio José Alvalade, Lisboa",1353448426608988161,Sporting CP France 🇫🇷
KDDitch,WNC,1243987543370223617,KD LaFuerte
candies2639,,799718923541291008,candacemariecooper
GECUQUENCH,"Texas, USA",889957068005941253,cameron
truthbe53409180,,1290275195761065987,truthbeknown
macinchem,"Cambridge, England",418583301,Chris Swain
BOB_GNARLYYY,Singapore,1189089974362095616,Bo Pablo
eduwesh,Nairobi,212166163,Edwin Kimotho
RuthArnold,"Peak District, UK",297670835,Ruth Arnold
Ocho_2013,The Shire ,391516826,Ocho
hasse2188,,2903672357,HASSE SVENNINGSSON
_knicks1688,"Brooklyn, NY",1212143681215422465,BK
INFOFINANCIERE,PARIS,442879427,GUISQUET-CORDOLIANI
PurifoyBridget,,2937365594,bridget purifoy
HTTOrganizers,"Los Angeles, CA",948029961448824832,"its still a Holly Jolly Pandemic, folks!"
RehmanFareeha,frehman@kron4.com,1559594646,Fareeha Rehman
RyanOcean10,,1248031811441213440,Ryan Ocean 🇺🇸
kisseteatralis,Hotel Menthol,3303480591,18 másodperces késés
SlabWilliam,,1401919812843053062,william slab
widthness,"Kansas City, MO",1216098034502787073,Widthness
NatnaelNegash8,United Kingdome ,1358905555243446272,Mr Natnael
StockJockAT,,717759800029929472,Stock Jock
barnaclebum6,"Plymouth, England",1250040680182951938,Barnaclebum6
Analima_alef,Brasil,1035947281198067713,Ana Lima
scdhec,"Columbia, S.C.",209599290,SCDHEC
LemmaTarike,,1417197966809513991,Tarike Lemma
notasheepsheep,,1440386328063930370,BlackSheep
lievemente,,2464828514,irene
DrBrennerei,,1464114879657562113,𝕯𝖗. 𝕭𝖗𝖊𝖓𝖓𝖊𝖗𝖊𝖎
menorcaaldia,Menorca,1245890610,menorcaaldia
realSeismic,Ophelia 🤍,1282706635744514049,seismic
PureJustice_HTX,"Texas, USA",1131340104897847297,Pure Justice
TheNewsCaravan,India,1188731703533027328,The News Caravan
J_bagpuss,,303629851,Jessica
mariemcinerney,Wurundjeri Country/Melbourne,110555435,Marie McInerney
gocarissimo,Nouvelle-Caledonie,803501917846409216,go carissimo
gphofmann,Berlin,491319683,Gregor Hofmann
BSportsGuru,,1395015625953660935,Bonifácio ®
anyoneallen,Texas,2424162577,Anyone
jumahl3,,1109835998928793603,jumahl3
FUMoney7,subpennies,1065387867814408201,fumoney
thikkshady2,,1456643493410004998,jayyyyyy
MattyDownTheMid,,1319809359761805312,The State Of Things
tommysnation,"h♥︎, she/her ",2187030048,lucie !!
Richie566,,1309234384520839169,Richie56
nibblatron,London,74351489,🧋Charlotte🧋
truthbe53409180,,1290275195761065987,truthbeknown
COVID_Papers,,1239643988707160064,COVID Paper Bot
Jan93835741,,1362288480504709123,Jan
LBCI_News_EN,"Adma, Lebanon",295125390,LBCI Lebanon News EN
Outlier29,Originally from the Pleiades. ,62853784,Outlier 😎😍🎭☮👠⚛🥂🎬 🌊 Never Forget 1-6-21⏳
FOX17,West Michigan,17722044,FOX 17
The__WeeFifer,Bonnie Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,1426518455088553984,Ⓜ️ich♡🏴󠁧󠁢󠁳󠁣󠁴󠁿🎅❄☃️
IMFletcherLives,United States,1453472208341200898,IrwinMFletcher
cefmatta,,2793168808,Carlos Eduardo Fonseca Da Matta
CTGoHam,DFW 🇨🇱,85014876,🏴‍☠️
jay_36902,"Barrie, Ontario",2365798206,jason duval
RealBril,"Philadelphia, PA",224069455,Jabril M. Jones
Lambpie1973,,93844131,Chris
bonevessel,,2260876063,Girl? I boss that
GustavoMichele6,Lucca,1181563222853337088,Gustavo Micheletti
ILOVESKINUK,"England, United Kingdom",740542745874432001,ILOVESKIN
roociomarcos_,"Valencia, España",1257974083821723649,Ro💜
dernercer,Where the grass is greener,1269336516121300997,Allan D
ColdWarSoda,,2853545222,Cold War Soda
TolerancePardx,,1295877612489736193,Tolerance Paradox
SlimJim812,,935023242,Jim Whitlock
YeahDroooo,Ova West. ,1404917213044355079,Jerrell
GregRajan,It's pronounced Rah-jin,70556266,Greg Rajan
OKuokka,,1291140197963489286,Olli Kuokka
Myreddinc,Stankonia,821604122801700866,Biden's Clinched Fists
flipdjeninonauf,somewhere only We know,1198509985501720578,💫🎅💯🎅💫🎅💯🎄🎊💙💙💙💙
SStatusQuo,,1456057530870816771,Status Quo
kushielx3_sarah,,3037519733,Sarah burnside
KB7XL,"Middle of Nowhere, Nevada, USA",861242530301591552,Trees
CPARTYUSA,United States of America,199374188,Conservative Party
gateke2018,​Contempt prior to investigation is foolishness.,2864208463,gateke2018
Michael06286502,im still in the womb,1193248593903280129,BeastBroYt1
ElSenpai_Fresas,,1457870064431124484,イチゴ_ichigo
F15Walay,Here,1050810011545477120,West Murphy
Flash_inthe_Dan,,305590095,nullius in verba
jamesholden007,"Canada, Mexico. USA ",632434311,James Holden
bethpowers14,"Minnesota, USA",1411134223,beth powers
leeasht36354044,,1444223294304096256,lee ashton
thatsalawsuitAF,San Francisco,18158313,Elon DeGeneres
ECode46,Somewhere over the rainbow,1285011503897350144,EmpathyVirus
thisnotayo,Cirque du Soleil,2664094208,GX34
wilsonwaukee,"Waukee, IA",3248926405,Jeff Wilson
truthbe53409180,,1290275195761065987,truthbeknown
Opher0010,Pacific Ocean,979986890353856512,ULT (Unidentified Living Tweeter)
george_geranios,,1386512475739230211,George Geranios
EnzymeQ10,Ashdown Forest,376147906,E
NEWS_ALL_TIME,,1460003892415053828,NEWS ALL TIME
HappyArtsky,USA,739816691576639493,💙💚MinervaArtsKy
GoPatriots45678,,536467352,Anthony Powell Blog
HiDesertPubCo,"Morongo Basin, Ca",226345058,Hi-Desert Publishing
vivalavoices,"The Tundra, upNorth",1606528160,Lynn
seth_parker,,1361481006809812994,Seth Parker
Squibbus,my house,870364142556807169,Squibbus
ValentinaValkyr,,1124777599,Valentina Valkyrie
secular85552725,,1172518363203088385,secular
caronw_com,,862914650,Caron Williams 🐎🐎🐎
Vronsky01,,23229668,Hunter
abc7breaking,El Paso,22540607,KVIA ABC-7 News
ElProfeBilly,Bogotá,1384234805718487043,J. Guillermo H.
DAGREATEST14EVA,,4006106901,Dagreatest
unodemasde50,España,1112744573200158720,Ernest 🇪🇸 ⚖️
JohnKevinLucke1,Estados Unidos,1180030495117197312,Red Wave 2022
Jason02893108,,1362338838551678979,Daniel LaRusso
wcked1s,"Florida, USA",483433101,dee
RoosTante,Rose Residence ,1079004228851511296,Rosy Rose
IamDamianP,"Charlotte, NC",720017795673636870,Damian Phillips
jluisdel,Autor Blog Zona Salud de ofra,133465144,Juan Luis Delgado
vampire5300,"Kerala, India",143656358,Nidhin (969)
doggygrassy,grass,15245655,Dog and Grasshppper
mmmmtuit,,769814323044777984,mmmm
HGumusdal,,1373233775736463361,Hakan Gümüşdal
gracigu1221,,377347658,Grazi Gr
PotterNpotter,"Carolina del Norte, USA",994671677320716288,npotter
SueVelez19,,842050030970277888,Sue Velez
SherlocksWife22,Narnia,1167026062951366657,SherlocksWinterWife🎄🎅❄️
AmericasPromise,"Washington, DC",85332821,America's Promise
ritaignate,Reino Unido,116126851,Rita Ignāte
Lidsville,Vancouver ,17829133,Lindsay Brown
observeaddict,Betwixt Rock/Hard Place (Earth,720656471973728257,flabbergasted
CyrusMartin13,,1450224969212960779,Cyrus Martin
Nidaba07,,2592607476,Zarellia
