name,location,user_id,username
Keli Carender *naturally vaccinated*,,22294322,kelicarender
lallemand,,180098064,jlfdb
Little Bo Peep,Tn,842730694044536833,Kj1Peep
Ross T-McD,,809901269007691777,RossTMcD
Angel,United States,820776985693655040,Angel1111summit
Astros R Cheaters,Southern California,4257457637,briiianbear
УкрЗахідІнформ,Західна Україна,84877591,uzinform
✨🧚🏽‍♀️,,1258129048129044481,khatfish_
DrMattBorer,,1360692042825932803,DrMattBorer1
Sleep Doc 😴,Canada,925555547038015491,mdlangdon1
Resource Productions,Slough / Thames Valley / UK,23309668,ResourceProds
Keli Carender *naturally vaccinated*,,22294322,kelicarender
Something not ridiculous...⚡️🖤 us,NCR (Región de la Capital Naci,152387652,bonsaihorn
Rob,"Northern, CA",232026065,EDHCal
Mark Chapman 💙,Leytonstone / Ilford,1163740403176267776,_MarkChapman
Jeff Lee,,957267574428971008,Jeff2020Lee
Elopez,,1379797252420603904,Elopez6
Vinny,"Tennessee, USA",1288909566986641410,2wheelsrbetter
Mar Senderos,,163103021,MarSenderos
Procureur Matricule 525,,1462505481847644161,menalahy2
PrensaComunitaria,Guatemala,257722705,PrensaComunitar
Jacek Śmigiel,"Gdynia, Polska",1443318886372421636,Bebzon_Higgsa
Mark Lockhart,"Edmond, OK",33904662,mlock5150
Tom Posting His LOL's Online,Chicago,1110615524898209792,MuslimTom_
Hattusili3789,,951486064442724354,Hattusili3789
hmblE,,1462114533447651331,e_hmbl
Eloy,México,233776689,Eloy_Tab
TexanIndiana,USA,362027898,TexanIndiana
jeffinho,"Teresina, Brazil",1062014880474193920,10ocupad0
onahunttoday,USA,264451340,onahunttoday
mimi !$% universe²³,they!them ⎯୧ ,1250878472920195078,renjunloveb0t
Brandi McDonnell 🇨🇦,"wildly in love with God, Earth",1275985662445907973,BrandiMcDonnel2
Carlos García Carbayo,Salamanca ,1087846743516041220,CGCarbayo
Ramón Eduardo lozada.,Caracas • Venezuela.,177065098,o2creativo
Sheri Ann🏒,,863422188266942464,Drago_Lightning
Debat 24/7,Planeten Jorden,796558783,Debat24_7
Carolyn Farrell,New Zealand,63660324,EnglishRoseNZL
Rayven Vinson,,1311103664883408899,RayvenVinson
Willin’,,867034783,smit112
SeattlePI,"Seattle, Washington, USA",10648962,seattlepi
pearse ⚪️,,1232413678248570882,pmb0161
Swing State Voter PA 2 💉💉,,1307228669597884416,SwingStatePA2
Mr.Watts (Squirt Cobain),"Hamilton, ON",239554232,MrCooperWatts
🌊 R Saddler,Minnesota,16711026,Politics_PR
New display name time,United States,371951368,KevinKantner
Trade the journey, Nevada,1043975488429993984,JourneyTrade
vincenzo,,1270289947451408386,vincenz39053667
Spirit of Elijah,The First Heaven,1095755859026571264,RuachofEliyahu
Martin O'Toole,,323333414,Fudgemonkey45
bells (pepper),Marcille's ass,2939990439,bellsgardens
Sky News,"London, UK",7587032,SkyNews
Businessnews.gr,"Athens, Greece",1617320119,Businessnewsgr
Sjoerd Wachter,Nederland,1375067469241540613,SjoerdWachter
Qamar Afzaal Bhatti,"Lahore, Pakistan",1142770687679111168,_qbhatti
PaleBlueDotNow,,1184586366706995200,PaleBlueDotnow
Themis,,1312034183787802624,themislv_vls
Gary,"Barton-le-Clay, England",1272829460560084993,Gary14007171
Cathy,Middletown BOE,754380117665783808,NurseCathyMTPS
Punto Informa,,3025213498,puntoinforma
Mark,,1402765874,mark__b1
shelley clark,Southern Missouri,270374143,shelley78clark
randi j,Black Lives Matter,568522478,colosimii
Social Work Student Connect,UK,1267815017119797253,SW_student_con
Jared,,1436090845464301569,Jared78214429
Lenny's Good Trouble 🌈,#homelessminorityNVbusiness  ,987394283467489280,ICLV89117
Apple Nielson,Florida,90123823,wildwaverider
Oldgrfndriver - COVID IS NOT GONE!!,"Kingston, Ontario",4593954495,Oldgrfondriver
il Corriere Alba Bra,"Alba, Piamonte",608936846,CorriereAlbaBra
Matt Barnum,Brooklyn,1338199994,matt_barnum
💛Danielle(she/her)💛,"Missouri, USA",378666240,DaniellesPOView
CocolosoQueenEmpress2,,1311400698907684865,CocolosoR
50 Shades of The Science,"Boston, MA",608945154,jswriter65
kcranews,"Sacramento, CA",14749520,kcranews
Sarah Smith,Newcastle,306898600,SarahSmiths7
Barrie Singleton,Newbury UK,1412137155514847235,BarrieSingleto5
Jeff Lee,,957267574428971008,Jeff2020Lee
EYEWITNESS NEWS,"Utica, NY",23482709,cnyhomepage
Ledum,Italia,1168874155334352896,Ledumpal
Sandra Stewart,,441359463,nannynannels
gilesmorris,,15217045,gilesmorris
shin_juu_ku,"Paris, France",731050752911675392,shinjuuku_
The Master,,1183483211365715969,beartothedead
Jo,Citoyen du monde,1313732944184381440,BlakeOrpheus
Ricky Talbot,,288855230,rickytst
NachoPolitico,"Pago Pago, American Samoa",184068352,NachoPolitico
Matt Sylvester,OHIO,898196514,MattySly40
RAAS,"Maryland, USA",2369787813,Robinsm86398738
Mr.Burns,,1043275290087251974,Burns28599343
MALEBRANCHE,,2317795381,elapachealdo
Tom Browne,Irlanda,1418684828657070081,TomBrow26774183
Joe Cab,"New York, USA",17799075,garyorjoe
ECO TV,Panamá,1970069144,ecotvpanama
Mavis Avelle,,73696612,seechickwrite
JOHN VLCAN,"Fremont, Ne. 68025",1849946312,thenebraskakid
Domack,RPV,79129832,domackis
cruth,"Iowa, USA",725459088197476352,cjpeald
Al Cabo Noticias,"Los Cabos, México",524874927,AlCaboNoticias
William Stewart,,1360664711403089921,William04150909
VFP le scintigraphiste,,1168228302819155968,Scintigraphiste
Nisrina D. Arlinda,,58368394,arlin26
ClavdiaChauchat2021,,1358267530125561858,chauchat2021
44 Cylinders,Jaguarworld,24518285,ZetecInside
renatoxxx1,,1376463670281187330,Rencartx
Declan Rattigan 🇪🇪,"Huddersfield, England",970719531143397384,HTAFC_Declan
James Powell,Sheffield,89199732,TheJpal
TrainBristol.online,"Bristol, England",813863549609054208,1CharityBristol
wiLLcsgo,,972157650870947841,Kraofdk
@andy3cunny,Hull East Yorkshire,1055538108429688832,andy3cunny1
newsnet,,1119666311708205056,newsnetfr
SMS Magazine,"Lindfield, Australia",1323794104443047937,smsmagazine
Rhode Island Girl,"Rhode Island, USA",1058568975242682368,GirlRhode
Esther de Búrca,Mayo,1218513577696530432,BurcaEsther
Tardi Gradian,Nederland,2409122863,Tardigradian
Branden,,3300780565,ThatBrandenGuy
LoganPool,,1427577260245147671,IamLoganPool
Bajo Aragón Digital,"Alcañiz, España",257409395,BajoaragonDgtal
SeanNyberg,"Bellevue, WA",15824811,SeanNyberg
Spencer,"Liverpool, England",50869585,spenncerr
Pirate Steve 🏴‍☠️,Outside Boston,609357767,huskyjayhawk
