,text,lang,possibly_sensitive,tweet_id,created_at,type
27,"@UmutoniPelindah 1.Old guard
2.Salt
https://t.co/ZGZL6ecCFX widow
4.proud Mary
5.Wonderwoman
I hope you are not a feminist",en,False,1464460710210162689,2021-11-27T05:06:56.000Z,replied_to
28,@An_lvs_books @butterfly4dream si quieres ver hawkeye puedes ver antes black widow,es,False,1464460555259887624,2021-11-27T05:06:19.000Z,replied_to
29,@jtrebach I survived a bite when I was 18. I have delivered 2 sons since then with zero pain meds and can tell you that the pain from the black widow bite was WORSE.,en,False,1464460321347846146,2021-11-27T05:05:23.000Z,replied_to
30,finally getting around to watch black widow,en,False,1464460095752794120,2021-11-27T05:04:29.000Z,
31,"@ProfofEvil Like Starlord should absolutely have had a major arc in the film because he returned to Earth? He did the big important thing? But it's never brought up?

The film's Black Widow character stuff is just ""let's murder her"" and their Hawkeye falls flat.",en,False,1464460006774829063,2021-11-27T05:04:08.000Z,replied_to
32,Should I watch Black Widow or Shang Chi tonight?,en,False,1464459754999324676,2021-11-27T05:03:08.000Z,
33,"Coba thanos jujur sama Avengers tentang ""Dajjal"" ironman gak perlu mati, black widow juga bahkan thanos sendiri, dan akhirnya mereka bisa hidup bahagia selamanya...TAMAT",in,False,1464459630524862468,2021-11-27T05:02:38.000Z,replied_to
34,@FwSia The movie was ok at least it wasn’t as mid as the black widow movie,en,False,1464459123148431363,2021-11-27T05:00:37.000Z,replied_to
35,"Meu deus
Black mamba é uma cópia de Black Widow kkkkkkkkk
E é melhor",pt,False,1464459014889213953,2021-11-27T05:00:12.000Z,
36,"@SpoonPriv Admit it, you're secretly the Black Widow. 🕸️",en,False,1464458794176593924,2021-11-27T04:59:19.000Z,replied_to
37,"7. Kapten Herman. Barangkali Kapten Herman adalah manusia non-hero yang mampu setingkat dengan para adiwira layaknya Black Widow. Ciptaan Jan Mintaraga 1967.

Dan rupanya masih satu circle sama Gundala and the gang. Wkwkw. Kapten Herman akan muncul kembali pada komik Bhayangkara. https://t.co/pBMMgQOC2R",in,False,1464458762740244487,2021-11-27T04:59:12.000Z,replied_to
38,"@RBenGonzalez Bro, have you watched Black Widow yet?",en,False,1464458434087161856,2021-11-27T04:57:53.000Z,replied_to
39,@ByClaytonDavis Black Widow would be fucking hilarious and I would’ve never in a billion years even considered it if I didn’t see it at #20 😅,en,False,1464458336745795585,2021-11-27T04:57:30.000Z,replied_to
40,@AngryRhino1111 LOL! Probably like a praying mantis or black widow spider she gnaws your head off…I’ll stop there!!,en,False,1464457926400090117,2021-11-27T04:55:52.000Z,replied_to
41,"@AngeloFerreiraG I wont knock you. You like what you like. But the general consensous is that its a terrible movie. Its just as bad as the 2016 ghostbusters, charlies angels and Black Widow.",en,False,1464457554826874885,2021-11-27T04:54:24.000Z,replied_to
42,"@wonubits the name is It's Jeff! But Clint only appeared in the last issue 😭

tbh if you want currently Clint's content, he's showing up in the currently Black Widow comic :)",en,False,1464457128136032260,2021-11-27T04:52:42.000Z,replied_to
43,the scene in black widow where the red room is falling out of the sky &gt;&gt;&gt;&gt;&gt;&gt;,en,False,1464456732374093831,2021-11-27T04:51:07.000Z,
44,The Black Widow movie was good as fuck what the hell,en,False,1464456563373092866,2021-11-27T04:50:27.000Z,
45,"✨Hawkeye and Black Widow✨

I also posted this on Instagram angels_.brock…

@ColbyBrock @KatStuartMusic https://t.co/iR5xMDOfGF",en,True,1464456469647032322,2021-11-27T04:50:05.000Z,
46,"109. Black Widow (2021). Florence Pugh was a great addition despite her questionable accent at times. While not the best MCU, it’s fun and great to see Scarlett Johansson one last time as Natasha Romanoff. I love Yelena and can't wait to see her in future MCU movies. ⭐⭐⭐1/2 https://t.co/IVHZT26bDH",en,False,1464456361056501762,2021-11-27T04:49:39.000Z,replied_to
47,@TheDeviantSaint @OSPyoutube I'd say UP! is an example of it being done better since the movie is a contained unit and most of the story is about dealing with the grief. With Black Widow it felt forced because there was ample prior opportunity to build the character.,en,False,1464455966708178944,2021-11-27T04:48:05.000Z,replied_to
48,Lada Lyumos nude Cosplay Black widow https://t.co/vzmCZT6K5v,en,False,1464455844305666049,2021-11-27T04:47:36.000Z,
49,"@JamalRIP I was just considering asking you about your thoughts on that very run, ironically enough. I wasn’t too impressed by her first two Black Widow arcs, but I loved her Hawkeye run a lot. I’ll look into reading her Captain Marvel run after I read DeConnick’s",en,False,1464455568358141954,2021-11-27T04:46:30.000Z,replied_to
50,I had a dream where I was talking to someone explaining the Borg to them and another I was fighting some assassin hand to hand combat LOL I even kicked outward like Physically KICKED I FELT LIKE BLACK WIDOW,en,False,1464455025774706688,2021-11-27T04:44:21.000Z,replied_to
51,These are some black widow moves https://t.co/CVMvSBo2wl,en,False,1464455018401124355,2021-11-27T04:44:19.000Z,quoted
52,gente ninguém percebeu que tava tocando a música black widow no final de hawkeye quando a mulher apareceu no final do episódio como assim,pt,False,1464453959595266050,2021-11-27T04:40:06.000Z,
53,@BlattyLovesYou Also only reason I say black widow is bottom 2 is because of a couple just horrendous looming shots they got in that movie with terrible wire work and bad CGI but most of all because they released it 6-8 years too late,en,False,1464453944902664193,2021-11-27T04:40:03.000Z,replied_to
54,@fastest_llama black widow island theme 😝😝😛😛😛😋😋,en,False,1464453327308169229,2021-11-27T04:37:36.000Z,replied_to
55,"@889romo @889Noticias Fui con mis sobrinos a ver ""Black Widow"", de Marvel, a mediados de año.",es,False,1464453254587293698,2021-11-27T04:37:18.000Z,replied_to
56,"BLACK WIDOW 1999, ISSUE THREE https://t.co/LcIxzfF0sd",en,False,1464453238128721922,2021-11-27T04:37:14.000Z,
57,"Would you believe me if I said I haven't watched Raya the Last Dragon, Venom 2, Shang Chi, or Black Widow? https://t.co/sCILGvfO0P",en,False,1464453100589092866,2021-11-27T04:36:42.000Z,
58,@TheDeviantSaint @OSPyoutube It's more like attempted dodging fridging and it has mixed results. She talked about them trying it with Black Widow in Endgame,en,False,1464451879065296899,2021-11-27T04:31:50.000Z,replied_to
59,Captain marvel and black widow are the two worst MCU movies https://t.co/toJLfXNJEa,en,False,1464451709980315648,2021-11-27T04:31:10.000Z,quoted
60,"BLACK WIDOW 2001, ISSUE 1 https://t.co/1PfAPIKJGC",en,False,1464451204482670597,2021-11-27T04:29:09.000Z,
61,"@MiKeMeUpP @NFLDraftTalker @RayGQue Black Widow had 2 things wrong with it that took me out of the movie.

1. All of the scenes with Taskmaster had a man doing the stunts. 

2. The ""Mom""  invented the tech that made the women slaves with no free will but she's viewed as a good person when she was really a villain",en,False,1464450596820422657,2021-11-27T04:26:45.000Z,replied_to
62,That’s the fkn black widow https://t.co/s0VhMrPuw0,en,False,1464450248345067523,2021-11-27T04:25:22.000Z,quoted
63,Alice Cooper - The Black Widow https://t.co/m7493OmdAF,en,False,1464450207505080321,2021-11-27T04:25:12.000Z,
64,Black Widow Returns to Her Very First Costume In '60s-Themed Cosplay https://t.co/XxtzALYpbq,en,False,1464449602506178560,2021-11-27T04:22:48.000Z,
65,@PTS_AD BLACK WIdow et clint  c tt,en,False,1464449530791931907,2021-11-27T04:22:30.000Z,replied_to
66,Why wasn’t black widow about how Natasha joined shield? Can give less than a shit about Russian Weinstein.,en,False,1464449415872143364,2021-11-27T04:22:03.000Z,
67,"Por fin fui valiente y vi black widow, ahora me duele más que antes 😪💔",es,False,1464449230035161088,2021-11-27T04:21:19.000Z,
68,"POV you’re watching Black Widow with your girlfriend…

Me: 
Her: What’s his name again? Task manager?",en,False,1464449148258865153,2021-11-27T04:20:59.000Z,
69,The Ondios - The Black Widow https://t.co/kyPmLbzWek,en,False,1464449092000620546,2021-11-27T04:20:46.000Z,
70,"#NOWPLAYING Iggy Azalea - Black Widow 

CLICK HERE TO LISTEN 
➡️ https://t.co/vOgEUK36ML  

#freqnetwork #rock #pop #hiphopmusic #rap #playlists  #dance #hiphop #top40 Follow us @freqnetwork",en,False,1464448963470585856,2021-11-27T04:20:15.000Z,
71,"Finally Watched Black Widow.

Such a good movie.",en,False,1464448894973222916,2021-11-27T04:19:59.000Z,
72,"Went To Church this past week. Felt good. Also I cut ✂️ my neighbor's yard,  played hungry hungry hippo with my nephew,  Saved a Lizard from a Black Widow,  fed poor people in Wuhan..#lifeisgood",en,False,1464448809417781250,2021-11-27T04:19:38.000Z,
73,Game Tokens: Black Widow https://t.co/Y5VvjlwOMA,en,False,1464448650906587147,2021-11-27T04:19:01.000Z,
74,@LEVlSJEAN i ended up watching black widow for the fourth time instead of hawkeye can we talk about that instead,en,False,1464448613292068869,2021-11-27T04:18:52.000Z,replied_to
75,@KEBNAVER kwon eunbi black widow #KwonEunbi #권은비 @KWONEUNBI,en,False,1464448259397599245,2021-11-27T04:17:27.000Z,replied_to
76,Might fuck around and watch the black widow movie too idk idk,en,False,1464448179664048133,2021-11-27T04:17:08.000Z,
77,@Starlightnickii @IGGYAZALEA @NICKIMINAJ Please share and donate to black elderly sick grandmother’s fundraiser. https://t.co/bgXisQhjjR https://t.co/cVKgyXt1Kh,en,False,1464448147829239816,2021-11-27T04:17:01.000Z,replied_to
78,natasha romanoff | scarlett johansson | disney | black widow | yelena belova | nat | stevenat | wandanat | carolnat | thread | edit | fancam | carrd | iron man 2 | marvel cast | tutorial | brie larson | chris evans | elizabeth olsen | blackhill | buckynat https://t.co/BGGtR5bcx6,en,False,1464447875744739334,2021-11-27T04:15:56.000Z,
79,"Now Playing: The Animal in Me - Black Widow [Explicit] 
Listen to us on https://t.co/vbJ0PQaKsB
Or Find us on TuneIn Search ""Dark Star Radio"" 
#online #radio #tunein #nowplaying #music",en,False,1464447874327093253,2021-11-27T04:15:56.000Z,
80,"PDF Download =&gt; https://t.co/AMQPhAMwoW
 Black Widow Official Movie Special Book https://t.co/j9ePfuhncz",en,False,1464447556511956998,2021-11-27T04:14:40.000Z,
81,I dont know why you all were hating on Black Widow so much.. the whole movie was solid A rating with the beginning 100% my favorite opening in a marvel movie yet👀,en,False,1464447504683044865,2021-11-27T04:14:27.000Z,
82,@CenayangFilm Sebenarnya dipost credit scene black widow udah jelas siii kenapa Yelena ini bakal ada diseries hawkeye. Dia dihasut oleh Val untuk memburu Clint dengan memanfaatkan kematian Natasha Romanoff di Endgame seolah disebabkan oleh Clint. Cmiiw,in,False,1464447446470193160,2021-11-27T04:14:14.000Z,replied_to
83,Review of Black Widow: It was alright... yeah that's it,en,False,1464446935734132736,2021-11-27T04:12:12.000Z,
84,Did you watch Black Widow? https://t.co/ctScUAa0FR,en,False,1464446893350477828,2021-11-27T04:12:02.000Z,quoted
85,@iamshellz I enjoyed black widow but it didn’t really matter in the grand scheme of things since she’s very much dead,en,False,1464446625619787781,2021-11-27T04:10:58.000Z,replied_to
86,Black Widow is good AF!,en,False,1464446444350410764,2021-11-27T04:10:15.000Z,
87,"⚠️ AGAK SPOILER BLACK WIDOW ⚠️
berarti timeline nya mvs black widow itu after civil war kan ya? soalnya nat jadi buron di black widow",in,False,1464446386980593665,2021-11-27T04:10:01.000Z,
88,"Back to theaters after more than a year. I did pretty OK this summer (5-scale):
Black Widow 🔥🔥🔥.5
Summer of Soul 🔥🔥🔥🔥
Do The Right Thing 🔥🔥🔥🔥🔥
Roadrunner 🔥🔥🔥
The Green Knight 🔥🔥🔥
Shang-Chi 🔥🔥🔥
Eternals 🔥🔥
The French Dispatch 🔥🔥🔥🔥
Belfast 🔥🔥🔥.5",en,False,1464446351878594562,2021-11-27T04:09:53.000Z,
89,@iluvmidgetss Imo all the iron mans are hella good but black widow should definitely be higher,en,False,1464446039105048581,2021-11-27T04:08:38.000Z,replied_to
90,Black Widow Got Crazy In The Black Dress,en,False,1464445921471643648,2021-11-27T04:08:10.000Z,
91,@Callanchu2 Imma watch black widow again but iron man 2 was mid,en,False,1464445889888489478,2021-11-27T04:08:02.000Z,replied_to
92,"Just watched Black Widow for the first time, it's very pog ngl I liked it more than I expected",en,False,1464445345597956104,2021-11-27T04:05:53.000Z,
93,@iluvmidgetss W but black widow/ iron man 2 should be higher,en,False,1464445302878851074,2021-11-27T04:05:42.000Z,replied_to
94,w nonton black widow dulu sih tapi awkwkwkwowk,in,False,1464445283895373832,2021-11-27T04:05:38.000Z,replied_to
95,@AeRHOdynamic Captain Marvel and Black Widow didn’t give what I thought they should give unfortunately.,en,False,1464444960418246656,2021-11-27T04:04:21.000Z,replied_to
96,Black Widow got screwed. her movie shoulda came out after Iron Man 2. and she should've been in the all girl scene in Avengers: IW https://t.co/L83tcdoKl1,en,False,1464444864087605250,2021-11-27T04:03:58.000Z,quoted
97,Black Widow has always been one of my favorites and the movie did not disappoint 👏🏽👏🏽👏🏽,en,False,1464444571799195648,2021-11-27T04:02:48.000Z,
98,"The Web of Black Widow, #2 (2019). Art by Stephen Mooney.",en,False,1464443933119979526,2021-11-27T04:00:16.000Z,replied_to
99,"Black Widow lebih ke film agen-agen rahasia gitu. Kayak nonton Mission Impossible tapi ini Superhero. Rachel Weisz ini dari dulu tetep menawan, ora weisz weisz lah cantiknya. Silakan ditonton dulu di @DisneyPlusID yak https://t.co/oL1t2TcVD4",in,False,1464443865268731909,2021-11-27T04:00:00.000Z,replied_to
100,BLACK WIDOW Lorne Balfe ORIGINAL MOTION PICTURE SCORE #eBay🇺🇸 #Music https://t.co/W4DbJImtDV,en,False,1464443856297074688,2021-11-27T03:59:58.000Z,
101,maybe watching eternals and black widow in cinemas will appease my dying mental health,en,False,1464443098071584774,2021-11-27T03:56:57.000Z,
102,nah bro they added kate bishop and clint to the avengers campus i need to go the last time i went was the day black widow came out #Hawkeye #HawkeyeSeries,en,False,1464442531102400517,2021-11-27T03:54:42.000Z,
103,natasha romanoff and yelena belova sexual tension in black widow is undeniable. they should at least kiss once https://t.co/jwRoJ1YTCO https://t.co/CfhTb5HgWT,en,False,1464442087084990466,2021-11-27T03:52:56.000Z,quoted
104,Black widow y capitána Marvel son buenas películas https://t.co/T3tinm5kYo,es,False,1464441339907608578,2021-11-27T03:49:58.000Z,quoted
105,"me to listen and talk about your fish, showing your aquariums while drinking tea. I̶ ̶c̶o̶u̶l̶d̶ ̶n̶e̶v̶e̶r̶ ̶f̶o̶r̶g̶e̶t̶ ̶t̶h̶e̶ ̶c̶i̶t̶r̶i̶c̶ ̶a̶c̶i̶d̶!̶ Or to watch a superhero movie, I remember you loved the black widow and made analogies of your family... +",es,False,1464441256755478531,2021-11-27T03:49:38.000Z,replied_to
106,Omg the involuntary hysterectomy convo in Black Widow. #imcrying #fallopiantubes #blackwidow,en,False,1464440401088196615,2021-11-27T03:46:14.000Z,
107,"@yay_tunes Please share and donate to fundraiser for black sick elderly woman. Who suffered a stroke , battles with dementia and has recently lost her husband to cancer. Our family needs donations for continuous medical care, medical bills and etc. https://t.co/bgXisPZHVh",en,False,1464439969787772931,2021-11-27T03:44:31.000Z,
108,"@KEBNAVER @KWONEUNBI Black Widow

#권은비 #KwonEunbi @KWONEUNBI",en,False,1464439910719385602,2021-11-27T03:44:17.000Z,replied_to
109,"THE AVENGERS RECAST: Christopher Walken as Iron Man, Jack Black as Captain America, Morgan Freeman as Thor, Steve Carell as the Hulk, Sarah Silverman as Black Widow, Al Pacino as Hawkeye and Daniel Radcliffe as Nick Fury",en,False,1464439821082894337,2021-11-27T03:43:55.000Z,
110,what if manood ako ng Black Widow and Sang Chi back-to-back,tl,False,1464439109280092168,2021-11-27T03:41:06.000Z,
111,@bitchiwas999 Add black widow,en,False,1464438913871794177,2021-11-27T03:40:19.000Z,replied_to
112,Any Yelana Belova ones 🤔 @Florence_Pugh @OriginalFunko no Black Widow ones anywhere??? #Marvel https://t.co/a1EMLArUT2,en,False,1464438886055112704,2021-11-27T03:40:13.000Z,quoted
113,"@edwardsromanoff RIIIGHT like I loved the black widow movie but I was hella disappointed, like it was goood but it wasn’t an origin story :/",en,False,1464438279592235009,2021-11-27T03:37:48.000Z,replied_to
114,"Carnage @SydneyPaigexxx zaps Black Widow @KendraJamesxox 
Please visit https://t.co/SCcDao4nOW https://t.co/6sVk3gmSKu",en,False,1464438122834501633,2021-11-27T03:37:11.000Z,
115,@liooneno black widow,en,False,1464437328189931523,2021-11-27T03:34:01.000Z,replied_to
116,i dont want to rewatch the black widow movie to like. explain or further look into my feelings about it but it feels very like empty. its very much girl power! but in an extremely hamfisted way,en,False,1464436969166061568,2021-11-27T03:32:36.000Z,
117,Check out ♡Black Widow♡ | Avengers ⁦@Kashmoneykobra_⁩ https://t.co/K5YQijAZY6,en,True,1464435907931607041,2021-11-27T03:28:23.000Z,
118,@beautie_11 WAit is that black widow,en,False,1464435794425237509,2021-11-27T03:27:55.000Z,replied_to
119,@THEFINALPAM it IS a twitter edit and thus appeals directly to the mcu fans who stan black widow and would make it.,en,False,1464434737003565066,2021-11-27T03:23:43.000Z,replied_to
120,Ended aquela porcaria de black widow https://t.co/YMCcRCRZrD,ca,False,1464434479628496896,2021-11-27T03:22:42.000Z,
121,I know I’m late to the game… I finally saw Black Widow and it was … okay… it was my least favorite and it felt it had less substance then the other movies. It also should have came out after Civil War but am I the only one that feels this way or is anyone else disappointed?,en,False,1464433651081490441,2021-11-27T03:19:24.000Z,
122,Black Widow was surprisingly good. Love it when the internet sets things up for failure so I can go in with zero expectations.,en,False,1464433574803906566,2021-11-27T03:19:06.000Z,
123,"@Black_widow_p61 そうなの。

に座っていたのがおばあちゃんとお孫さんで。
懐かしくなっちゃった。",ja,False,1464433451923218437,2021-11-27T03:18:37.000Z,replied_to
124,Thought Black Widow was great.,en,False,1464433356138070019,2021-11-27T03:18:14.000Z,
125,"@Black_widow_p61 それそれー!!!

自分で写真を欲したなら余計にだよね!!!

千種、楽しんでねー★",ja,False,1464433205839155201,2021-11-27T03:17:38.000Z,replied_to
126,re watched black widow today and this edit hurts like shit https://t.co/9w533ZjU9v,en,False,1464433004684750848,2021-11-27T03:16:50.000Z,
127,"@smuthotelinc ""Saya Miyuki sudah menjadi Black Widow untuk SHFD kali ini!"" https://t.co/JmDHOTyVe4",in,False,1464432857984614413,2021-11-27T03:16:15.000Z,replied_to
128,@OriginalFunko @amazon @Marvel @Avengers Just need Black Widow and Hawkeye to complete the set.,en,False,1464432755392004096,2021-11-27T03:15:51.000Z,replied_to
129,"@astrapom Eternals will probably drop then too! That’s what they did for Shang-Chi, and the Assembled ep came out a while after Black Widow so… Eternals shouldn’t be dropped after",en,False,1464432638031118345,2021-11-27T03:15:23.000Z,replied_to
130,"I’m watching Suspiria in the living room and my brother came down, watched silently as Dakota Johnson danced Volk for 2 minutes then goes “is this Black Widow?”",en,False,1464432265925210115,2021-11-27T03:13:54.000Z,
131,"No other franchise is constantly saturating the market like Marvel. This year alone you have Black Widow, Shang Chi, WandaVision, Falcon &amp; WS, Loki, Hawkeye, Eternals, Venom and Spider-Man. Plus the Guardians of the Galaxy and Miles Morales games.",en,False,1464432134094000131,2021-11-27T03:13:23.000Z,replied_to
132,Black widow mati pas endgame kan ya? Yg nyari stone yg hrus ngorbanin org yg dicintai ? Yg saudaranya nebula si ijo2 itu jg mati?? JAWAB YE KLW LEWAT PLS BGT INIMAH,in,False,1464431902668976129,2021-11-27T03:12:28.000Z,
133,"Okay that was fun, time to watch black widow again and cry at women being abused and bossing tf up against oppression",en,False,1464431807739404288,2021-11-27T03:12:05.000Z,
134,@Bubz_pndejo @MarvelLatin Hay un par de escenas de black widow que no se ven tan bien,es,False,1464431026571292677,2021-11-27T03:08:59.000Z,replied_to
135,@FaccuNahuel @_gabicuervo fcu andas loquito pq te acostaste con black widow,pt,False,1464430948179591176,2021-11-27T03:08:40.000Z,replied_to
136,"@polarsprite The Black Black Widow is sitting in the middle of the web it’s the fly she seeks . You may be her lover but she ain’t had a bite for weeks.
        Good luck with those lyrics",en,False,1464430771905646595,2021-11-27T03:07:58.000Z,replied_to
137,"@miskeenc0re @CAPTAINSHABEEL Yea that’s her character, and she did great. It was very fitting, for her age and traction as a fighter (in many movies she’s played in). I understand why Black Widow came out after endgame, I don’t think too much into it cause it still made sense.",en,False,1464430751315750913,2021-11-27T03:07:53.000Z,replied_to
138,"na moral, tô começando a atualizar tudo o que perdi da Marvel, porque eu parei de consumir depois que eu achei que eles estavam inventando muito, e cheguei em Black Widow: Viúva Negra, e nossa, é um dos filmes de super heróis mais incríveis que eu já vi, se não o melhor",pt,False,1464430520482381825,2021-11-27T03:06:58.000Z,
139,"@luvme_yayamarie @CAPTAINSHABEEL is thena her character in eternals? ive yet 2 watch that. i feel like scarjo did a meh job up until the black widow movie, my opinion of her would def be different if the movie came out before the last two avengers movies",en,False,1464430293981401097,2021-11-27T03:06:04.000Z,replied_to
140,Hawkeye is already astronomically better than the Black Widow movie 😭,en,False,1464430152297992199,2021-11-27T03:05:30.000Z,
141,Day 87: started phase 4 with Black Widow (I’ve already seen all the tv shows with the exception of Hawkeye),en,False,1464429434593812485,2021-11-27T03:02:39.000Z,replied_to
142,"Marvel Collectors Corps Post - Apocalyptic Black Widow.

#blackwidow #collectorscorps
#whatif #marvelstudios #marvelfunko 
#asgardianspost #funkofunatic #multiverseofmadness #funkofriends
#marvelfans #funkofan
https://t.co/YGRfvA5Cp4",en,False,1464429390763335681,2021-11-27T03:02:29.000Z,
143,The prison break scene in black widow was raw tho,en,False,1464429169987624964,2021-11-27T03:01:36.000Z,
144,Pagi ini mau nonton black widow aja deh hihi,in,False,1464428800213598219,2021-11-27T03:00:08.000Z,
145,ตอน black widow เค้าอุตส่ามี 2 ครอบครัวแล้ว เรื่องกำลังจะดีไปเรื่อยๆ แม่งก็นะ ตอนโลกิปรับความเข้าใจกับธอร์ กำลังดีละ โทนี่กับน้องพีทเพิ่งเจอกันงี้ มึงจะให้เค้ามีความสุขนานกว่านี้ไม่ได้เลย กุแค่อยากให้เค้ามีเวลาร่วมกันมากกว่านี้,th,False,1464428642851704835,2021-11-27T02:59:30.000Z,
146,indo assistir black widow ja que a saudade da nat e da yelena nunca sai de mim,pt,False,1464428526505971715,2021-11-27T02:59:03.000Z,
147,Have no idea how I feel about the Black Widow movie,en,False,1464428416325750796,2021-11-27T02:58:36.000Z,
148,"@thisiskiddo Nonton yg black widow dulu, buat referensi katanye.",in,False,1464428269822828547,2021-11-27T02:58:01.000Z,replied_to
149,#nrw black widow (2021) https://t.co/iWBnu2NkeD,en,False,1464428054126731265,2021-11-27T02:57:10.000Z,
150,"@EAA P-61 Black Widow, like the one at NMUSAF",en,False,1464428012544344070,2021-11-27T02:57:00.000Z,replied_to
151,@_Lucifia_ she did multiple times in black widow 😭,en,False,1464427745656541196,2021-11-27T02:55:56.000Z,replied_to
152,"@darkmistress_6 I’ve already watched Shang Chi the legend of the ten rings, venom 2: let there be carnage, black widow and good will hunting today and I don’t know what else to do lol.",en,False,1464427559014256644,2021-11-27T02:55:12.000Z,replied_to
