created_at,tweet_id,text,lang,possibly_sensitive,type
2021-11-22 20:22:53+00:00,1466140768863674374,@1Mirror1978 @MiniMooJack I've got loads of links but this might help: https://t.co/rFTwlq0riE,en,False,replied_to
2021-11-22 20:22:53+00:00,1466140768297443334,@chrischirp Does one virus kick out another or is it a myth? I have this comfort blanket that rhinovirus stops covid 😭😂 is it nuts !? Gets me through dumping son at school gates,en,False,replied_to
2021-11-22 20:22:53+00:00,1466140767584358402,"The US has recorded its first case of the Omicron variant. #9News
https://t.co/4Wrjr4bhYE",en,False,
2021-11-22 20:22:52+00:00,1466140765877260290,"@COVID_questions I’m talking about Victoria not Australia - and on a per capita basis, *if* these tragedies can be attributed to the length and nature of our lockdowns, then Victoria suffered potentially more child deaths from lockdowns than child Covid deaths in Sweden.",en,False,replied_to
2021-11-22 20:22:52+00:00,1466140765608890373,@NiklasTornberg @NWOmustdie @HumblyCurious @Ethereal_PhD @f_jalalvand @fnyosv Som orsakas av bl a covid.,sv,False,replied_to
2021-11-22 20:22:52+00:00,1466140764874944512,"@KoinangeJeff The 2 doctors have answered the question of covid vaccines and chronic illnesses.. but I would like to hear their specific recommendation for patients with venous thromboembolism. -Thanks, Dr Tonui.",en,False,
2021-11-22 20:22:52+00:00,1466140762819547137,"When covid first started I was 19, in a month I’ll be turning 22…",en,False,
2021-11-22 20:22:51+00:00,1466140762433806338,"@treydaze_ @GrayWealth @CNBCnow When certain individuals benefit greatly from a farse pandemic, it all becomes political. Science already says Covid is nowhere near as deadly as certain people make it out to be. Admitting to that won't help the rich get richer.",en,False,replied_to
2021-11-22 20:22:51+00:00,1466140762333233160,"Ten cases of the Omicron Covid variant have now been confirmed in Scotland

https://t.co/YfP8LhFTKj",en,False,
2021-11-22 20:22:51+00:00,1466140761590837264,U.S. confirms nation's first case of omicron Covid variant in California https://t.co/engJxU2QKL,en,False,
2021-11-22 20:22:51+00:00,1466140760944914437,"a diretora falando que ninguém da escola está com Covid-19, os alunos de uma sala falando que foram fazer o teste e o teste de 5 pessoas da sala deu positivo. tou sem entender mais nada, e tou passada ao mesmo tempo 😳",pt,False,
2021-11-22 20:22:50+00:00,1466140758218620930,"$DKNG $ARKK overlayed onto DKNG, shorts are killing arkk and DKNG in the process.  Makes no sense for this stock to be down this much on covid concerns, if casinos shut down, DKNG should do better. https://t.co/gWp4GEia22",en,False,
2021-11-22 20:22:50+00:00,1466140757874597894,"@Therufcut Rather than encouraging people to have them every three months, without knowing if they give any protection against Omicron? I don't think so! https://t.co/yXtTsmrf9z",en,False,replied_to
2021-11-22 20:22:50+00:00,1466140756251316227,@yael_becker One day Covid will be just as important as the Flu or Cold. Give it time. Fear can only last so long.,en,False,replied_to
2021-11-22 20:22:50+00:00,1466140754863173635,@ChrisMurphyCT But they only think abortion kills. Covid doesn’t. Guns don’t. Starvation…nope. Let them play their games. It’s only going to help weed them out!,en,False,replied_to
2021-11-22 20:22:50+00:00,1466140754301104128,@WHCOS So what you’re saying is your whole approach to growing the economy is driving covid fear. Gotcha,en,False,replied_to
2021-11-22 20:22:49+00:00,1466140753382424576,"@corstewart @Gambit_10 @heytimmy @TaylorTwellman Since the current COVID-19 variants readily infect the vaccinated who readily transmit the virus, it is likely that almost everyone will become infected at some point. Half of us have already been infected. A substantial minority of infections are asymptomatic.",en,False,replied_to
2021-11-22 20:22:49+00:00,1466140752799490059,@Hasuess @WillyLumpLump69 @TaylorTwellman I’m guessing 5 more. You better go get the new Covid shot and fast!,en,False,replied_to
2021-11-22 20:22:49+00:00,1466140752270999553,"💥Why aren't people asking why Sleepy Joe Biden &amp; his minion Dr. Fauci never talk about natural immunity?  
#CCPVirus #NoMandates #NoJab #FreedomFlu #ChinaVirus #Covid #DoNotComply #FJB #LGB",en,False,
2021-11-22 20:22:49+00:00,1466140752010891268,"Varianti i ri i COVID mbërrin edhe në SHBA, personi ishte kthyer nga Afrika e Jugut/ Fauci: Personat në kontakt rezultuan...,https://t.co/5H1gXeuuMd",et,False,
2021-11-22 20:22:49+00:00,1466140751851622412,"Una amiga mía estuvo al borde de la, muerte x un mioma... Negligencia médica del iess y el papa de un amigo murió el hno estaba en UCI x covid el sr vivía con el y le dijeron q tenía depresión 16 días padeció sin comer ni tomar agua cuando decidieron internarlo duro 2 horas https://t.co/y75qWrRQNi",es,False,quoted
2021-11-22 20:22:49+00:00,1466140750933078025,@WillyWonkaXRP @janet_yellin @XRPcryptowolf So trust me when I tel u it’s jus my opinion… but last I check… crazy part is I went out one day during the lock down for food… all but 15 min… felts sick as a dog for 5 hours… that wasn’t Covid… but it was something… n this winter they gona do it again,en,False,replied_to
2021-11-22 20:22:48+00:00,1466140749712424966,"There’s something so jarring to me about seeing commercials for at-home Covid tests on the TV.
How has the world changed so much in 2 years?",en,False,
2021-11-22 20:22:48+00:00,1466140748701601795,Ahhh dear America you are not as great as you think it is when half of your population thinks border doesn’t exist anyone can come anytime but everyone boarding a plane should undergo covid test. https://t.co/m4dBqAgcjp,en,False,quoted
2021-11-22 20:22:48+00:00,1466140747472805900,"@jchristawoodley @Jenny_Edwards @hughes_eilir @andymoz78 This is a simulated study based on computer modelling. 
The gold standard of medical research is randomised trials, and there have now been two on Covid masks for adults, and they both found masks to be highly ineffective.",en,False,replied_to
2021-11-22 20:22:48+00:00,1466140747464249345,Biến thể Omicron có thể giúp kết thúc đại dịch Covid-19? https://t.co/X30Tof8RuV,vi,False,
2021-11-22 20:22:48+00:00,1466140747258806287,"You know why will still have the annual flu despite vaccines, because that’s the science.

Will be the same for covid except covid has MSM and government scare tactics behind it.",en,False,
2021-11-22 20:22:48+00:00,1466140747053387781,"Travel bans can't stop Omicron – WHO https://t.co/tjwjoLYCI2

GENEVA: The World Health Organization (WHO) said Tuesday (Wednesday in Manila) that those not fully vaccinated against Covid-19 who are also vulnerable to the disease, including over-60s, should put off travel to are…",en,False,
2021-11-22 20:22:48+00:00,1466140745933414417,"If you talk to actual doctors, you’d run from these experimental kill shots.  Why hasn’t one globalist died from Covid? https://t.co/2eZ8thDMJp",en,False,quoted
2021-11-22 20:22:48+00:00,1466140745748791297,@hannahkezema I know. I really want to come visit. Sometime soon(ish)....eff covid.,en,False,replied_to
2021-11-22 20:22:47+00:00,1466140745266520073,"Omicron

update by the doctor who 1st discovered this variant

&amp; was exploited beyond sound rationale

by markets, media, public health advisors

&amp; govt officials

policies implemented on kneejerk reaction

to hidden agendas beyond the science

#COVID SARS-CoV-2 Coronavirus Delta https://t.co/OeAu7lvrwb",en,False,
2021-11-22 20:22:47+00:00,1466140745086078977,🎯 Manías y Covid-19... https://t.co/ea3h8voJqj,es,False,
2021-11-22 20:22:47+00:00,1466140744691982346,"And I think I'm done. My evangelical aunt-by-marriage just blew my mind - me at a loss for words doesn't happen as a rule, but she did it with her inanity re: Covid &amp; vaccination. I hope her family stays safe @ their celebrations, especially the newborn &amp; her grandkids.",en,False,
2021-11-22 20:22:47+00:00,1466140744381571085,I'd rather take covid vaccine after every 2 weeks or monthly 🤧 https://t.co/vNPe4OmylE,en,False,quoted
2021-11-22 20:22:47+00:00,1466140743307718659,@iyajaxon @YandR_CBS @CJLeBlanc I guess it was hard to evolve when they weren't on for several months b/c of COVID and he did this over that time off-screen.,en,False,replied_to
2021-11-22 20:22:47+00:00,1466140742502526984,Trump Tried To Kill Biden With COVID-19  https://t.co/07uHYvX8dG via @BulwarkOnline,en,False,
2021-11-22 20:22:47+00:00,1466140742275846149,"The US has recorded its first case of the Omicron variant. #9News
https://t.co/sKmjAtVWQu",en,False,
2021-11-22 20:22:47+00:00,1466140742192095241,"It Begins: Biden to Announce Mandatory Quarantines for Americans, Even Fully Vaxxed, Punishable by ""Fines and Penalties"" https://t.co/2UiKZPkNp0",en,False,
2021-11-22 20:22:46+00:00,1466140741160341512,@_zaayhuncho Yeah but my initial statement does not assume Kyrie get it and survives. I said if he gets it he has a great chance of dying in comparison to someone like Lebron who has gotten Covid and has gotten the vaccine,en,False,replied_to
2021-11-22 20:22:46+00:00,1466140740661264397,China deponeerde in februari 2020 al een patent op een coronavaccin. Wetenschappelijk gezien is dat onmogelijk zo kort na het bekend worden van #COVID_19.,nl,False,replied_to
2021-11-22 20:22:46+00:00,1466140740371685379,"@RThinner Covid unvaccinated kids would be a huge boost to getting out of this mess...
Since so few children suffer any ill effects from Covid and many have already had it. Their immune systems are highly qualified to manage and overcome Covid.  To immunize them is a huge experiment.",en,False,replied_to
2021-11-22 20:22:46+00:00,1466140739620978698,"I am fully vaccinated, just tested positive for COVID, and feel like shit.",en,False,
2021-11-22 20:22:45+00:00,1466140735707787268,"@The_Cumberlady @lacuentamedica O que le da envidia ? 
No poder contagiarse de covid? 
Saber que no hay medicamentos? 
Esto es para saber que el adoctrinamiento  servil si traspasa fronteras",es,False,replied_to
2021-11-22 20:22:45+00:00,1466140735653220357,Lmfao kryie is not at great risk of dying cut it out kryie is an athlete hes in great shape he’s rich has best doctors  his odds of dying from covid are low as hell https://t.co/n2rShqUV2o,en,False,quoted
2021-11-22 20:22:45+00:00,1466140734961160195,"LeBron James tests positive for COVID-19, misses Tuesday game: Report https://t.co/TrXnrlnv0C",en,False,
2021-11-22 20:22:45+00:00,1466140734898196492,"I’m sure the business leaders and politicians harping on about all the Covid money spent on the unemployed (“paying people to stay at home”, “disincentivizing work”, yada yada yada) will be equally enraged by this. https://t.co/6S2lsNkA1L",en,False,
2021-11-22 20:22:45+00:00,1466140734692773897,"During a White House briefing on Wednesday, Dr. Anthony Fauci confirmed that the first U.S. case of the omicron variant has been identified. 

Read more here: https://t.co/8LFkfhuo0d https://t.co/MaaY2TyJSs",en,False,
2021-11-22 20:22:45+00:00,1466140734491435009,"@nypost @nypost 

same admisntration that used a false race based narrative and false covid scare to defame their opponents https://t.co/zxr7RkOLGX",en,False,replied_to
2021-11-22 20:22:45+00:00,1466140733233008642,"@redsteeze Border crossers don't carry Covid, it's a well known Fauci-Fact

Fauci=science https://t.co/aEnrDEwFE4",en,False,replied_to
2021-11-22 20:22:44+00:00,1466140732951969792,"@bennyjohnson @PressSec is a liar.  

Represents the worst @POTUS @WhiteHouse in history.

Facts are Facts.

What about the wide open border?  Hundreds of thousands of illegal aliens every month with NO CovID restrictions? Testing?",en,False,replied_to
2021-11-22 20:22:44+00:00,1466140732754903044,"@kmrd17 Claro, claro...lo mejor es fiarse de los papers controlados por la farmafia ¿eh? No voy ahora a sacar los centenares de artículos que validan mi suplementación. Pero uno de ellos, la vitamina D3, mira por dónde, juega un rol importante contra el Covid https://t.co/4Cts11jB5g",es,False,replied_to
2021-11-22 20:22:44+00:00,1466140731953795074,"@JuliaHB1 I agree, Julia- absolutely disgusting. How are any anti-vaxxers meant to get their boots smoked by COVID if this ends up happening",en,False,replied_to
2021-11-22 20:22:44+00:00,1466140731505061888,TRUMP ALMOST GAVE MY DADDY COVID I AM FUCKING OUTRAGED ABOUT IT!!! # Biden with Covid,en,False,
2021-11-22 20:22:44+00:00,1466140731022663681,"Hallelujah#1
#Corona #Covid #Omikron
https://t.co/kNEXoqH3X5",in,False,
2021-11-22 20:22:44+00:00,1466140730103984131,"@QuickDCapital One day before sleepy is supposed to outline is covid plan, this “pandemic” couldn’t be more FAKE!",en,False,replied_to
2021-11-22 20:22:44+00:00,1466140730011774978,"@edwinmv8 @GoalNews Ya. Covid is overblown. And it doesn't caused heart issues. 🙄

https://t.co/3vSELla49a",en,False,replied_to
2021-11-22 20:22:44+00:00,1466140729491787782,@caylak1 @cerrahdrmurat @osmannnurika + hatta daha tanıdıklarım var. Onlarin canı paradan önce gelen. İstifa edip belli süre evinde durdular. Sana insanların ihtiyacı olduğu dönemde. Ben devlet yerine olsam diplomasını iptal ederim. Şimdi telefondan muayine yapan aile hekimi geçici olan covid yardımı aldı. Hakkı mi?,tr,False,replied_to
2021-11-22 20:22:44+00:00,1466140729022070792,"@adriancummins Do you represent the likes of this tosser boasting about how much he made from Covid 

https://t.co/SIApWYuihf",en,False,replied_to
2021-11-22 20:22:43+00:00,1466140728707276803,"@abcnews I shook my head when I heard leaders say during #COP26 how great it was that rich nations helped poor ones during the pandemic (implying they need to do similar for climate change) when, in truth, very little had been done to help 3rd world nations with covid. #auspol",en,False,replied_to
2021-11-22 20:22:43+00:00,1466140726668976129,"So I have been exposed twice in the last 3 days to people exposed to covid , the first now has tested positive with symptoms, the second gets results tomorrow. We are gonna test the fact I had it in March and survived. If not been nice tweeting with you. I am gonna Q till Monday",en,False,
2021-11-22 20:22:43+00:00,1466140726027341830,"@patriottakes Maybe he can join this guy...
https://t.co/BicdMCJCmP",en,False,replied_to
2021-11-22 20:22:42+00:00,1466140724303470593,@Tumzilla70 There’s nothing small about the amount of people with post covid syndrome.,en,False,replied_to
2021-11-22 20:22:42+00:00,1466140723959537682,"SIDA et Covid-19, deux pandémies en collision https://t.co/inwQnHzyiW",fr,False,
2021-11-22 20:22:42+00:00,1466140722575429637,"@QNTistheKEY Natural immunity studies:
https://t.co/kU1lHWMuP7
https://t.co/gw57zPfQgQ
https://t.co/mGWL2tq716
https://t.co/Srn2BZ3vOc
https://t.co/BrAgUfAHy6
https://t.co/0tD5dTtBi8
https://t.co/shqZXyelua
https://t.co/wHYeWuXevP
https://t.co/kDZx0NqOPv
https://t.co/ObPHXYIaip",en,False,replied_to
2021-11-22 20:22:42+00:00,1466140722252460038,La jefa de la Comisión Europea afirma que es hora de que la UE “potencialmente piense en la vacunación obligatoria” contra el covid-19 https://t.co/s1LXN13R7M,es,False,
2021-11-22 20:22:41+00:00,1466140719031242753,https://t.co/bJzfVopUJ5,und,False,
2021-11-22 20:22:41+00:00,1466140717927976960,@NicoleT83530892 so glad Facebook reacted quickly to shut down Covid misinformation .....🤦‍♀️🤦‍♀️🤦‍♀️,en,False,replied_to
2021-11-22 20:22:41+00:00,1466140716682391561,@BBCNews Or despite the current covid/brexit driver shortages they still managed 70% of normal. #glasshalffull,en,False,replied_to
2021-11-22 20:22:40+00:00,1466140715440906240,"A different kind of COVID vaccine is about ready to roll
https://t.co/qn4k9GsYzp",en,False,
2021-11-22 20:22:40+00:00,1466140715164082182,Johnson under growing pressure over No 10 parties during lockdown last year | Boris Johnson | The Guardian https://t.co/rAjSW1yB8N,en,False,
2021-11-22 20:22:40+00:00,1466140714492993538,"@SaiyanBio @MartinE02884257 @TousAntiCovid J'ai eu aucun appel, simplement l'appli tous anti covid qui m'a alerté, je sais pas si je suis passé au travers des mailles du filet, si c'est normal, ou si au final j'aurais pas dû me baser juste sur l'appli et que je suis pas cas contact",fr,False,replied_to
2021-11-22 20:22:40+00:00,1466140713746190339,"Traveling to Indonesia? Be careful with Covid rules, I ended up being locked up, even being a legal permit holder, having followed all the protocols and having booked a quarantine hotel. I just traveled through South Africa less than two weeks ago…",en,False,
2021-11-22 20:22:40+00:00,1466140712248877056,"Can we please not brainwash our children with more stuff like vaccines, masks, boosters Covid-19, Delta Variant, Omicron, Joe Biden/Harris? Jesus help us. @vancemurphy",en,False,
2021-11-22 20:22:39+00:00,1466140711603130373,"Was lovely to be able to donate a Christmas tree and 1000 multi coloured lights to the boys class , With the classes still be in zones due Tom Covid , it’s nice to bring some Christmas cheer and a sensory experience with all the coloured lights this festive period 🎄🎉 https://t.co/9RfHdpDeXh",en,False,
2021-11-22 20:22:39+00:00,1466140711523209219,"How air filters can make COVID wards safer for patients and staff
https://t.co/3q8U0tFSNi",en,False,
2021-11-22 20:22:39+00:00,1466140711275749376,@BulwarkOnline @gtconway3d Melania was also diagnosed with COVID at the same time. She also exposed others to the disease.,en,False,replied_to
2021-11-22 20:22:39+00:00,1466140710634020866,My friend thinks he has covid. We hung out a couple days ago to share memories about our friend that died. I am going to get my booster shot today but idk if that will help if I already have covid. I have $5 to my name and I can’t afford to take time off work!,en,False,
2021-11-22 20:22:39+00:00,1466140708528701440,@MatteoBandit2 In breve: perché la mortalità del covid per la mia fascia d'età è 0; ho paura SOPRATTUTTO della possibilità di effetti collaterali a lungo termine ma anche paura di miocardite indotta dal v. La comunicazione aggressiva dei media mi fa capire che non lo fanno per il mio bene.,it,False,replied_to
2021-11-22 20:22:39+00:00,1466140708495106056,"Ainda tem pessoas que acha errado não ter carnaval em 2022. Não podemos cometer o mesmo erro igual foi da covid, vamos nos cuidar! https://t.co/IAI7uxJGU6",pt,False,quoted
2021-11-22 20:22:39+00:00,1466140708478328833,"Mi aspetto una qualche forma di #greenpass modello ""baby"", se nin addirittura l'obbligo, al più tardi entro la primavera 2022. Forse anche prima \\ Segnatevi anche questa. 
https://t.co/WRmUTVwLFg",it,False,
2021-11-22 20:22:38+00:00,1466140707454861313,"@kylegriffin1 People please if they don’t know anything about the Covid 19, or the Delta what make you think they know  about a variant that just got off a flight to California. Just 🙏🏾 it doesn’t take another 700k.",en,False,replied_to
2021-11-22 20:22:38+00:00,1466140705164828681,"BS. He stole the elevation on COVID, Biden public trust on COVID-19 plummets as omicron variant feared to hit US

https://t.co/sI7S1nflQx",en,True,
2021-11-22 20:22:38+00:00,1466140703986270210,@Acosta the Russians invented COVID and Jared had the virus released in Wuhan all in the hope that it would take Biden out because they knew it was the only way baby hands would win the election,en,False,replied_to
2021-11-22 20:22:37+00:00,1466140701511589892,"As of: Wed Dec 1 13:19:58 2021

Appointments found at CVS locations in San Diego!

Schedule here:
https://t.co/2f80GMQQ8o",en,False,
2021-11-22 20:22:37+00:00,1466140700983144455,New COVID ‘Scariant’: Fact or Fiction with Dr. Kaufman https://t.co/7QdZfLcAfD,en,False,
2021-11-22 20:22:37+00:00,1466140700882477056,@Lepereirag para: covid,es,False,replied_to
2021-11-22 20:22:37+00:00,1466140700777529352,Connecticut Daily COVID-19 Update 12.1.21 https://t.co/Hbckm0NS2b,en,False,
2021-11-22 20:22:37+00:00,1466140700345618437,@AlessandroLoio2 Minha mãe está completamente vacinada (ao menos por enquanto) e está com covid. E não teve de forma leve.,pt,False,replied_to
2021-11-22 20:22:37+00:00,1466140700274270220,@AndrewKamaraMa1 @ukblok26 @GavinC86 @PebHeed @LBC Lose someone YOU love to covid like I and many others have THEN let's hear your dumb opinion. Selfish cnt!,en,False,replied_to
2021-11-22 20:22:36+00:00,1466140698915352592,its a shame he never succumbed to covid https://t.co/6z1dW8ZSQU,en,False,quoted
2021-11-22 20:22:36+00:00,1466140698906972165,@DavidShears12 @wbourn3 @5DSoul So what’s your reasoning for covid being bullshit mate,en,False,replied_to
2021-11-22 20:22:36+00:00,1466140698734907401,WHO TF GAVE ME OJO BC I HAVE THE FLU AND COVID AT THE SAME TIME WHAT THE FUCK,en,False,
2021-11-22 20:22:36+00:00,1466140697594150918,@JCarlos_Valerio Ya estuve contagiado de COVID en mayo de 2020 ..y es una experiencia horrible !!,es,False,replied_to
2021-11-22 20:22:36+00:00,1466140696818200581,Toujours aucune preuve de l'efficacité du pass sécuritaire... La Cnil réclame des preuves sur l'efficacité du pass sanitaire https://t.co/vqHzg4reRV,fr,False,
2021-11-22 20:22:36+00:00,1466140695333416967,"@HippyinvestorNY @Riyaad95285071 @DarlaShine Also, people that are deficient in D3 and have lower Gluthathion levels suffered worse from covid",en,False,replied_to
2021-11-22 20:22:35+00:00,1466140694213505034,"#Infórmate📣 Venezuela comenzó a inmunizar contra la covid-19 a niñas y niños

Más información ⬇️
👁‍🗨 https://t.co/NDZYBaz3bH

#Guárico
#LlegóDiciembre
#NavidadesFelicesEnGuárico https://t.co/vbLM4bJ7TS",es,False,
2021-11-22 20:22:35+00:00,1466140691764023301,Result of Covid test wey I don do like 2 weeks ago never comot. Make them just keep an.,en,False,
2021-11-22 20:22:35+00:00,1466140691743096832,"Quarta de 02 mortes por covid-19 em Pelotas!!

saiba mais em:

https://t.co/zgj5KIEuUO https://t.co/DhXEUn4dri",pt,True,
2021-11-22 20:22:35+00:00,1466140691558539266,"5/7 Les non-vaccinés sont stigmatisés, méprisés et mis de côté de plus en plus ! France 3 Alsace ment sur le nombre de patients du covid, prétextant que ce ne sont que des non-vaccinés, que c'est leur faute s'il y a une circulation du virus !",fr,False,replied_to
2021-11-22 20:22:34+00:00,1466140690245505029,@CathieDWood @ARKInvest @wintonARK Garbage ass bitch and your shit investment I hope your kids catch covid,en,False,replied_to
2021-11-22 20:22:34+00:00,1466140689222311946,Chris Christie is looking at this timeline and thinking of his covid diagnosis 🤔🤔🤔🤔 https://t.co/PzYGsRCKyu,en,False,quoted
2021-11-22 20:22:34+00:00,1466140688714805260,"So now with the new covid variant it’s “no need to cancel Christmas parties” but when it was Eid, all the media could talk about was how Eid gatherings would spread Covid and how Muslims don’t respect this country’s laws. Make it make sense Islamophobes.",en,False,
2021-11-22 20:22:34+00:00,1466140688261828608,"#SLP 👨‍👨‍👧‍👧Registran descenso de casos de Covid en SLP; confirman 11 contagios

➡ https://t.co/e8qDfhuZON https://t.co/qdhl3JHRw4",es,False,
2021-11-22 20:22:34+00:00,1466140688144343042,#CowboysNation: Amari Cooper Activated From COVID-19 List Lets Gooooo! #Spoke  https://t.co/98h6sywrNN,en,False,
2021-11-22 20:22:34+00:00,1466140687603224576,"Guys, I’ve been trying my hardest lately to catch #Covid 

But it’s not sticking 

Not sure what I’m doing wrong or why COVID hates me",en,False,
2021-11-22 20:22:33+00:00,1466140686638624775,@rPapadeborde @CaroBasbayon Pour la prise de décision... monsieur Covid 2019 pas top,fr,False,replied_to
2021-11-22 20:22:33+00:00,1466140684772118541,"A3: COVID definitely put a lot of stress on state's data infrastructure and revealed a lot of weak points, especially when it came to delivering local K-12 leaders the data they need to understand the changing pse/wf landscape and to better support their students in those trans https://t.co/QSN0Q7tLrw",en,False,quoted
2021-11-22 20:22:33+00:00,1466140684180758529,"Si en algún momento del futuro las organizaciones Centralizadas del mundo obligan a las personas a vacunarse por una vez más o a recibir tratamientos post-covid, los voy a ignorar...al diablo con sus vacunas; es más que obvio que esta pandemia nos sobrepasa en varios aspectos.",es,False,
2021-11-22 20:22:33+00:00,1466140683954184195,"@PEPFAR @GlobalFund @WhiteHouse @UNAIDS @Winnie_Byanyima @PeterASands JUNTA USE #Covid_19 AS WEAPONS

Wilfully lead to superspreader country of mutant variants

Civilians have to pay for the vaccine cost despite equitable access 

No systematic plan nor record

#WarCrimesOfJunta

#Dec2Coup
#WhatsHappeningInMyanmar

https://t.co/ErCPs4QbjT",en,True,replied_to
2021-11-22 20:22:33+00:00,1466140682838499336,"COVID: Só 114 maringaenses estão em tratamento contra a Covid, informa o boletim desta quarta, 1 https://t.co/YYY3DGQ1Qc",pt,False,
2021-11-22 20:22:32+00:00,1466140682695979011,Lakers' LeBron James 'tests positive for COVID-19' https://t.co/d00aecf3j3 via https://t.co/Tazbtribg5,en,False,
2021-11-22 20:22:32+00:00,1466140681588461571,"@samsober2021 This is such a hard time of year, &amp; all this Covid Craziness isn't helping. U are being a good friend &amp; they are awesome to have u 💜💜💜",en,False,replied_to
2021-11-22 20:22:32+00:00,1466140681307578377,"@chego_follow @RealMrumaDrive Been asking myself the same question, who's still testing for covid..",en,False,replied_to
2021-11-22 20:22:31+00:00,1466140678451310600,@LBC @NickFerrariLBC https://t.co/UOTFiLTLYz,und,False,replied_to
2021-11-22 20:22:31+00:00,1466140678224760835,"Cada vegada que sento el nom de la nova variant africana del Covid, em ve al cap Necronomicon.
Quines grans pelis Posesión infernal i Terroríficamente Muertos 😂😂😂",ca,False,
2021-11-22 20:22:31+00:00,1466140677704613888,"#StudentPathwaysChat 

A3: COVID-19 prompted new functions and values for school and work (more digitized more fluid). Meanwhile, many HS stus disengaged from the physical school building last year. Ed systems can allow young learners to define a future, adaptable workforce. https://t.co/74tQURvbCs",en,False,quoted
