tweet_id,created_at,lang,text,possibly_sensitive,type,clean_tweet
1465928779952320516,2021-12-01 06:20:31+00:00,en,"@jameshamblin That’s the misconception that folks want Biden to do more. We want him to acknowledge that the vaccines render our individual risk to be as low as other risks, our kids more so. I don’t fear covid, I fear what our response will do to our schools, our community, travel, livelihood",False,replied_to,that's the misconception that folks want biden to do more we want him to acknowledge that the vaccines render our individual risk to be as low as other risks our kids more so i don't fear covid i fear what our response will do to our schools our community travel livelihood
1465928778895564802,2021-12-01 06:20:31+00:00,en,@ColostomyBague2 Cough that I thought was just my usual central tx allergy cough. Didn’t really sink in that it was covid until several days later when the aches and sore joints started. Never broke 100 fever or 97 blood o2,False,replied_to,cough that i thought was just my usual central tx allergy cough didn't really sink in that it was covid until several days later when the aches and sore joints started never broke 100 fever or 97 blood o2
1465928776706109440,2021-12-01 06:20:30+00:00,en,"@anoneemouse5 I'm sure plenty. Not 100%, at this point at least most should be unvax'd. My unvax'd roomate is at the hospital w his unvax'd father on a ventilator w his 2nd round of Covid. His mother isn't looking good either. 

He sure didn't care when he got it, spread it &amp; didn't tell me.",False,replied_to,i'm sure plenty not 100% at this point at least most should be unvax'd my unvax'd roomate is at the hospital w his unvax'd father on a ventilator w his 2nd round of covid his mother isn't looking good either he sure didn't care when he got it spread it &amp didn't tell me
1465928771773640711,2021-12-01 06:20:29+00:00,pl,@Dosia1960 Jak może pani tak pisać 3% zmarło zaszczepionych w Polsce na Covid zaszczepionych zaznacze 3% to mała wioska w Polsce której już nie ma na mapie Polski. O czym pani pisze proszę się zastanowić że w tych 3% mogła mieć pani bliską sobie osobę. Nie będe tego komentował nawet.,False,replied_to,jak moze pani tak pisac 3% zmarlo zaszczepionych w polsce na covid zaszczepionych zaznacze 3% to mala wioska w polsce ktorej juz nie ma na mapie polski o czym pani pisze prosze sie zastanowic ze w tych 3% mogla miec pani bliska sobie osobe nie bede tego komentowal nawet
1465928770628423688,2021-12-01 06:20:29+00:00,en,"@TristanSnell Dr Oz think it’s ok to let 2-3% of kids die from Covid so they don’t have to mask. If your a PA parent, tell him how you feel!",False,replied_to,dr oz think it's ok to let 2 3% of kids die from covid so they don't have to mask if your a pa parent tell him how you feel!
1465928770209075201,2021-12-01 06:20:29+00:00,en,"Trump tested positive for Covid few days before Biden debate, chief of staff says in new book https://t.co/PFZ293xbmp",False,,trump tested positive for covid few days before biden debate chief of staff says in new book
1465928769433124865,2021-12-01 06:20:28+00:00,en,"#Omicron coronavirus variant puts world on edge
https://t.co/a6TLmHW6sF",False,,coronavirus variant puts world on edge
1465928765247262724,2021-12-01 06:20:27+00:00,en,@SBAIsabel Please help my small family business. We did not qualify for any SBA help because we opened our store after Covid-19 was declared a pandemic. I dont think thats fair. Please can you share my Go Fund Me for my business. It would help alot. Thank you. https://t.co/1HPTSPI9ao,False,replied_to,please help my small family business we did not qualify for any sba help because we opened our store after covid 19 was declared a pandemic i dont think thats fair please can you share my go fund me for my business it would help alot thank you
1465928761149247490,2021-12-01 06:20:26+00:00,en,"The Food and Drug Administration has approved the administration of COVID-19 booster shots for the general adult population, FDA Director-General Eric Domingo announces https://t.co/A5iax824JD",False,,the food and drug administration has approved the administration of covid 19 booster shots for the general adult population fda director general eric domingo announces
1465928760033746950,2021-12-01 06:20:26+00:00,ru,"Безальтернативная альтернативная еда https://t.co/sSXZcY7rJz

COVID-19 оказал колоссальное влияние на категорию растительных продуктов. Из-за сбоя в работе крупнейших производителей мировые поставки мяса были нарушены. А еще вирус заострил проблему сохранения человеческого здо... https://t.co/u2lsdRhocy",False,,bezal'ternativnaia al'ternativnaia eda covid 19 okazal kolossal'noe vliianie na kategoriiu rastitel'nykh produktov iz za sboia v rabote krupneishikh proizvoditelei mirovye postavki miasa byli narusheny a eshche virus zaostril problemu sokhraneniia chelovecheskogo zdo
1465928759811395584,2021-12-01 06:20:26+00:00,en,@mattprescott @PhilOSo86839856 What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,what happens if not only do all our vaccines get evaded by covid but covid gets millions of americans every week? then what will happen? what if it is super contagious with super high virulence? what would happen if a future covid variant causes mass suffering? then what?
1465928758926483456,2021-12-01 06:20:26+00:00,en,"BREAKING: COVID-19: Nigeria Announces First Case Of Omicron Variant

https://t.co/uHzThFrooO",False,,breaking covid 19 nigeria announces first case of omicron variant
1465928758477697026,2021-12-01 06:20:26+00:00,tl,Hehe https://t.co/7SGreU7jtO,False,,hehe
1465928758045597698,2021-12-01 06:20:26+00:00,el,"Το χειρότερο με τον hiv πλέον είναι ο στιγματισμός.

Παγκόσμια ημέρα κατά του AIDS

#HIVpositive #μετρα #διαγγελμα #Covid_19 #BigBrotherGR #AgriesMelisses https://t.co/jj9bxuvxnf",False,,to kheirotero me ton hiv pleon einai o stigmatismos pagkosmia emera kata tou aids 19
1465928757307449347,2021-12-01 06:20:26+00:00,fr,"@JFaerber 47 000 rhume il est où le pbl
Le vax est censé éviter les formes graves
Vu les millions à l être c est que tt le monde y croit alors pourquoi on continue de s affoller devant des cas
Les mesures covid ont fait + de mal que le covid lui meme stop
On arrête tt les masques le pass",False,replied_to,47 000 rhume il est ou le pbl le vax est cense eviter les formes graves vu les millions a l etre c est que tt le monde y croit alors pourquoi on continue de s affoller devant des cas les mesures covid ont fait + de mal que le covid lui meme stop on arrete tt les masques le pass
1465928754602164224,2021-12-01 06:20:25+00:00,en,Real‑time COVID-19 diagnosis from X-Ray images using deep CNN and extreme learning machines stabilized by chimp opt https://t.co/zaWgcwoHQM,False,,real time covid 19 diagnosis from x ray images using deep cnn and extreme learning machines stabilized by chimp opt
1465928753989799941,2021-12-01 06:20:25+00:00,en,Leading Cardiologist Says Researchers Are Refusing to Publish Supporting Study Results That Show Covid Vaccine's Link To Massive Increase In Heart Attacks https://t.co/pk45lLcXV8 via @gatewaypundit,False,,leading cardiologist says researchers are refusing to publish supporting study results that show covid vaccine's link to massive increase in heart attacks
1465928753708781569,2021-12-01 06:20:25+00:00,en,@MobilePunch With which testing kit?  I thought they said the omicron virus is variant of Covid-19? Within two days they have ordered for the test kit bah? Abi they develop theirs?,False,replied_to,with which testing kit? i thought they said the omicron virus is variant of covid 19? within two days they have ordered for the test kit bah? abi they develop theirs?
1465928751326375938,2021-12-01 06:20:24+00:00,en,"@Odi_Seru @A_C_D_P @NgcoboSifundo The purpose of vaccination a disease is to eradicate it and so far Covid boosters do not eradicate Covid, if they did, all vaccinated people would not be required to wear masks, social distance, etc 👇🏾 https://t.co/FY8SkPojq7",False,replied_to,seru c d p the purpose of vaccination a disease is to eradicate it and so far covid boosters do not eradicate covid if they did all vaccinated people would not be required to wear masks social distance etc
1465928751250771972,2021-12-01 06:20:24+00:00,ja,"オミクロン２例目…
『ゴキブリは1匹見たら卵が100個産まれたと思え』とは尊敬するCOVID対応されていたドクターの言葉。",False,,omikuron2Li Mu {gokiburiha1Pi Jian taraLuan ga100Ge Chan maretatoSi e} tohaZun Jing surucovidDui Ying sareteitadokutanoYan Xie
1465928748436500484,2021-12-01 06:20:23+00:00,en,"@tedcruz Is that so? The Trump administration blocked the CDC from warning the public about the worsening COVID-19 pandemic, according to testimony from US health officials.
https://t.co/NLVeAtZ480",False,replied_to,is that so? the trump administration blocked the cdc from warning the public about the worsening covid 19 pandemic according to testimony from us health officials
1465928748197457922,2021-12-01 06:20:23+00:00,en,"Being famous means you don't need to wear a mask, we can do what we want. We don't care if people die. We don't care if people lose their friends or jobs. 
Covid-19, NHS, covidjustice. Can't stop us.
#CovidInquiryNow
#wearyourmask 
#coronavirus 
#covididios 
#WearAmask https://t.co/jgXs6sMgCV",False,,being famous means you don't need to wear a mask we can do what we want we don't care if people die we don't care if people lose their friends or jobs covid 19 nhs covidjustice can't stop us
1465928747752644616,2021-12-01 06:20:23+00:00,en,@StephenAtHome Holy shit people. COVID caused Aaron Rodgers to pull all of his head hair out through his face.,False,replied_to,holy shit people covid caused aaron rodgers to pull all of his head hair out through his face
1465928746561687559,2021-12-01 06:20:23+00:00,en,"@VillainChrisK @MATTHARDYBRAND Yo Chris K. Vaccines don’t prevent the spread of a virus. They help fight the virus itself. Even if you are vaccinated, you can still get Covid. It will just lessen the impact the virus has on your system.",False,replied_to,yo chris k vaccines don't prevent the spread of a virus they help fight the virus itself even if you are vaccinated you can still get covid it will just lessen the impact the virus has on your system
1465928744225296384,2021-12-01 06:20:22+00:00,in,"Gak ada kenaikan virus covid 19 tetapi PPKM naik level.
Ya ampun segitu takutnya ama orang kumpul2 sambil baca doa? Setan aja gak berani deket2! 😱#COVID19",False,,gak ada kenaikan virus covid 19 tetapi ppkm naik level ya ampun segitu takutnya ama orang kumpul2 sambil baca doa? setan aja gak berani deket2!
1465928743440949260,2021-12-01 06:20:22+00:00,en,A glimpse into the annual Kadalekai Parishe which has made a grand comeback post covid https://t.co/OGf5RpZvJ0,False,,a glimpse into the annual kadalekai parishe which has made a grand comeback post covid
1465928743160061952,2021-12-01 06:20:22+00:00,en,Coronavirus Vaccine: How Indian vaccines will fare against COVID’s Omicron variant https://t.co/UI8WYCV0GZ,False,,coronavirus vaccine how indian vaccines will fare against covid's omicron variant
1465928742832799745,2021-12-01 06:20:22+00:00,en,@JeremyPlimmer @cjsbishop We definitely need more action from the government on child poverty - it’s a good point to raise. See my comments with colleagues here: https://t.co/h8AgY0abx1,False,replied_to,we definitely need more action from the government on child poverty it's a good point to raise see my comments with colleagues here
1465928739917811715,2021-12-01 06:20:21+00:00,en,People who were at a south-west Sydney chemist on Monday night have been asked to immediately get a COVID-19 test after NSW’s sixth Omicron case was confirmed. Follow our live coverage: https://t.co/RBFP2OrftO,False,,people who were at a south west sydney chemist on monday night have been asked to immediately get a covid 19 test after nsw's sixth omicron case was confirmed follow our live coverage
1465928739833929729,2021-12-01 06:20:21+00:00,ru,Тяжелая форма COVID-19 в два раза увеличивает риск смерти в течение следующего года https://t.co/b5nUplPAxl https://t.co/KS58wdaHch,False,,tiazhelaia forma covid 19 v dva raza uvelichivaet risk smerti v techenie sleduiushchego goda
1465928738777014276,2021-12-01 06:20:21+00:00,da,@amcelha3 @Kenneth72712993 @4Clearsky @organicdot @chimera414 @jimdtweet @Canadianworker2 @JohnDublin10 @IanDJbrown2 @TWTThisIsNow @rln_nelson @keithamccluskey @try2golf @CrispyCX @BubbasRanch @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @HalBrow68884227 @AristotleMrs @BigRakaDoc @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @ejwwest @Tragiicomedy @covid_parent @Narvuntien @dan613 @Boeing74 @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 Started at Forbes,False,replied_to,nelson 666 b lvi ireton ouroboros dhg parent wolf cycle started at forbes
1465928738764382208,2021-12-01 06:20:21+00:00,fr,https://t.co/JG0eU5mIDr quel chaos ça me fume,False,,
1465928733790023683,2021-12-01 06:20:20+00:00,es,"#FelizMiércoles #felizmiercolesatodos Nos quieren imponer el pasaporte covid a los españoles pero si vienes de ilegal en una patera , ni pasaporte tradicional ni pollas en vinagre. https://t.co/506polobNk",False,,nos quieren imponer el pasaporte covid a los espanoles pero si vienes de ilegal en una patera ni pasaporte tradicional ni pollas en vinagre
1465928732623917057,2021-12-01 06:20:20+00:00,en,"I hate you guys because you panic every time you see the covid stats being reported, like what do they even mean? We never got a measure.",False,,i hate you guys because you panic every time you see the covid stats being reported like what do they even mean? we never got a measure
1465928732221353986,2021-12-01 06:20:20+00:00,es,"🎥 | El deseo de #TAEHYUNG para este año:

 🐻: ""Debido a la pandemia de COVID-19, no podemos salir a menudo, así que sería bueno si pudiéramos viajar a algún lugar para estas vacaciones"".

 https://t.co/TF0hOYlWGM",False,,| el deseo de para este ano debido a la pandemia de covid 19 no podemos salir a menudo asi que seria bueno si pudieramos viajar a algun lugar para estas vacaciones
1465928731919204357,2021-12-01 06:20:19+00:00,en,@TheblackTracker @mallottk @mawsecode @douginbrisbane Covid has completely ruined Prime Ministering for him.,False,replied_to,covid has completely ruined prime ministering for him
1465928727272079364,2021-12-01 06:20:18+00:00,en,@DrBinks What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,what happens if not only do all our vaccines get evaded by covid but covid gets millions of americans every week? then what will happen? what if it is super contagious with super high virulence? what would happen if a future covid variant causes mass suffering? then what?
1465928726999232512,2021-12-01 06:20:18+00:00,und,#indianpolitics #india #bjp #narendramodi #politics #modi  #congress #delhi #amitshah #news #indian #memes #godimedia #bhfyp #politicalmemes #bjpindia #covid #mumbai #rss #andhbhakt #priyankagandhi #namo #elections #indiannationalcongress #hindutva #hindu #indianmemes https://t.co/LY7aDFbnC1,False,,
1465928726668062721,2021-12-01 06:20:18+00:00,en,"Another conspiracy theory is that the chip inserted with the vax would be able to track you not just a Covid passport 

Now that is really scary ! https://t.co/OhtpYkzQOD",False,quoted,another conspiracy theory is that the chip inserted with the vax would be able to track you not just a covid passport now that is really scary !
1465928726500282374,2021-12-01 06:20:18+00:00,fr,Toujours à 9 repas sautés de l’anarchie ? Le Covid aura été une promenade de santé. https://t.co/uKJFXdu0zd,False,quoted,toujours a 9 repas sautes de l'anarchie ? le covid aura ete une promenade de sante
1465928724277202947,2021-12-01 06:20:18+00:00,en,"First the Omnicron variant of COVID-19, and now Dr. Oz is running for the US Senate in Pennsylvania, all just exactly one month before 2022. There is no end to the madness

Dr. Oz says he'll run for Senate in Pennsylvania https://t.co/5pbrJoi7EH via @Yahoo",False,,first the omnicron variant of covid 19 and now dr oz is running for the us senate in pennsylvania all just exactly one month before 2022 there is no end to the madness dr oz says he'll run for senate in pennsylvania
1465928722607788036,2021-12-01 06:20:17+00:00,en,"@treybor__ @tekgrinder @ReutersFacts maybe.  but gunshot deaths were up 25% in 2020.  and as for being in the house all year, did you happen to miss the worlds largest ongoing protest ever to occur that had streets flooded in cities across america and then the world?  

i mean i know protesters are covid proof . . .",False,replied_to,maybe but gunshot deaths were up 25% in 2020 and as for being in the house all year did you happen to miss the worlds largest ongoing protest ever to occur that had streets flooded in cities across america and then the world? i mean i know protesters are covid proof
1465928722347929604,2021-12-01 06:20:17+00:00,en,"@Dust46 @EstherErasmus @MakenziKenzo @rid1tweets Because mass hysteria dictates that for COVID, if in anyway shape or form you’re symptomatic you absolutely have to get tested, regardless of the severity.",False,replied_to,because mass hysteria dictates that for covid if in anyway shape or form you're symptomatic you absolutely have to get tested regardless of the severity
1465928720120782851,2021-12-01 06:20:17+00:00,en,@Atheistdefend1 @TheFreds Delusion is the only word you could possibly apply to the covid puritans,False,replied_to,delusion is the only word you could possibly apply to the covid puritans
1465928720053461000,2021-12-01 06:20:17+00:00,pl,"@Tadeusz93046308 @j_strak @bbhoery @AndrzejPoznan @Pawel36281551 @RafalDudkiewic1 @LukaszBok Ale, teraz na świecie jest tylko covid ;) na to przynajmniej wygląda. Ta szczepionka wyszła za szybko + jak to było, na początku ,,maski niepotrzebne nie nosić"" potem nagle ,,Kurwa maski wszędzie bo zdechniecie"" mimo, że nie chronią, ale ciul.",False,replied_to,strak ale teraz na swiecie jest tylko covid ) na to przynajmniej wyglada ta szczepionka wyszla za szybko + jak to bylo na poczatku maski niepotrzebne nie nosic potem nagle kurwa maski wszedzie bo zdechniecie mimo ze nie chronia ale ciul
1465928719353233414,2021-12-01 06:20:16+00:00,ru,"С 1 декабря все прибывающие в Эстонию должны заполнить анкету пересечения границы https://t.co/u5mkZCiPBe

В связи с высоким риском распространения омикрона Covid-19 все лица, прибывающие в Эстонию с 1 по 16 декабря, должны заполнить форму пересечения границы, сообщила ... https://t.co/GGPD9KlOgZ",False,,s 1 dekabria vse pribyvaiushchie v estoniiu dolzhny zapolnit' anketu peresecheniia granitsy v sviazi s vysokim riskom rasprostraneniia omikrona covid 19 vse litsa pribyvaiushchie v estoniiu s 1 po 16 dekabria dolzhny zapolnit' formu peresecheniia granitsy soobshchila
1465928715431460869,2021-12-01 06:20:16+00:00,ro,"@OanaReveica Pai e simplu
- e pandemie
- spitalele sunt pline
- voua va arde de distractii
- apoi va plangeti ca stati in trafic sau ca luati covid. 

Prea le iei in serios, faci riduri la batranete :)",False,replied_to,pai e simplu e pandemie spitalele sunt pline voua va arde de distractii apoi va plangeti ca stati in trafic sau ca luati covid prea le iei in serios faci riduri la batranete )
1465928714890452995,2021-12-01 06:20:15+00:00,en,"@1878X @sfchronicle It's not a 'wealth gap'. These are organized gangs (who also have plenty of $). It's the same every time there is a crisis anywhere in this nation. Whether it's a hurricane, a fire, tornado, or COVID- there are people who always take advantage &amp; loot. Scum of the earth!",False,replied_to,it's not a 'wealth gap' these are organized gangs (who also have plenty of $) it's the same every time there is a crisis anywhere in this nation whether it's a hurricane a fire tornado or covid there are people who always take advantage &amp loot scum of the earth!
1465928713028124672,2021-12-01 06:20:15+00:00,en,"Well, I guess there's a new COVIDiot in town.  He no doubt falsified records to cover his Messiah Trump's true physical and mental condition.  Now he raises his stupidity flag high.  What fools these neo-Nazi GOPigs are.  #QMoRonnyJackson
https://t.co/DjhZUZWsjx",False,,well i guess there's a new covidiot in town he no doubt falsified records to cover his messiah trump's true physical and mental condition now he raises his stupidity flag high what fools these neo nazi gopigs are
1465928712566853635,2021-12-01 06:20:15+00:00,en,"i’m basically over my bronchitis now but i had to go get a covid test just to be sure i’m good on that front,, it was my first time getting tested and let me tell you i did not enjoy that nasal swab one bit",False,,i'm basically over my bronchitis now but i had to go get a covid test just to be sure i'm good on that front it was my first time getting tested and let me tell you i did not enjoy that nasal swab one bit
1465928711497129988,2021-12-01 06:20:15+00:00,und,https://t.co/aFCF6MATk6,False,,
1465928710947844098,2021-12-01 06:20:14+00:00,es,"Negacionistas y antivacunas que no cesan en invadir las las Redes Sociales con vuestras creencias sin evidencia, no queremos que los  - anti vacunas - conspiranoicos tengáis los pulmones como personas que lo siguen pasando mal por este #SARSCoV2 https://t.co/NLgtGPIcoy https://t.co/fAJB2Iwvee",True,,negacionistas y antivacunas que no cesan en invadir las las redes sociales con vuestras creencias sin evidencia no queremos que los anti vacunas conspiranoicos tengais los pulmones como personas que lo siguen pasando mal por este
1465928703863672833,2021-12-01 06:20:13+00:00,de,"@dieLinke , was ist denn bei euch los? Ihr wollt eine Prämie für Pfleger die wieder zurück kommen? Das ist ja fast sinnvoll. Aber Vorsicht, schön das narrativ aufrechterhalten, nicht dass rauskommt, dass der Zustand der Krankenhäuser das Problem ist, nicht unbedingt covid.",False,,was ist denn bei euch los? ihr wollt eine pramie fur pfleger die wieder zuruck kommen? das ist ja fast sinnvoll aber vorsicht schon das narrativ aufrechterhalten nicht dass rauskommt dass der zustand der krankenhauser das problem ist nicht unbedingt covid
1465928703767379968,2021-12-01 06:20:13+00:00,en,Nigeria records two cases of Omicron COVID-19 variant – NCDC  https://t.co/eDtHX9249y,False,,nigeria records two cases of omicron covid 19 variant ncdc
1465928702215299073,2021-12-01 06:20:12+00:00,en,@Supermario289 @leftyvegan @PostBudClarity @ibecheefin @RealSteveCox What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,what happens if not only do all our vaccines get evaded by covid but covid gets millions of americans every week? then what will happen? what if it is super contagious with super high virulence? what would happen if a future covid variant causes mass suffering? then what?
1465928700927651840,2021-12-01 06:20:12+00:00,en,"As the country goes into festive season, govt says in order to reduce the risk of importing the new variant, in addition to strengthening Covid-19 surveillance and enforcement of protocols, ""vigilance of returning residents will be enhanced"" as well as at illegal entry points.",False,replied_to,as the country goes into festive season govt says in order to reduce the risk of importing the new variant in addition to strengthening covid 19 surveillance and enforcement of protocols vigilance of returning residents will be enhanced as well as at illegal entry points
1465928699040075779,2021-12-01 06:20:12+00:00,vi,"""Tặng ngay VIP vào tài khoản khi tham gia ngay hôm nay"" BINANCE Dễ dàng kiếm 300-500K mùa COVID với điện thoại thong minh - Hoa hồng lên đến 50% - Đăng ký theo LINK nhận VIP từ ADMIN: https://t.co/TvhXg2OFEu https://t.co/nap9oOywLQ",False,,tang ngay vip vao tai khoan khi tham gia ngay hom nay binance de dang kiem 300 500k mua covid voi dien thoai thong minh hoa hong len den 50% dang ky theo link nhan vip tu admin
1465928697538568194,2021-12-01 06:20:11+00:00,en,"Covid Omicron: two cases confirmed in Nigeria, NCDC implores Nigerians to adhere to preventive measures.
https://t.co/Fc1k9otteB Nigeria Nigerians Lagos",False,,covid omicron two cases confirmed in nigeria ncdc implores nigerians to adhere to preventive measures
1465928697530228737,2021-12-01 06:20:11+00:00,es,"Vacunación Covid para jóvenes de 15 a 17 años; fechas y sede en Zamora
https://t.co/S41iMmY0We vía @Informativo Zamora",False,,vacunacion covid para jovenes de 15 a 17 anos fechas y sede en zamora
1465928696267788289,2021-12-01 06:20:11+00:00,it,@stanzaselvaggia Mandalo in una scuola privata di quelle esclusive dove sicuramente saranno tutti vaccinati con 3 dosi. E tuo figlio sarà salvo dal Covid ma non purtroppo da una madre insensibile e vacua.,False,replied_to,mandalo in una scuola privata di quelle esclusive dove sicuramente saranno tutti vaccinati con 3 dosi e tuo figlio sara salvo dal covid ma non purtroppo da una madre insensibile e vacua
1465928696225681408,2021-12-01 06:20:11+00:00,en,"@SteveSchmidtSES @DrOz Straight shooter—-Covid mortality rate of 2-3 percent is okay by him. I guess 800,000 plus and climbing is something he can live with.",False,replied_to,straight shooter covid mortality rate of 2 3 percent is okay by him i guess 800 000 plus and climbing is something he can live with
1465928695667834890,2021-12-01 06:20:11+00:00,es,"El nuevo coronavirus (COVID-19) fue creado por Ajinomoto, empresa japonesa de alimentos y farmacéutica. Y luego se dispersó en China.
#FelizMiercoles https://t.co/qFaVKvGxRT",False,,el nuevo coronavirus (covid 19) fue creado por ajinomoto empresa japonesa de alimentos y farmaceutica y luego se disperso en china
1465928692157149192,2021-12-01 06:20:10+00:00,en,"@deespeak Hlo dia mam,gd morning mam,I m ur big fan mam,my name is saif,I m from rajasthan,my parents is died on COVID 19,I m alone in the world,I m not graduate so nobody can gave me job,I m not eat well everyday because I don't have any source of money,plz mam help me for money",False,,hlo dia mam gd morning mam i m ur big fan mam my name is saif i m from rajasthan my parents is died on covid 19 i m alone in the world i m not graduate so nobody can gave me job i m not eat well everyday because i don't have any source of money plz mam help me for money
1465928691901513734,2021-12-01 06:20:10+00:00,it,"Al n.1 c'era il #M5S che appena salito al governo nel 2018 introdusse i #vaccini obbligatori per la scuola.
Ed erano quelli normali, sicuri, poi ha appoggiato anche quelli a m-RNA e relative vessazioni per chi non collabora. Eleggeteli ancora.
https://t.co/HJb0bKbeK5",False,,al n 1 c'era il che appena salito al governo nel 2018 introdusse i obbligatori per la scuola ed erano quelli normali sicuri poi ha appoggiato anche quelli a m rna e relative vessazioni per chi non collabora eleggeteli ancora
1465928691855376386,2021-12-01 06:20:10+00:00,de,@sterni4ever @TraumaCenter4 @jobuartist Ich füge der Vollständigkeitshalber den Artikel vom PEI ein. Ich glaube darauf willst du hinaus https://t.co/yoeayF81zn,False,replied_to,ich fuge der vollstandigkeitshalber den artikel vom pei ein ich glaube darauf willst du hinaus
1465928691456921601,2021-12-01 06:20:10+00:00,en,"A lot of people stepped up to do the right thing with COVID, but a hell of a lot of others just don’t care about the loss of human life.

Now we’re stuck. Now it’s just a thing that will probably keep happening forever.

I’m fucking tired.",False,replied_to,a lot of people stepped up to do the right thing with covid but a hell of a lot of others just don't care about the loss of human life now we're stuck now it's just a thing that will probably keep happening forever i'm fucking tired
1465928690248949762,2021-12-01 06:20:10+00:00,en,"It’s awful to see that COVID seems to be going through the same motions that the US went through after Columbine.

It’s all people talked about for awhile, and a lot of folks wanted to help stop school shootings. Now it’s just accepted that mass shootings will keep happening.",False,,it's awful to see that covid seems to be going through the same motions that the us went through after columbine it's all people talked about for awhile and a lot of folks wanted to help stop school shootings now it's just accepted that mass shootings will keep happening
1465928690093592576,2021-12-01 06:20:10+00:00,en,#LeSnitch has covid 😢🙄 https://t.co/kxZmA5MmMi,False,quoted,has covid
1465928689686884353,2021-12-01 06:20:09+00:00,en,"I feel as if I'm living in a parallel reality: The morning news in South Africa is not talking about Covid; they're doing a big piece on World Aids Day. Way more panic in the UK than here. 

Covid cases in South Africa SOAR 92% https://t.co/WWqTYAFVdK via @MailOnline",False,,i feel as if i'm living in a parallel reality the morning news in south africa is not talking about covid they're doing a big piece on world aids day way more panic in the uk than here covid cases in south africa soar 92%
