possibly_sensitive,created_at,lang,tweet_id,text,type
False,2021-11-27 21:14:22+00:00,fr,1466153723701436428,"Le cas de Covid qui remontent à fond, et tu as Xbox qui te sort en un mois 1/2 dans le Game Pass : 
Forza Horizon 5
Halo Infinite
Final Fantasy XIII-2
Warhammer 40000: Battlesector
Stardew Valley
Ils nous mettent bien chez @XboxGamePassFR",
False,2021-11-27 21:14:22+00:00,en,1466153723500109837,@steeztalkscrap covid-19,replied_to
False,2021-11-27 21:14:22+00:00,en,1466153723458109440,@Masculineminds @LegendaryEnergy Dang.  I'm old and beat a bad case of Covid with that.  On a daily??  That'd be too much for this ol bird,replied_to
False,2021-11-27 21:14:22+00:00,en,1466153723357540372,@itsrosybgarcia Why can’t they call this COVID-21 and the variant SARS-COV-3?,replied_to
False,2021-11-27 21:14:21+00:00,fr,1466153722808000512,@FootPolak BO 2020 annulé (covid) vs BO 2021 confirmé (covid) = logique de @francefootball,replied_to
False,2021-11-27 21:14:21+00:00,en,1466153722623545352,Novavax's COVID vaccine nears the finish line - https://t.co/PFdfeXSJEl,
False,2021-11-27 21:14:21+00:00,de,1466153722468347906,"Bidens Kopfgeld auf Ihr Leben: Anreizzahlungen von Krankenhäusern für COVID-19

 https://t.co/lrgpsB7bsl",
False,2021-11-27 21:14:21+00:00,fi,1466153721646174211,"@kpwilkman @JamesPotkukelk8 Rokotteen jälkeen on pari viikkoa selvästi kohonnut sydänlihastuleksen riski. Epäilen, että ammattilaisurheilussa ei taukoa pidetä.

Toinen riski on sairastatettu (ehkä lievä, oireeton) covid.",replied_to
False,2021-11-27 21:14:21+00:00,en,1466153721553952773,@optionsmafia1 @trndtrader Yeah as a newbie I missed out on every covid play and lost money the entire rally until October 2021. Now I have my system and make money both ways. However I agree the news around the variants is tough to gage. I haven't been swinging anything because of it,replied_to
False,2021-11-27 21:14:21+00:00,en,1466153721436512260,"@SabinehazanMD @_earthling74 @thelmal80490925 @AviBittMD @btysonmd @richardursomd @PierreKory @PaulMarik Ivermectin saving lives as you claim seems a bit more important that looking at covid in poop.

That was published almost a year ago...

Did you ever send your data to AVI as you said you would?",replied_to
False,2021-11-27 21:14:21+00:00,en,1466153721285386240,@staceyabrams How about lose weight and show Georgians being morbidly obese is a big danger in general and especially with Covid!!!,replied_to
False,2021-11-27 21:14:21+00:00,en,1466153720870285322,@KingJames right why eveyrone getting injured and covid? adolf hitler may have a say in this 🤔,replied_to
False,2021-11-27 21:14:21+00:00,it,1466153720308248596,Sto pensando che a breve nei talk covid di Mediaset se la canteranno e se la suoneranno da soli garantito… un’altro autogol le persone non sono tutte stupide anche quelle vaccinate e togliere parola ai diversamente proni sarà un bellissimo AUTOGOL GRAZIE!!! https://t.co/Tn252HEHwn,quoted
False,2021-11-27 21:14:21+00:00,en,1466153720224174081,COVID vaccine and pregnancy (Share) https://t.co/Vdbj8Qydtm,quoted
False,2021-11-27 21:14:21+00:00,es,1466153720161386502,María Corina Machado también dio positivo para COVID-19: Esto fue lo que dijo  https://t.co/Anw1Ci7bZQ,
False,2021-11-27 21:14:20+00:00,zh,1466153718617763840,科學報告發現：COVID-19 病毒特別適合攻擊人體細胞。為病毒實驗室起源提供了依據，也說明病毒不是泄漏就是故意釋放。 https://t.co/nNjWmmoniR,
False,2021-11-27 21:14:20+00:00,de,1466153718437617674,"Denn anstatt 20s der 37s dafür zu nutzen, aufzuklären, wie das DCC (Digital Covid Certificate) funktioniert, verbreitet der Beitrag Falschinformationen zu einem Thema, das eh schon emotional hochgekocht ist. Das muss doch nicht sein.",replied_to
False,2021-11-27 21:14:20+00:00,el,1466153718198513672,"Τελευταία στατιστικά #COVID19 από τη Δημόσια Υγεία της Σκωτίας
#εμβόλιασμενοι 63,3% περιπτώσεις, 69,7% νοσηλεία 85,7% θάνατοι από Covid 
 #ανεμβόλιαστοι 36,7% περιπτώσεις,  30,3% νοσηλεία, 14,3% θάνατοι από Covid  https://t.co/Jn9ysYFsvm https://t.co/8NxlpXyemj",quoted
False,2021-11-27 21:14:20+00:00,en,1466153717325910018,Nevertheless I still feel bad for the fans there. But I guess it is what it is... And there won't be tournaments there due to covid anyways https://t.co/QWngt6THqJ,quoted
False,2021-11-27 21:14:20+00:00,en,1466153717246435329,Damn everyone injured or have Covid,
False,2021-11-27 21:14:20+00:00,es,1466153716462104586,"🇮🇹💉 El líder del movimiento antivacunas No-Vax en Italia contrae COVID-19 y desde el hospital pide ""seguir la ciencia"" y ha garantizado que se vacunará #COVID19 #Internacional 

https://t.co/CesA7WPYnA https://t.co/gMUpfN9NoT",
False,2021-11-27 21:14:20+00:00,en,1466153715988004866,COVID outbreaks are surging in schools. What can we do about it? https://t.co/SbpRekocYy,
False,2021-11-27 21:14:20+00:00,en,1466153715942010887,Covid is just another word for governments 🦠 https://t.co/DZqrIigJsx,
False,2021-11-27 21:14:20+00:00,en,1466153715795169282,@md_polly @1911Moose @TimeLordJeff @atrupar They also went into the white house with no masks as well after the garden party part. He was spewing covid everywhere. Which makes sense why he seemed to get so sick so quickly. He was already full of virus a week or more before they told us he was sick,replied_to
False,2021-11-27 21:14:20+00:00,en,1466153715769831425,"It's backwards
Reproductive laws/rights affect women and only women
COVID affects EVERYONE
EQUALITY, BABY
E-FUCKING-QUALITY https://t.co/3Oe5aRcKlA",quoted
False,2021-11-27 21:14:20+00:00,en,1466153714666938369,"@biekepurnelle Welcome in #Belgium 🇧🇪:
Silently praying your child does not get run over while #cycling to school is normal here…
Now praying even more because all intensive care units are full is way over the line
- especially if you work in a hospital
(- @biekepurnelle)
#Covid_19 
#ICU",replied_to
False,2021-11-27 21:14:19+00:00,es,1466153712150327299,"🔴Es esperable que haya gente vacunada que se contagie con el SARS-CoV-2 y lo pueda transmitir a otras personas, incluso si ellas también han sido inmunizadas.🔴

https://t.co/f3NaJxWaiG",
False,2021-11-27 21:14:19+00:00,en,1466153712016052224,"COVID protocol is not an excuse 
We’re still in a pandemic https://t.co/VXEIL7GQnL",quoted
False,2021-11-27 21:14:19+00:00,en,1466153711231717382,Children 5 and older now have a coronavirus vaccine. But many parents of younger kids are still anxiously waiting. https://t.co/jpDpVtMkjN,
False,2021-11-27 21:14:18+00:00,en,1466153708253761536,"Instead of getting angry at the unvaxxed, shouldn’t you fully vaxxed be more angry of a rushed, unproven serum that neither prevents infection nor transmission of ANY version of Covid (to date)? What did you allow them to put into you?
AND you have no legal recourse.",
False,2021-11-27 21:14:17+00:00,en,1466153705833705479,"Why can’t we have this in the UK 🇬🇧? France and Europe, as per usual, are always ahead. We always play catch up when it comes to global  #covid protection. https://t.co/NJzvQSEASB",
False,2021-11-27 21:14:17+00:00,it,1466153705259122693,Cmq il covid un danno L ha fatto. Non c è più un programma di attualità decente #zonabianca,
False,2021-11-27 21:14:17+00:00,es,1466153705061892103,"El fascismo es como la Peste o el Covid, un problema de salud y de progreso. https://t.co/JK1WyLD8at",quoted
False,2021-11-27 21:14:17+00:00,fr,1466153705020047372,@bibinhafc @GuillaumeRozier Même phrase des covidiots. Il suffit de reprendre l'étude d'il y a 1 mois qui disait qu'il y avait 9 fois plus d'hospi pour covid chez les non vaccinés mais en suivant les mêmes groupes il y avait au total 15 % d'hospi et de morts en plus chez les vaccinés toutes maladies(DREES),replied_to
False,2021-11-27 21:14:17+00:00,en,1466153704785076241,"@BeckyJayB @georgewinsloww @dream_tansy @Flantronic @StereotypGasman Yes I know people who have died with covid they all had comorbidities, at this time most of the people that I know have covid are jabbed and they have been very poorly.",replied_to
False,2021-11-27 21:14:17+00:00,en,1466153703879098370,"🇬🇧 Denise Welch bringing common sense about covid to day time TV via Loose Women.

SHARE this far and wide

1 https://t.co/YaWTVc7mZ2",
False,2021-11-27 21:14:17+00:00,es,1466153702688006150,"@marianagc Aunque te arda, la gasolina se ha mantenido, el dólar igual, y tu medio millón de muertes por covid solo están en tu mente, comorate tu vitacilina y untatela donde más te arda.",replied_to
False,2021-11-27 21:14:17+00:00,de,1466153702574731265,@AusSpanienniks1 @ProfRambazamba @Stahlzart @spdbt @OlafScholz Da liegt aber auch kein einziger mit covid 19 auf der Intensiv,replied_to
False,2021-11-27 21:14:16+00:00,pt,1466153701303803912,"O MPGO promoveu reunião para tratar da expansão dos casos de contaminação por Covid-19 em #Itapirapuã. O município, após ter zerado os casos, identificou 200 casos positivos nas duas últimas semanas. Saiba mais: https://t.co/p1KLDRqfv3 #MPGO #Goiás https://t.co/CioDFYAVJT",
False,2021-11-27 21:14:16+00:00,en,1466153700364279809,@KingJames Why? Because you believed that you can’t get COVID while you have a vax? Lol,replied_to
False,2021-11-27 21:14:16+00:00,en,1466153699730939904,"@RushhourP @amcelha3 @4Clearsky @6lennybravo @JohnDublin10 @Narvuntien @kjfphoto @BubbasRanch @Gordon_DHG @try2golf @TWTThisIsNow @jimdtweet @Kenneth72712993 @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @EricWil06256732 @wildweatherdan @robhon_ @ejwwest @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 Looks familiar…
😁",replied_to
False,2021-11-27 21:14:16+00:00,en,1466153699093495808,"The cherry on top is that I caught COVID there. Tested positive on a rapid, they sent me to an isolation room for 2 days till PCR results came back negative. Crazy thing is they falsified a negative PCR just so they don't cover the cost of keeping me in quarantine for 10 days.",replied_to
False,2021-11-27 21:14:16+00:00,en,1466153697898119169,"BUT . .Idiots want us to ""trust"" science with COVID! COVID FEELS NO PAIN!  Babies do! https://t.co/UOGsG5VX0e",quoted
False,2021-11-27 21:14:15+00:00,sv,1466153696509714435,"Tydligen har WHO hoppat över bokstaven pi i grekiska alfabetet och tagit nästa - omikron - när de döpte den nya covid-varianten, för att undvika pi i den kinesiska presidenten Xi Jinpings efternamn. 😅 https://t.co/igb17wXUK7",
False,2021-11-27 21:14:15+00:00,en,1466153695758983171,"@UsforThemUK @nadhimzahawi @BorisJohnson @sajidjavid @Conservatives My daughter is exempt and is pulled into the office every day to ask why she doesn't have a mask on
Today she was told that she should not use the corridors and go outside between classes and that she is over 16% more likely to catch covid without a mask inside
Email sent to them",replied_to
False,2021-11-27 21:14:15+00:00,en,1466153695666745345,@KingJames Injuries and COVID again 😓,replied_to
False,2021-11-27 21:14:15+00:00,en,1466153695373103117,"@JoJoWright @1027KIISFM To BTS : ""As an artist and also as a person, did you feel like you've changed in anyway after the lockdown and the whole Covid situation? """,replied_to
False,2021-11-27 21:14:15+00:00,en,1466153695343640579,"@OWolf2212 @KGWNews In a White House news briefing, Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, said the case was in an individual who traveled from South Africa on November 22 and tested positive for Covid-19 on November 29.",replied_to
False,2021-11-27 21:14:15+00:00,en,1466153694374756352,@GeoffyPJohnston I’m glad even when people survive this it isn’t always over once you have supposedly recovered. Long COVID is scary.,replied_to
False,2021-11-27 21:14:15+00:00,fr,1466153694198702081,@LLaparade @Krieger66362259 La partie consacrée au Covid laisse perplexe pourtant !,replied_to
False,2021-11-27 21:14:15+00:00,en,1466153694164971523,"@Big_Boss_Deku @OhNoSheTwitnt Yep I get it - I committed the cardinal sin of posting an absolute-laden comment. It was late &amp; I was tired. Just tired of the whole thing - Covid, people needlessly dying, and the division of people on here &amp; in general. No maliscious intent intended on my part, I’ll do better",replied_to
False,2021-11-27 21:14:15+00:00,en,1466153693556838407,"Everyone I have urgent news about the Omicron Variant.
This is NOT a mutation. This virus was originated on the planet Omicron Persei 8!

Emperor Lrrr actually mingled with a human wearing a Omicronian costume... It's the monkey and AIDS situation all over again.
#COVID
#Omicron",
False,2021-11-27 21:14:15+00:00,en,1466153693544280066,"@thatstarwarsgrl If this was animated, then for sure there'd be a lot more episodes since they's be less time consuming, most especially due to COVID",replied_to
False,2021-11-27 21:14:14+00:00,fr,1466153693447921669,"@pascallefevre17 @idrissaberkane Peut-être que c'est plus crédible pour vous
https://t.co/D63qoZspVz",replied_to
False,2021-11-27 21:14:14+00:00,pt,1466153693284347915,BH termina convocação de vacinação contra Covid por idade à espera dos atrasados https://t.co/F9MhfvcqUL https://t.co/OV3ahe92Jk,
False,2021-11-27 21:14:13+00:00,en,1466153689098428418,"@JordanWebber96 Does seem odd. We know myocarditis is a vaccine complication and suddenly we have players and fans dropping with cardiac issues. Trouble is the discussion is shut down immediately when the vax is questioned. If it is long covid symptoms, open the discussion, present the facts.",replied_to
False,2021-11-27 21:14:13+00:00,en,1466153687806533639,"Thailand recorded 4,886 Covid-19 cases and 43 deaths on Wednesday. #Thailand #Bangkok #Phuket #Samui #Pattaya #Ayutthaya #ChiangMai #covid19 #coronavirus #lockdown #vaccine #travel #tourism #delta #curfew #reopen #Omicron https://t.co/Pg7upImJ44",
False,2021-11-27 21:14:13+00:00,en,1466153687693377542,Yes it is … it’s a problem … why should we get vaxxed when you don’t care who comes across the border and over 20% have Covid https://t.co/lAhc5zCh9M,quoted
False,2021-11-27 21:14:13+00:00,en,1466153685520637956,@Independent If only there was something you could install inside that could kill Covid + display a certificate to say you’ve done that. Well Covid is airbourne - proven. #UV #UVGI #UpperroomUK #LEDUV lights kills all airborne viruses - proven! The gov needs to update its guidance/advice NOW!,replied_to
False,2021-11-27 21:14:12+00:00,en,1466153683645730819,@pitchco20 @GovKathyHochul Exactly! There will always be a new variant. Period. Early treatment is lifesaving. Monoclonal antibodies and MATH protocol has saved thousands from hospital and death. Do not let them give you remdesivir if you’re admitted. Use this outpatient protocol . https://t.co/97Cfb4dkYo,replied_to
False,2021-11-27 21:14:12+00:00,en,1466153682903445507,@RepBobGood If you cared about life you’d be seeking solutions to lessen gun deaths in the US. You’d encourage vaccines/masking to lessen the toll of covid. You’d oppose the death penalty. Etc. You are not pro-life. You want to control women and force your extreme views on others.,replied_to
False,2021-11-27 21:14:12+00:00,fr,1466153682450456598,"Lu sur Le Petit Corse : 
Covid-19 : Une moyenne de 190 cas positifs quotidiens en Corse
https://t.co/xdGZ1n0dD3",
False,2021-11-27 21:14:12+00:00,pt,1466153681661972482,"""É falso que mais atletas tiveram morte súbita devido à vacina da Covid-19, dizem médicos; Fifa não identificou alta""  https://t.co/dJPe7WeGMP",
False,2021-11-27 21:14:12+00:00,en,1466153681590571014,"@bowabla @RChurch44 @jmglobalaffairs @POTUS Actually - the price plummeted because at the same time COVID hit, Russia and the Saudis were playing games and decided to flood the market. However, being energy independent does make our prices lower and Biden reversed that. So yes - Rep/Dem can determine prices",replied_to
False,2021-11-27 21:14:12+00:00,en,1466153681166950410,@KingJames That Covid shit in la now,replied_to
False,2021-11-27 21:14:11+00:00,en,1466153680571355138,@Chicago1Ray Covid mid-term election edition...,replied_to
False,2021-11-27 21:14:11+00:00,en,1466153679745134599,@daniel_san_dojo @TerryCardwell @ReadMoreBible You got this! My whole household beat covid.,replied_to
False,2021-11-27 21:14:11+00:00,en,1466153679153676294,@Rmd1997Roisin I stopped listening to that sanctimonious prick long before COVID,replied_to
False,2021-11-27 21:14:11+00:00,en,1466153678520397832,Hotel occupancies touch highest level since covid outbreak https://t.co/pThAFcORu8,
False,2021-11-27 21:14:11+00:00,en,1466153677807362062,"@mrh2os @andrewbostom Covid is never going away, but...other than that, you are right on.",replied_to
False,2021-11-27 21:14:11+00:00,en,1466153677165576200,@KingJames Exactly we don’t get COVID in Akron !!! Somebody lying,replied_to
False,2021-11-27 21:14:11+00:00,en,1466153676846817296,@SayheyRaeRae @GeneralHospital @BfordAnderson @MauriceBenard Omg just stop you need to understand it is over SB won’t get vaxxed and Disney and ABC won’t reverse their decision.  SB is ruthless on how many people he infected with Covid just knock it off,replied_to
False,2021-11-27 21:14:10+00:00,fr,1466153675945123841,@rosenbusch_ Avez-vous écoutez ça ?! https://t.co/GlOscbZWjT,replied_to
False,2021-11-27 21:14:10+00:00,in,1466153675198324739,"@CNNIndonesia Ini membuktikan Fadel Muhammad bukanlah wakil rakyat.
Ketidakpeduliannya pada rakyat korban covid dan tak mau membayar utangnya sebagai preseden buruk.",replied_to
False,2021-11-27 21:14:10+00:00,ca,1466153674493857794,El covid només és pels pobres,
False,2021-11-27 21:14:10+00:00,en,1466153673998970882,"@MarshiesMom @louisjsenn @JamesMartinSJ Covid is the flu and the ""vaccines"" are bioweapons if you have not figured that our by now after the 2,3,4,5 shot you are a lost soul.🙏🙏",replied_to
False,2021-11-27 21:14:10+00:00,en,1466153673365458945,pretty sure the dude who just gave me my covid booster walked in off the street,
False,2021-11-27 21:14:09+00:00,pt,1466153670924554249,"🎞️ O filme será exibido GRATUITAMENTE na Arena Carioca Dicró (Rua Flora Lobo, 184, Penha).
Data: 4/12/2021
Horário: 14h
👉É necessário apresentar comprovante de vacinação contra a covid-19.",replied_to
False,2021-11-27 21:14:09+00:00,en,1466153670018584579,"@Natalie_Natal1e Ok, got it. For most mps, taking a sceptic position on anything covid is a vote loser. Some merit in thinking give a bit on masks so I can dig my heels in on passports or mandates. It all bs to us and giving ground completely misses the point imo but, politics.",replied_to
False,2021-11-27 21:14:09+00:00,en,1466153669997613058,This is “living with covid” for the vulnerable! When will this government take charge &amp; do the right thing! @SafeEdForAll_UK https://t.co/6v1jRFhhSL,quoted
False,2021-11-27 21:14:09+00:00,sl,1466153668777058308,@TVOdmevi @TaS4213 Brez smisla in groteskno je jamnarje bolnisnic da so prepolne covid bolnikom in da ni vec prostora potem ko ti isti niso in ne napravijo nicesar da bi covid zaoe,replied_to
False,2021-11-27 21:14:08+00:00,en,1466153668269391873,@k_eagar @anzpid @DrZoeHyde We’ve been living that for 2 years. In fact set a world record. Believe me- we’ve been vocal on  that. What I am referring to is accurate covid epidemiology &amp; this article does the opposite. It’s failed to describe the epidemiology of covid in children accurately as per @anzpid,replied_to
False,2021-11-27 21:14:08+00:00,it,1466153667783016450,@chiara_guzzetti @robersperanza Faccia un favore a se stessa e a suo figlio si legga i dati dell'ISS sulla letalità del covid per fasce di età e capirà che ha più probabilità di essere colpito da un fulmine che morire di covid. A fronte di un rischio covid nullo lo espone al pericolo miocardite e pericardite,replied_to
False,2021-11-27 21:14:08+00:00,en,1466153667510390788,"@PWDKris94 @LCFC Yes, because we have absolutely no evidence to say theses 2 incidents are vaccine related.  Plus not only are we more likely to have heart failure/blood clots from Covid itself, but we also can lessen the impact for others.",replied_to
False,2021-11-27 21:14:08+00:00,en,1466153665337733122,"@Carefree_Jam It's a fact the vaccine is causing deaths and illnesses 

Covid hasn't even been proven to be real",replied_to
False,2021-11-27 21:14:08+00:00,en,1466153664700157963,"@morley_colin @ollysmithtravel Safe for who Colin? The 740k missed appointments, millions on waiting lists, kids education decimated, 50k missed early cancer diagnoses. Covid fanatics literally killing the majority",replied_to
False,2021-11-27 21:14:08+00:00,en,1466153664335151104,"@LariGer @Shahin20634947 @BraTokolloZA_ @Sasa_nkala @wbgrant2 Severe hospitalisations with Covid are accompanied by vit D deficiency.  I know, it isn’t promoted in the news etc., unfortunately.",replied_to
False,2021-11-27 21:14:08+00:00,en,1466153664247173132,They are talking about this new Covid variant a lot more than the Maxwell trial hmmm 🤔,
False,2021-11-27 21:14:07+00:00,en,1466153663672504322,"@cnnbrk gilead science inc, in Denver co bought James Tubbs  the owner !TFUF "" the forgotten us foundation to infect with omicron strain covid 19 to then give their fda approved cure using Eia inc and eci pharma that sells  Blues here. On Star, low jack mass shootings cybernetic gloves?",replied_to
False,2021-11-27 21:14:07+00:00,en,1466153663534190602,There is a (not covid) and (not flu) illness going around in the house this week and today I have a fever 🤒 https://t.co/X4RzukM4dN,
False,2021-11-27 21:14:07+00:00,es,1466153662586236943,"@JRequena89 @Silvia_lm8 @mianrey Yo estuve la semana pasada allí y tan solo vi normalidad. La gente salía a la calle con mascarilla, eso sí,  el pasaporte Covid en bares y lugares donde se consuma comida o bebida,puestos navideños etc . Bruselas Gante y Brujas preciosas https://t.co/dwgHL6HtMP",replied_to
False,2021-11-27 21:14:07+00:00,it,1466153661374078979,Stiamo recuperando pure brahim che dopo il covid a fatto un pó fatica ♥️🖤 #GenoaMilan,
False,2021-11-27 21:14:07+00:00,nl,1466153661202112513,"@Insan3ity @renzelwd @mkeulemans @BorgerPieter Deze was hij ook even vergeten bij zijn CWZ plaatje.

https://t.co/evNgSsppOo",replied_to
False,2021-11-27 21:14:07+00:00,en,1466153659985629184,"🗓️ Had your 2nd COVID-19 vaccine dose 6 months ago? It’s time to boost your protection with a booster dose! 

🛡️ A booster dose will give you extra protection against getting seriously ill from COVID-19 and can reduce the potential of infected people spreading the virus to others https://t.co/bjXrJw4UUe",
False,2021-11-27 21:14:07+00:00,en,1466153659927040006,@KingJames Yeah...you can be vaccinated and still get COVID. Super fishy.,replied_to
False,2021-11-27 21:14:06+00:00,und,1466153657825697799,https://t.co/y6zaNVwyKN,
False,2021-11-27 21:14:06+00:00,und,1466153657435668480,https://t.co/1YIOBRnSbk,
False,2021-11-27 21:14:06+00:00,en,1466153657016229894,Another starter heads to the COVID-19/Reserve list.  https://t.co/huHKMQHnpj,
False,2021-11-27 21:14:06+00:00,en,1466153655804039173,"@shrimpzoo Shrimp for president 
Been following you from since the start of covid dude.
Keep safe.
Unsung hero.",replied_to
False,2021-11-27 21:14:05+00:00,in,1466153655313203201,"Hallo Kawan JM

Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimanapun dan kapanpun jangan lupa untuk 6M ya!

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/5PloURzWEH",
False,2021-11-27 21:14:05+00:00,es,1466153655204290566,"@EsKazen @roberto24051974 @PabloFuente Otra pregunta que me hago, si Pfizer ya sacó una pastilla que al tomarla dentro de los primeros 5 dias de salir positivo, baja la mortalidad un 89%, porque nadie habla de eso? Si el covid tiene una mortalidad del 3% sin vacuna, no seria suficiente tratarse con esa pastilla?",replied_to
False,2021-11-27 21:14:05+00:00,en,1466153653727858690,"@C05percent @Vixxylixxy @atouchofsense What part of “In the U.K. Covid has to be a cause of death on the death certificate” didn’t make sense to you?

Covid can cause a heart attack, see below… https://t.co/gLgh046eu1",replied_to
False,2021-11-27 21:14:05+00:00,en,1466153653601902595,"@DemDifference @WHCOS Wow, that happens when the D's shut down the country for politics.  Stop lying about 2020.  You can lie about all kinds of thing that ordinary people don't follow, but they followed COVID.",replied_to
False,2021-11-27 21:14:05+00:00,en,1466153653358759936,@KingJames Nigga don’t you have covid 💀💀,replied_to
False,2021-11-27 21:14:05+00:00,en,1466153652519936005,"BREAKING: Small businesses created 115k jobs in November and have now created 1.36 million jobs under @JoeBiden.

Previously, under the #TrumpTaxBreakForTheRich, small-business job growth slowed in 2018 and disappeared in 2019, even before COVID hit in 2020.

#DemocratsDeliver https://t.co/HGiG7ShtnY",quoted
False,2021-11-27 21:14:04+00:00,ca,1466153651488145419,"@javitoure102 Amb mi les tenen de ben magres. Meno vida de monjo, menjant de tot allò de natural i casolà i fent caminades de 10 quilòmetres cada dia si més no. Tot i haver passat la Covid, estic més bé que mai.",replied_to
False,2021-11-27 21:14:04+00:00,en,1466153651030958086,This diktat from Ursula VDL will have the Remainer/Rejoiner rump positively orgasming most of them are Covid cultists too! https://t.co/LybJR8rzZC,quoted
False,2021-11-27 21:14:04+00:00,en,1466153650909184007,"Me: i wish covid had never happened

Also me: Folklore and evermore wouldn't exist if covid didn't exist",
False,2021-11-27 21:14:04+00:00,en,1466153650452152331,".@MaddowBlog: The former president didn't just fail to deal responsibly with the national public health crisis, he also failed to deal responsibly with his own personal health crisis. https://t.co/yKk1x1jC6l",
