tweet_id,lang,possibly_sensitive,created_at,text,type
1465869549501239309,en,False,2021-12-01T02:25:09.000Z,"Not bad jugak gross Black Widow and Eternals. From the press, you would think they were flops or something but actually pretty successful. Atleast better than some of the overhyped movies towards the end of the list 🤭 https://t.co/oVpL2ZhcAR",quoted
1465869460695183361,en,False,2021-12-01T02:24:48.000Z,"@Tenacitystrong @ItssJusttRockyy I got mine from Black Widow training gear about 7 or 8 years ago. 
I work it in for every press movement and rows. It's great in the rack for inverted rows too with varying the grip width.",replied_to
1465869145061396482,en,False,2021-12-01T02:23:33.000Z,"@Fandango @kirkneverdied 1. No Time To Die
2. A Quiet Place Part II
3. Shang Chi
4. Eternals
5. Black Widow
6. Godzilla vs Kong
7. Venom: Let There Be Carnage",replied_to
1465869093081432067,en,False,2021-12-01T02:23:20.000Z,Creepy Black Widow Spider Web https://t.co/XIkgzcoprm #pottiteam https://t.co/yHhBjYOn6h,
1465868960843255817,en,False,2021-12-01T02:22:49.000Z,@niwakawaiii i dug up the ol razer black widow from the vault,replied_to
1465868867910123521,en,False,2021-12-01T02:22:27.000Z,Ppl putting black widow lines in the quotes... https://t.co/Ni21GY5jTe,quoted
1465868744140414976,en,False,2021-12-01T02:21:57.000Z,@lucaslu_ckli @PlayStation There are things they could have done better make the swinging feel less heavy same as the web shooters. In my opinion for what I’m about to say is Light attack combos feel like black widow and one heavy attack reminds of iron man’s when he upper cuts an enemy. Still a ight DLC,replied_to
1465868737454780419,en,False,2021-12-01T02:21:56.000Z,"@heyenikin So you're just like me, who collected Blu-ray's and suddenly switched to 4K at Black Widow. 😂🔥",replied_to
1465868165607526403,es,False,2021-12-01T02:19:39.000Z,De hecho sus estaba planeado que terminarán juntos pero con el cambio de director este quito a la futura pareja que ya rebajarían el trabajo de Black Widow a “la novia del capitán America” https://t.co/qqYBnw04jK,
1465868148754857986,en,False,2021-12-01T02:19:35.000Z,@DB44143189 @loverboymedia I also consider black widow talking about how her mutilated body makes her too self conscious to wear bikinis to be the pinnacle of sexual intimacy and chemistry. Glad to meet a fellow sexual sadist,replied_to
1465867682314702850,en,False,2021-12-01T02:17:44.000Z,"1 - Dune
2 - No Time To Die
3 - Kong vs Godzilla
4 - Shang Chi
5 - A Quiet Place II
6 - Eternals
7 - Black Widow
8 - Free Guy
9 - Jungle Cruise
10 - F9 https://t.co/qvijJSKPoF",quoted
1465867676417466382,en,False,2021-12-01T02:17:43.000Z,"@Fandango 1 - Dune
2 - No Time To Die
3 - Kong vs Godzilla
4 - Shang Chi
5 - A Quiet Place II
6 - Eternals
7 - Black Widow
8 - Free Guy
9 - Jungle Cruise
10 - F9",replied_to
1465867629713932288,en,False,2021-12-01T02:17:32.000Z,@EliecerVv Black widow y Shang chi definitivamente ♥,replied_to
1465867585334005760,en,False,2021-12-01T02:17:21.000Z,@Fandango Black Widow.,replied_to
1465867453662052352,en,False,2021-12-01T02:16:50.000Z,"@Fandango @kirkneverdied Ranking the 6 I've seen:
6. F9
5. Eternals
4. Godzilla Vs. Kong
3. Black Widow
2. Venom 2: Let There Be Carnage
1. Shang-Chi and the Legend of the 10 Rings",replied_to
1465867149914820614,en,False,2021-12-01T02:15:37.000Z,Kim really agreed to watch Black Widow with me 😧🤯🥵,
1465867059523248131,en,False,2021-12-01T02:15:16.000Z,"@KennyB2324 @DerenicByrd Infinity War is a good ass movie, it is really like 3 movies in one. 

Tony, Spidey, Strange, Hulk

Guardians and Thor

Vision, Wanda, Cap, Widow and Black Panther.",replied_to
1465866208645816320,en,False,2021-12-01T02:11:53.000Z,"@l2thhour Honey comb milliam, Thanos milliam, and @/btwscarlet black widow montage and @/zenoxfnt sonic montage are the most memorable to me",replied_to
1465865667211636737,en,False,2021-12-01T02:09:44.000Z,"I swear the Black Widow looks just like the girl who used to babysit me, but everybody says I'm crazy. I know she grew up in Russia and not Ohio but it's really eerie. https://t.co/rdPNkRCe1M",quoted
1465865545564110849,en,False,2021-12-01T02:09:15.000Z,Black widow. https://t.co/WXuo9XcCsQ,quoted
1465865540417769474,en,False,2021-12-01T02:09:13.000Z,"@_The_Red_Widow ""Wow it looks better on you than it did me...""

She says with a soft smile as she turns her head slightly and looks back at the redhead.

""And you're most welcome, thought it would be a bit more suitable than the ripped black dress and tights.""

She said with a soft smirk.",replied_to
1465865383747801091,en,False,2021-12-01T02:08:36.000Z,Also saving this planet of the apes black widow,replied_to
1465865082185953282,en,False,2021-12-01T02:07:24.000Z,"1. Dune
2. No Time To Die
3. Venom 2
4. A Quiet Place Part 2
5. F9
6. Godzilla Vs. Kong 
7. Black Widow
8. Eternals
9. Free Guy
10. Shang-Chi
11. Jungle Cruise https://t.co/47Ok1bLwgP",quoted
1465865047012298755,en,True,2021-12-01T02:07:16.000Z,Scarlett aka BLACK WIDOW https://t.co/XIArSg5d6j,
1465864979463159810,en,False,2021-12-01T02:07:00.000Z,"""Know your worth and stand up for yourself."" Scarlett Johansson speaks out at an @am_cinematheque event honoring her nearly two months after settling her lawsuit against Disney over her ""Black Widow"" pay. https://t.co/d76WV0aesM",
1465864898185945089,en,False,2021-12-01T02:06:40.000Z,I think that this could go either way Harley is unpredictable while black widow is probably more skilled but harley could pull out any weapon so who knows?? https://t.co/XwUfFhaBf0,quoted
1465864861196460036,pt,False,2021-12-01T02:06:32.000Z,@porraew Qualquer hora ela sobe na bancada cantando black widow,replied_to
1465864783337451523,tl,False,2021-12-01T02:06:13.000Z,Parang Hulk at black widow yung tandem ni Gilgamesh at Thena,
1465864449324199939,en,False,2021-12-01T02:04:53.000Z,"Finally watched Black Widow, pretty ehhhhhhhhhhhhh. Yelena was great though.",
1465863982296694788,en,False,2021-12-01T02:03:02.000Z,Black Widow and the Sisterly Bond Between Nat and Yelena https://t.co/c1EaUzzpB6,
1465863651168960512,ja,False,2021-12-01T02:01:43.000Z,@nehan_wacha んならばBlack widow,replied_to
1465863475121442820,en,False,2021-12-01T02:01:01.000Z,"yes. jujur, i like her death. pas gitu loh untuk menebus kesalahan dia. 

BUT HER MOVIEEEEE. black widow is supposed to be HER movie tapi rasanya it's not hers. i wish the movie could explore more about her rather than her family https://t.co/TnpMJZ2eso",quoted
1465863295638773772,en,False,2021-12-01T02:00:18.000Z,"We can all agreed that Black Widow got that sassy move from Trinity. Trinity is the real deal, the OG🙌🤧 https://t.co/KGbCDCFhrz",replied_to
1465863221781229571,en,True,2021-12-01T02:00:01.000Z,BLACK WIDOW SPIDERS !!! https://t.co/vvsEkMaaHX,
1465863211844993031,in,False,2021-12-01T01:59:58.000Z,"captain america, makkari, black widow, sangchi https://t.co/vPvGQceVwY",quoted
1465862793928708096,en,False,2021-12-01T01:58:19.000Z,"Widow's Dropfairae (Myoate), a violet and black climbing flower https://t.co/6alrn60zGi",
1465862480429731851,en,False,2021-12-01T01:57:04.000Z,Black Widow &amp; Triana Orpheus Love to Party Sexy https://t.co/5QHVatM3Xy,
1465862214477389826,en,False,2021-12-01T01:56:00.000Z,"⠀⠀⠀⠀ 
⠀⠀⠀⠀ bloody and battered knuckles ——   she’s been working with the punching bag today, strengthening her punches for the next avengers — or black widow — sized threat that may come her way. 
⠀⠀⠀⠀",
1465862058549911556,en,False,2021-12-01T01:55:23.000Z,"Dune
Shang-Chi
Godzilla vs Kong
Venom 2
No Time to Die
Free Guy
Jungle Cruise
Black Widow
Quiet Place 2
F9: Fast Saga

Eternals https://t.co/iJFqpHffBE",quoted
1465861579161878529,en,False,2021-12-01T01:53:29.000Z,@wesleysnipes Please share and help support black elderly sick woman. Who suffered and stroke and has dementia. https://t.co/bgXisQhjjR,
1465861291139076096,en,False,2021-12-01T01:52:20.000Z,"I'm gonna love you, until you hate me
And I'm gonna show you, what's really crazy
You should've known better, than to mess with me harder
I'm gonna love you, I'm gonna love you
Gonna love you, gonna love you
Like a black widow, baby

https://t.co/ykdG8vm9sS",
1465861273430732801,en,False,2021-12-01T01:52:16.000Z,"@TheAmitie What, no Black Widow?",replied_to
1465861064596283395,en,False,2021-12-01T01:51:26.000Z,@_BluRay__ Please share and support black sick elderly woman. https://t.co/bgXisQhjjR,
1465860623485517834,en,False,2021-12-01T01:49:41.000Z,"i think there’s a whole different cut of black widow with a different version of taskmaster 

i have no way of confirming this, it’s just a thought i have",
1465860561397338112,en,False,2021-12-01T01:49:26.000Z,sometimes I wonder if I will ever actually finish that black widow edit I started months ago…,
1465859388569174016,en,False,2021-12-01T01:44:47.000Z,"So glad and greatful for Cinema. 2021 movies my not be the best but boy they where interesting. Godzilla vs Kong, Spider-Man No Way Home, Black widow, f9, spiral, quiet place 2 and more. I’m not saying that they where good. But I love live. This is my last tweet until I see NWH. https://t.co/42NMp6KEh2",
1465859256570331145,en,False,2021-12-01T01:44:15.000Z,Black widow ✅😞💔,replied_to
1465858629664325632,th,False,2021-12-01T01:41:46.000Z,"The Wrap รายงานว่ายอดจองตั๋วล่วงหน้าของ Spider-man No Way Home ผ่านทาง Fandango เยอะที่สุดตั้งแต่ Avengers: Endgame และชนะสถิติช่วง post-pandemic ของ Black Widow ไปหลังจากเปิดขายได้แค่2ชั่วโมง

น่าจะเป็นหนึ่งในหนังได้รายได้เยอะที่สุดของปีนี้แน่นอน

https://t.co/CI7EHnHXjw? https://t.co/sdhfRHk4Da",
1465858157683609609,en,False,2021-12-01T01:39:53.000Z,just watched the bts for shang chi and now black widow!! this is gonna be so badass,
1465857381544476676,es,False,2021-12-01T01:36:48.000Z,MESTASDICIENDO que me aguanté más de 2 años de spoilers namás pa ver morir a la black widow y al sr stark 🥺💔 https://t.co/pSwjphfIaV,quoted
1465857076601704453,en,False,2021-12-01T01:35:36.000Z,@peachyash_ Okay but we know for a fact she'll be in it because of black widow credits scene,replied_to
1465856819876843531,en,False,2021-12-01T01:34:34.000Z,@emilysears Or you like a Black widow ninja spy assassin,replied_to
1465855714392481792,es,False,2021-12-01T01:30:11.000Z,"Marvel este año me ha dado cada un producto bueno (Shang-Chi - Loki) dos productos malos (Eternals, Wandavision, What if que ni la terminé y Black Widow) 

Ojalá reputen con #Hawkeye y #SpiderManNoWayHome, tengo muchas ganas de que me vuelva a conquistar el MCU.",
1465855654678122510,en,False,2021-12-01T01:29:57.000Z,Finally watched Black Widow. Nice to see @Marvel has expanded the “superhero landing” joke beyond Deadpool.,
1465855513611186179,en,False,2021-12-01T01:29:23.000Z,"Last week I finally got caught up on Marvel and watched:
-Black Widow (fantastic origin story)
-Shang Chi (easily in my MCU top 5)
-Eternals (different, but good!)
-Hawkeye (breath of fresh air so far)

All brilliant in their own ways. 

Truly cannot wait for Spider-Man.",
1465855390403284994,en,False,2021-12-01T01:28:54.000Z,"BLACK WIDOW 2020, ISSUE 4 https://t.co/v4swqp3jXQ",
1465854975876157451,en,False,2021-12-01T01:27:15.000Z,this is still true but when shit gets real at the dinner table scene in black widow it gets so good https://t.co/KmTfLnrGXn,quoted
1465854544580005888,en,False,2021-12-01T01:25:32.000Z,LOKI CALLS BLACK WIDOW A PUSSY,replied_to
1465854450514350089,ja,False,2021-12-01T01:25:09.000Z,おお…Black Widowが秒で見えた！！！もう脳ミソがその単語インプットしてら。 https://t.co/rmAcFuIuCm,quoted
1465854340401438726,en,False,2021-12-01T01:24:43.000Z,It's really quite a feat that they made a Black Widow movie I don't want to rewatch.,
1465854236240105473,pt,False,2021-12-01T01:24:18.000Z,a filha da milla jovovich em black widow foda demaissss igualzinha a mãe,
1465853175831748610,en,False,2021-12-01T01:20:06.000Z,@WaltzofSea We met when we watched Black Widow together. Do you still remember it? We even had another session.,replied_to
1465852638952574979,en,False,2021-12-01T01:17:58.000Z,@alexintexass It also teases yelena coming back in the Hawkeye series to try to kill him cause they tell her that he killed black widow,replied_to
1465852330130214914,pt,False,2021-12-01T01:16:44.000Z,Quem escreveu esse roteiro de Black Widow???? https://t.co/dFtvFShQSw,
1465852330042171403,en,False,2021-12-01T01:16:44.000Z,@alexintexass Lol basically shows black widow and her “sister” Yelena taking down the red room organization (which is where she was trained into being an assassin) to stop them from creating more assassins like them,replied_to
1465852284357812233,en,False,2021-12-01T01:16:33.000Z,"@historyofthemcu When he was reminiscing in Black Widow, I was *really* hoping we'd get a flashback where he was going toe to toe with Cap, even though the timelines don't match.",replied_to
1465852126459011073,en,False,2021-12-01T01:15:55.000Z,@TheSamWeezy_YT @DB12AND3FAN @CyberDalek17 @SSGPrinceVegeta I find it funny that mj looks like black widow in that third one.,replied_to
1465851294573334528,en,False,2021-12-01T01:12:37.000Z,"@MunstaMasta I wish we would've got more Ronin time with him man. Cause him slaughtering Yakuzas in his ronin fit would've been awesome. Just imagine an Origin movie like Black Widow

Hawkeye: Ronin 

Bruhhh. I got robbed yo https://t.co/0J1qAwYoFG",replied_to
1465851085554282501,en,False,2021-12-01T01:11:47.000Z,"@iPROTECT94 Harry Styles, Louis Tomlinson, Niall Horan, Dylan O'Brien, Tom Hiddleston.
Frutilla, limón, menta granizada, chocolate, vainilla.
Agua.........................................mmmm
Strawberry, banana, cherry, watermelon, kiwi.
Volver al futuro, karate kid, avengers, black widow... https://t.co/oS0YNBSHp4",replied_to
1465850901197848583,en,False,2021-12-01T01:11:03.000Z,@PlayAvengers All I want to know is how do I get Spider-Man's Black Widow Man outfit that thing is awesome but has no mention of how to get it,replied_to
1465850688869601282,es,False,2021-12-01T01:10:13.000Z,@BuhardiMarvel Black widow tenía un record?,replied_to
1465850153609355272,en,False,2021-12-01T01:08:05.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/qjQHfyxfqy via @variety",
1465849460731301893,en,False,2021-12-01T01:05:20.000Z,Black widow... me falta verla https://t.co/5JVFJrQ63a,quoted
1465849172448395269,pt,False,2021-12-01T01:04:11.000Z,"@itsjoaopedroFB @thiagoromariz @thiegonovais mas saiu no mesmo momento - 4 meses antes, e Black Widow recomeçou o marketing no mesmo tempo até com trailer novo",replied_to
1465849136792707085,en,False,2021-12-01T01:04:03.000Z,the nirvana “smells like teen spirit” cover in the beginning of black widow &gt;&gt;&gt;.,
1465848139974385666,en,False,2021-12-01T01:00:05.000Z,Black Widow (2021) Review - Much Better Than Expected #MovieReview #FilmTwitter #BlackWidow #Marvel #MCU #Disney+ https://t.co/qOffcaoMU2,
1465848106914885637,en,False,2021-12-01T00:59:57.000Z,@NewRockstars It's okay. I like the intro for Kate's character but they had the continuity error of the tower not being attacked. It's the same level of just being entertaining enough to keep watching to make sure to keep up what's going on with the MCU as Black Widow was. So I guess that fits,replied_to
1465847733282033668,en,False,2021-12-01T00:58:28.000Z,"The Spider meets The Black Widow. #Spiderman #SidermanNoWayHome

https://t.co/HtZ9BV1qqy https://t.co/txrCF1jR1s",
1465847362727952398,pt,False,2021-12-01T00:57:00.000Z,"@Brunin_eu black widow 🤝 berlim
filme solo depois de morrer que não vai gerar importância nenhuma na história principal",replied_to
1465846866130702338,en,False,2021-12-01T00:55:01.000Z,Does anybody know if I need to watch Black Widow to be caught up in the MCU? I’m just missing Black widow and eternals,
1465846002829737984,es,False,2021-12-01T00:51:35.000Z,"La gente: Spiderman.

Yo: sigo anclada en Black Widow.",
1465845989160402946,en,False,2021-12-01T00:51:32.000Z,"And because of the MCU, characters like Iron Man, Thor, Loki, Black Widow, Hawkeye, Falcon, Winter Soldier, Thanos, fuckin’ STAR-LORD, are quickly becoming more household names than The Flash, Green Lantern, Black Canary, Green Arrow, Martian Manhunter.",replied_to
1465845903470862348,en,False,2021-12-01T00:51:12.000Z,Bro traffic getting held up because Black widow and Captain America fighting this metal armed mf up the road 🤦🏾‍♂️😒 https://t.co/wOhvtma46Q,quoted
1465845864790855681,en,False,2021-12-01T00:51:02.000Z,"there's no one better to have on your side in a world of gods and super soldiers and a hulk, if you will. i can't wait to see where black widow goes next and what she has coming up for herself. she's the best. love you, scarlett johansson.",
1465845657755918338,en,False,2021-12-01T00:50:13.000Z,"I genuinely miss cosplaying for movies, and if I do go see FFH in theaters I will do a Black Widow one, but that's a big if",
1465844604893372427,en,False,2021-12-01T00:46:02.000Z,"If you haven't bought the game yet and you want a game that you can play as Spider-Man, Ms Marvel, Black Widow and Captain America, get MUA3",replied_to
1465844403784855556,en,False,2021-12-01T00:45:14.000Z,"Only 4 other programmes made by a streaming service cracked the top 100 most watched programmes on British television sets in October
They were Black Widow on @disneyplus along with You, the Guilty and Maid on @netflix
Not a single programme from @amazon @PrimeVideo made the list",replied_to
1465844378530942978,en,False,2021-12-01T00:45:08.000Z,"@NotAlexSheppard Is that a chicken head hooker, or a crackhead hooker? Or even one of those senior citizen black widow kinda hookers?",replied_to
1465844031129198592,en,False,2021-12-01T00:43:45.000Z,@DB44143189 @loverboymedia And then you post the black widow gif. L,replied_to
1465843852036747269,en,False,2021-12-01T00:43:03.000Z,"@BookstoreThor My favorite was Godzilla vs Kong. Dune was a close second for me. Just saw Shang-Chi and Black Widow a few days ago, and they were mediocre at best. Other than Free Guy I have no desire to see anything on this list. Maybe Jungle Cruise if bored or NTTD when it comes out.",replied_to
1465843673766187012,en,False,2021-12-01T00:42:20.000Z,I fell asleep during Black Widow…twice,
1465843311671971840,en,False,2021-12-01T00:40:54.000Z,"Iron Man - The Rock 
Cpt America - John Cena 
Thor - Roman Reigns 
Spiderman - Ricochet 
Hulk- Brock Lesner 
Black Widow - Charlotte 
Hawkeye - Seth Rollins 
Nick Fury - Malcolm Velli
Wanda - Becky Lynch https://t.co/vpYikd1HnM",quoted
1465843261386416128,es,False,2021-12-01T00:40:42.000Z,"@Kurotoshiroo Cuándo salió Stampede valía 9€ 
Cuándo vi Black Widow 9.90 y Eternals 10€30 ha subido 1€ en 20 días 💀 https://t.co/TxfZWBOZVj",replied_to
1465842174918987776,en,False,2021-12-01T00:36:23.000Z,"BLACK WIDOW 2014, ISSUE TWO https://t.co/k1ZzRcfzQw",
1465841904113831942,en,False,2021-12-01T00:35:18.000Z,Will be watching black widow again hehe,
1465840981266165763,es,False,2021-12-01T00:31:38.000Z,"@gilmoreswft la única que vi fue black widow y también porque fueron todos mis amigos, después de eso NADA",replied_to
1465840889448697856,en,False,2021-12-01T00:31:16.000Z,If Kate saw Black Widow instead of Clint: Mom I need two guns,
1465840646082736132,en,False,2021-12-01T00:30:18.000Z,Was Black Widow a good movie or am I just in love with Florence Pugh?,
1465840628638654465,en,False,2021-12-01T00:30:14.000Z,"People are REALLY excited to see Spider-Man: No Way Home! The film sold the most day-one tickets since Avengers: Endgame, surpassing the likes of Black Widow and The Rise of Skywalker. https://t.co/iIQdN5cSAt https://t.co/EV7KpeNl1a",
1465840204028071940,en,False,2021-12-01T00:28:33.000Z,"BLACK WIDOW 2020, ISSUE 11 https://t.co/m784DG82I2",
1465840086914932736,en,False,2021-12-01T00:28:05.000Z,"@blurayangel Marvel: Black Widow
DC: Wonder Woman",replied_to
1465839743770546180,en,False,2021-12-01T00:26:43.000Z,The opening credits of Black Widow is a perfect example of why you must oppose communist regimes at all costs. The state does not come before the individual and their own families.,
1465839681644417035,en,False,2021-12-01T00:26:28.000Z,"@Fandango I haven't watched F9, A quiet place part 2, no time to die, dune, or Godzilla vs Kong but here is my list for the rest,
 6. Jungle Cruise
5. Eternals
4. Black Widow
3. Free Guy
2. Venom: Let There Be Carnage
1. Shang-Chi

That will change on December 16th 🕷🕸",replied_to
1465838673505787914,en,False,2021-12-01T00:22:28.000Z,@kcw24 Good!  They are a LOT of fun.  Be sure to try the new Atari Recharged games- like Centipede and Black Widow.,replied_to
1465838637845729281,en,False,2021-12-01T00:22:19.000Z,@JpK0332 Good!  They are a LOT of fun.  Be sure to try the new Atari Recharged games- like Centipede and Black Widow.,replied_to
1465838339265896453,en,False,2021-12-01T00:21:08.000Z,I know action movie car chases are unbelievable in general but the fact these cars took on basically no damage has me like 🤨 at least in black widow that car was basically falling apart by the end of the chase,replied_to
1465838134139236355,en,False,2021-12-01T00:20:19.000Z,@anchorsawaysam Once Black Widow get a new motor at 100k I want a race because you got dumb muthafukas too 😂 https://t.co/UCYFnvYlKK,replied_to
1465838036793577479,en,False,2021-12-01T00:19:56.000Z,i know some ppl didn’t like taskmaster in black widow but the character was scored really well,
1465838025057964043,en,False,2021-12-01T00:19:53.000Z,"I LOVE BLACK WIDOW! (Marvels Avengers Game) (Pt. 7) #PS4share #youtube #gaming #blackwidow #theavengers #positvity 
https://t.co/FuIyU1jea1",
1465838017227153411,en,False,2021-12-01T00:19:51.000Z,@LadyHammer0509 Good!  They are a LOT of fun.  Be sure to try the new Atari Recharged games- like Centipede and Black Widow.,replied_to
1465837850537054211,en,False,2021-12-01T00:19:12.000Z,@erodasgard Me I watched black widow just for it in case yelena appears,replied_to
1465837396210159616,en,False,2021-12-01T00:17:23.000Z,"@dermott_ferry @Rendy_Jones Black Widow &amp; Halloween were fine. Ghostbusters wasn’t good, by far from the worst. Venom 2, Monster Hunter, Malignant &amp; Thunder Force were particularly terrible.",replied_to
1465836774085779459,en,False,2021-12-01T00:14:55.000Z,I just remembered that Black Widow had a cover of Smells Like Teen Spirt over its opening credits https://t.co/JgrfUwsF8z,
1465836044725669888,en,False,2021-12-01T00:12:01.000Z,"@blxzingend //Lucina, Black Widow and, if I had to say, Tifa Lockhart",replied_to
1465835669515812866,en,False,2021-12-01T00:10:32.000Z,@PlayAvengers I have a question it says complete a villain sector with black widow and ms marvel yet the only villain sector forces you to use both Hawkeyes so I’m literally soft locked from continuing the Spider-Man dlc can’t y’all go 5 minutes without disappointing your players,replied_to
1465835520043409412,en,False,2021-12-01T00:09:56.000Z,"Even the movies are not that good anymore (except for Shang-Chi and Black Widow). I guess the MCU era truly is reaching up to it's end. I said this once and i'll say it again , it's not just about what type of characters you include , it's pretty much about the plot.#TheEndOfMCU https://t.co/XeH9AO22uN",quoted
1465835045164224513,en,False,2021-12-01T00:08:03.000Z,There's a Little Black Widow Easter Egg in the Teaser Trailer for Marvel's What If...? https://t.co/g51fOCkB1U,
1465835033520971785,en,False,2021-12-01T00:08:00.000Z,this version of “smells like teen spirit” goes CRAZY hard  https://t.co/eY7tgUmKfB,
