possibly_sensitive,tweet_id,lang,created_at,text,type,clean_tweet
False,1466143705753083912,en,2021-11-23 20:34:33+00:00,@covid_parent @jeannetix_ @nicole_in_AB The first case of Covid has been identified in the Afterlife. Proactive German euthanasia clinics are doing their part and demanding customers to be fully vaccinated as it is a requirement to travel safely.,replied_to,"['travel', 'parent', 'case', 'afterlife', 'covid', 'fully', 'identified', 'proactive', 'vaccinated', 'part', 'requirement', 'first', 'customer', 'ab', 'demanding', 'safely', 'euthanasia', 'clinic', 'german']"
False,1466143704310333444,en,2021-11-23 20:34:33+00:00,"WASHINGTON (AP) — A person in California who had been vaccinated against COVID becomes the first in the U.S. to have an identified case of the Omicron variant, the White House announced Wednesday.

People still let Fauci speak in front of a camera.

https://t.co/5JTQlAqp02",,"['washington', 'wednesday', 'person', 'variant', 'case', 'announced', 'becomes', 'covid', 'camera', 'front', 'let', '(', 'white', 'identified', 'vaccinated', 'people', 'first', ')', 'house', 'still', 'speak', 'fauci', 'california', 'ap', 'omicron']"
False,1466143704268214272,en,2021-11-23 20:34:33+00:00,Ffs just got the covid pass and it’s got an expiry date 😖 so I really have to start WOFing myself out now huh,,"['wofing', 'pas', 'date', 'covid', 'huh', 'start', 'really', 'got', 'ffs', 'expiry']"
False,1466143703383298050,en,2021-11-23 20:34:33+00:00,"No politician wants to be holding the ball when covid breaches their walls, which it will. They will do anything to delay this. The fewer cases the province/state/country has had, the more pronounced this effect is. https://t.co/qyANtvlX1y",quoted,"['case', 'wall', 'ball', 'anything', 'covid', 'delay', 'fewer', 'province/state/country', 'pronounced', 'politician', 'breach', 'effect', 'holding', 'want']"
False,1466143703244754947,en,2021-11-23 20:34:33+00:00,@realTuckFrumper Of course he did. Biden with covid. https://t.co/OL5LjNLtMg,replied_to,"['covid', 'course', 'biden']"
False,1466143703030976516,en,2021-11-23 20:34:33+00:00,"@rinireg @atrupar But it also plays into those who try to say that a ""light"" case is not a big deal. Long-haul COVID might not begin with the ICU but its ends are very much a big deal for many people. I don't think Fauci can ever dismiss a disease as acceptable.He won't accept the flu, no?",replied_to,"['begin', 'flu', 'case', 'end', 'covid', 'accept', 'dismiss', 'big', 'light', 'deal', 'haul', 'long', 'people', 'no', 'also', 'many', 'acceptable', '?', 'think', 'icu', 'try', 'disease', 'play', 'fauci', 'ever', 'might', 'say', 'much']"
False,1466143702330400770,en,2021-11-23 20:34:32+00:00,"अच्छे चिन्ह !
#FastestGrowingEconomy
India's GDP grew at 8.4% in Jul-Sep quarter, making India the fastest growing economy. Consistent reforms to address core issues and bold decision-making during the Covid-19 pandemic have paid off.
via NaMo App",,"['consistent', 'decision', 'paid', 'cinh', '19', 'grew', '%', 'app', '4', 'jul', 'covid', 'bold', 'acche', 'india', 'making', 'fastest', 'pandemic', 'address', 'quarter', 'growing', ""'s"", 'sep', 'gdp', '!', '8', 'issue', 'namo', 'core', 'economy', 'via', 'reform']"
False,1466143701974011907,en,2021-11-23 20:34:32+00:00,"Trump tested positive for COVID-19 before the first debate with Biden, then lied about it https://t.co/2TBtrRUyja",,"['biden', '19', 'trump', 'covid', 'first', 'positive', 'debate', 'lied', 'tested']"
False,1466143700761853952,es,2021-11-23 20:34:32+00:00,"⚖️ Mañana, nuestra querida generación @derechouchile (plenamente vacunada y con todas las medidas sanitarias) celebrará la vida… Volveremos a abrazarnos! ✨El COVID no ha vencido nuestras ganas de cultivar la amistad y el compañerismo iniciados en las salas y patio de Pío Nono💙 https://t.co/EasniXucrj",,"['salas', 'vacunada', 'nuestra', 'generacion', 'el', 'querida', 'pio', 'medidas', 'vencido', 'la', 'covid', 'abrazarnos', '(', 'celebrara', 'volveremos', 'nuestras', 'nono', 'toda', 'companerismo', 'con', 'cultivar', 'amistad', 'la', 'ha', 'patio', 'plenamente', ')', 'de', '!', 'manana', 'iniciados', 'ganas', 'en', 'sanitarias', 'vida']"
False,1466143700610859017,es,2021-11-23 20:34:32+00:00,¿Cómo conocer si tuve COVID-19 sin saberlo?  https://t.co/JtqIJI1Cp4,,"['conocer', '19', 'como', 'covid', 'saberlo', 'sin', '?', 'tuve', 'si']"
False,1466143699650367488,en,2021-11-23 20:34:32+00:00,"Foo Fighters announce Gopher stadium show, then abruptly pull it over COVID policies https://t.co/OQHgTZ297T",,"['pull', 'stadium', 'show', 'covid', 'policy', 'announce', 'foo', 'abruptly', 'fighter', 'gopher']"
False,1466143699600093187,de,2021-11-23 20:34:32+00:00,"@masho04476171 Diese Chips gibt es in Schweden schon seit Jahren, nichts neues in Verbindung mit Covid.
So... was soll das? Kann doch jeder selber entscheiden ob er solche einen scheiss chip nimmt oder nicht. Ich find es kacke!",replied_to,"['ob', 'schweden', 'soll', 'nicht', 'einen', 'er', 'kann', 'solche', 'scheiss', 'covid', 'verbindung', 'chip', 'da', 'diese', 'nichts', 'schon', 'mit', 'chip', 'entscheiden', 'jeder', 'doch', 'gibt', 'jahren', 'kacke', 'selber', '?', 'neues', 'ich', 'nimmt', 'seit', '!', 'find', 'oder', 'e']"
False,1466143699428159491,en,2021-11-23 20:34:32+00:00,"@TomBrow26774183 @TomOHanlon17 @rtenews Not once have l called my fellow Irish citizens weak. I do my best to encourage people to think critically, openly question government covid mitigation policies I aim to unite people against the current injustices ongoing in Ireland You should not have mocked people this morning",replied_to,"['l', 'government', 'called', 'unite', 'encourage', 'ireland', 'covid', 'mocked', 'ongoing', 'critically', 'aim', 'people', 'openly', 'morning', 'policy', 'irish', 'think', 'question', 'citizen', 'current', 'weak', 'injustice', 'best', 'mitigation', 'fellow']"
False,1466143698194944001,es,2021-11-23 20:34:31+00:00,"Incluso algunos llegan a sugerir que el “karma” te puede visitar, o básicamente te desean que te mueras de COVID 🙁 Hay una parte de la sociedad enferma de autoritarismo https://t.co/vxilV2Sxdt",,"['karma', 'el', 'una', 'desean', 'autoritarismo', 'sociedad', 'sugerir', 'hay', 'covid', 'te', 'algunos', 'llegan', 'visitar', 'la', 'puede', 'de', 'mueras', 'enferma', 'que', 'basicamente', 'parte', 'incluso']"
False,1466143697536524291,es,2021-11-23 20:34:31+00:00,"🔴 ÚLTIMA HORA | Argelia vuelve a elevar sus exigencias a los viajeros ante el aumento de contagios por Covid.

https://t.co/lxYSwzLURd https://t.co/lk0ouE3Y3X",,"['aumento', 'de', 'argelia', 'por', 'los', '|', 'vuelve', 'ultima', 'hora', 'elevar', 'contagios', 'el', 'covid', 'ante', 'exigencias', 'sus', 'viajeros']"
False,1466143697154756628,en,2021-11-23 20:34:31+00:00,"@AyeZeeCasino So sorry you’re having to deal with this. You’re such a genuine guy and we’re all wishing you the best. But don’t let all this stop you from leaving Malta if that’s what you want to do.
Good luck Zee and fingers crossed it’s not covid.",replied_to,"['zee', 'sorry', 'genuine', 'good', 'malta', 'wishing', 'covid', 'want', 'best', 'let', 'leaving', 'finger', 'crossed', 'guy', 'luck', 'stop', 'deal']"
False,1466143696706064386,en,2021-11-23 20:34:31+00:00,Some NYC private schools now mandating COVID vaccines for students #englishheadline #NYC #private #schools #mandating #COVID #vaccines #students https://t.co/48diZnbTod,,"['mandating', 'student', 'nyc', 'vaccine', 'covid', 'private', 'school']"
False,1466143695644803076,und,2021-11-23 20:34:31+00:00,https://t.co/pBFyIt3lXX,,[]
False,1466143694868791296,en,2021-11-23 20:34:31+00:00,people who think the covid vaccine will modify their genetic make-up should welcome the opportunity,,"['modify', 'welcome', 'people', 'covid', 'opportunity', 'make', 'vaccine', 'genetic', 'think']"
False,1466143694428553217,de,2021-11-23 20:34:31+00:00,"@das_Virus_ Ohne Mensch gibt es weder KS noch IF. Weder Freiheit ohne Sicherheit noch Sicherheit ohne Freiheit sind erstrebenswert - es gilt immer noch ""Die Freiheit des Einzelnen wird nur beschränkt durch die Freiheit der Anderen"". Wer das lebt, kann auch COVID und Klima bewältigen.",replied_to,"['ohne', 'die', 'durch', 'de', 'gilt', 'kann', 'beschrankt', 'mensch', 'covid', 'bewaltigen', 'virus', 'lebt', 'und', 'da', 'der', 'einzelnen', 'immer', 'gibt', 'k', 'sicherheit', 'wer', 'freiheit', 'anderen', 'noch', 'erstrebenswert', 'nur', 'klima', 'auch', 'sind', 'wird', 'e', 'weder']"
False,1466143693975420929,und,2021-11-23 20:34:30+00:00,https://t.co/kgKeGMfAUy,,[]
False,1466143693900075013,pt,2021-11-23 20:34:30+00:00,"@caiamessina @lavieri Caiã aquela médica sanitarista que fez parte de uma comissão de combate da Covid,  que deu depoimento na CPI da Covid, nasceu aqui em Adamantina, SP. O advogado que acompanhou ela, e seu pai, em 80 qdo o Flamerda tinha um bom time, ele era médico aqui na cidade... continua",replied_to,"['fez', 'na', 'depoimento', 'era', 'cpi', 'pai', 'aqui', 'comissao', 'uma', 'flamerda', 'ele', 'covid', 'adamantina', 'nasceu', 'e', '80', 'qdo', 'seu', 'deu', 'sanitarista', 'time', 'combate', 'continuum', 'tinha', 'acompanhou', 'um', 'advogado', 'ela', 'medica', 'cidade', 'medico', 'de', 'caia', 'aquela', 'bom', 'que', 'da', 'parte', 'sp']"
False,1466143693765627904,und,2021-11-23 20:34:30+00:00,https://t.co/sHwS7NFZSb,,[]
False,1466143693694509058,es,2021-11-23 20:34:30+00:00,Vigilará Salud arribo de vuelos internacionales para detectar variante Covid https://t.co/j2lGkmAAmk https://t.co/9arhLOhgcD,,"['de', 'variante', 'para', 'salud', 'covid', 'detectar', 'vigilara', 'arribo', 'vuelos', 'internacionales']"
False,1466143693065396229,en,2021-11-23 20:34:30+00:00,and with covid it’s even worse,replied_to,"['even', 'covid', 'worse']"
False,1466143692964642819,tr,2021-11-23 20:34:30+00:00,"@drfahrettinkoca 600 öğrenci,40 öğretmen,3 idareci,3 hizmetli,1 memur aynı okulun içinde günde 8 saat duruyor.Covid geçirmeyen öğretmen kalmadı.Covid olanlarin karantina süreleri hem ek derslerinden hem de maaşlarından kesildi.Onlar hak etmiyor mu sizce? Bir de onu söyleseniz!",replied_to,"['duruyor', 'kesildi', 'olanlarin', 'onu', 'hizmetli', 'hem', 'ogrenci', 'okulun', '600', 'derslerinden', 'etmiyor', 'memur', 'covid', '3', '1', 'gunde', 'maaslarindan', 'sizce', 'idareci', 'ayni', '40', 'hak', 'soyleseniz', 'kalmadi', 'icinde', 'ek', 'mu', '?', 'karantina', 'de', 'saat', '!', '8', 'onlar', 'gecirmeyen', 'ogretmen', 'sureleri', 'bir']"
False,1466143692406804483,es,2021-11-23 20:34:30+00:00,"#Mundo El líder del movimiento antivacunas contra la COVID-19 en Italia, Lorenzo Damiano, contrajo la enfermedad e ingresado en un hospital, se arrepintió de no vacunarse y  pidió a la población ""seguir la ciencia"", que ""cura y salva"", informó la agencia de noticias Adnkronos. https://t.co/5flZr373EJ",,"['adnkronos', '19', 'se', 'el', 'noticias', 'hospital', 'antivacunas', 'covid', 'italia', 'salva', 'e', 'agencia', 'lider', 'seguir', 'informo', 'poblacion', 'ingresado', 'pidio', 'vacunarse', 'lorenzo', 'contrajo', 'un', 'cura', 'ciencia', 'contra', 'la', 'damiano', 'de', 'enfermedad', 'en', 'arrepintio', 'movimiento', 'que', 'del']"
False,1466143692138455044,pt,2021-11-23 20:34:30+00:00,@ProfetaBenfica @ze_migueI Não percebi então porque é que disseste que o Benfica teve que ir à jogo com 27 jogadores com covid. Ou vocês também jogam com o massagista e com o roupeiro?,replied_to,"['nao', 'benfica', '27', 'tambem', 'percebi', 'covid', 'e', 'com', 'porque', 'vox', 'entao', 'ir', 'jogam', 'roupeiro', 'teve', 'jogadores', 'massagista', '?', 'jogo', 'miguei', 'que', 'ou', 'disseste']"
False,1466143692062924809,en,2021-11-23 20:34:30+00:00,"@Vitali17 Ok but things are getting shut down because of concern over hospitals being flooded correct? Also, it’s 9:1 admitted to hospitals with covid that are unvaccinated compared to vaccinated…",replied_to,"['ok', 'vaccinated', 'concern', 'shut', 'getting', 'thing', 'flooded', 'covid', '1', 'compared', 'unvaccinated', 'also', 'hospital', 'admitted', 'correct', '?', '9']"
False,1466143691806892036,und,2021-11-23 20:34:30+00:00,https://t.co/5VpezmToW0,,[]
False,1466143691228299266,en,2021-11-23 20:34:30+00:00,"Disappointing trend today.
The Parkview girls basketball team had its games this week canceled.
The Drury wrestling match with C of O canceled.
Both because of positive Covid-19 tests within their programs.",,"['19', 'canceled', 'within', 'team', 'trend', 'covid', 'positive', 'match', 'drury', 'c', 'basketball', 'program', 'wrestling', 'test', 'game', 'today', 'girl', 'disappointing', 'parkview', 'week']"
False,1466143690523660288,es,2021-11-23 20:34:30+00:00,Síntomas de COVID por ómicron y delta: así puedes distinguirlos https://t.co/llTEh9QckV,,"['de', 'sintomas', 'por', 'delta', 'asi', 'covid', 'distinguirlos', 'omicron', 'puedes']"
False,1466143688908673024,en,2021-11-23 20:34:29+00:00,Leading Cardiologist Says Researchers Are Refusing to Publish Supporting Study Results That Show #COVID19  Vaccine's Link To Massive Increase In Heart Attacks https://t.co/eyF0wyY37M via @gatewaypundit #Omicron #VaccineMandate,,"['leading', 'link', 'increase', 'supporting', 'researcher', 'show', 'attack', 'heart', 'study', 'cardiologist', 'massive', 'publish', 'vaccine', 'refusing', ""'s"", 'say', 'result']"
False,1466143688338333696,en,2021-11-23 20:34:29+00:00,"@QuakobJinn the VAST majority of people I know who elected not to take the vaccine had already had COVID. This was THE driving factor for almost everyone I know in this boat. And when you view NI like I do, I would hope you could see why mandates w/o NI factored in lit such a fire in us.",replied_to,"['hope', 'view', 'everyone', 'ni', 'would', 'mandate', 'w/o', 'covid', 'factor', 'could', 'vast', 'see', 'boat', 'lit', 'people', 'fire', 'majority', 'almost', 'u', 'already', 'know', 'factored', 'take', 'elected', 'vaccine', 'driving', 'like']"
False,1466143687721713665,en,2021-11-23 20:34:29+00:00,"@Nerdy_Addict I just can’t…have been dealing with Covid since March 13,2020 working in one of the hardest hit hospitals in Arizona. It’s never let up and I cannot deal with amount of death I’ve seen. When will it end?",replied_to,"['hospital', 'end', 'addict', 'never', 'dealing', 'amount', 'covid', 'not', 'one', 'let', 'working', 'can', 'deal', 'hardest', '?', 'hit', 'since', 'I', 'seen', '13', '2020', 'death', 'arizona', 'march']"
False,1466143687700848647,en,2021-11-23 20:34:29+00:00,@AndrewLawton @TrueNorthCentre So you even have a problem with this? You’re all for what is usually an older person catching a more serious case of covid and dying?,replied_to,"['even', 'case', 'catching', 'usually', 'covid', 'older', '?', 'person', 'this', 'dying', 'problem', 'serious']"
False,1466143685930848256,nl,2021-11-23 20:34:29+00:00,@Guldensnedes @fuckroeper Diegene die mijn tegen mijn wil in met dat covid mRNA injecteert is dood.,replied_to,"['tegen', 'covid', 'met', 'wil', 'mijn', 'mrna', 'die', 'diegene', 'dat', 'dood', 'injecteert']"
False,1466143685762969600,en,2021-11-23 20:34:28+00:00,"The $USD overtook the $GBP as a global standard post WWII (1950s) 🔫backed by USA acquisition of global gold ⚱️!

Can the $BTC overtake the $USD as global standard post COVID, backed by the people 👨‍❤️‍👨 ? #Crypto https://t.co/m4IrPxe16i",quoted,"['global', 'acquisition', 'usd', '$', 'backed', 'covid', '(', 'overtake', 'usa', 'people', 'post', '1950s', '?', ')', 'btc', '!', 'standard', 'gbp', 'wwii', 'overtook', 'gold']"
False,1466143684987011073,en,2021-11-23 20:34:28+00:00,"@SharylAttkisson Lies!!!! On the view they cut off Jedediah Bila for saying, ""vaccinated people can still get and spread covid."" So obvious Lebron and this person weren't fully vaccinated.  The view is always right, right?",replied_to,"['spread', 'view', 'right', 'person', 'covid', 'fully', 'always', 'vaccinated', 'lebron', 'people', '?', '!', 'jedediah', 'still', 'cut', 'bila', 'get', 'lie', 'saying', 'obvious']"
False,1466143684970356754,en,2021-11-23 20:34:28+00:00,"@MikeBloomberg commits $750 million to charter schools, and along the way, takes a swing at a prominent teachers' union official.

https://t.co/Uh40q80xDg https://t.co/q6yK9hMekb",,"['750', 'take', 'prominent', '$', ""'"", 'teacher', 'million', 'along', 'charter', 'official', 'commits', 'school', 'way', 'union', 'swing']"
False,1466143684106375174,en,2021-11-23 20:34:28+00:00,"Dying COVID-19 Patient Recovers After Court Orders Hospital to Administer Ivermectin

https://t.co/mtUOmhjr5w",,"['hospital', 'administer', 'court', '19', 'covid', 'recovers', 'ivermectin', 'patient', 'order', 'dying']"
False,1466143683653234693,en,2021-11-23 20:34:28+00:00,"@MarketRebels Vaccinations stop covid?!? So, a mild cold in the winter?",replied_to,"['!', 'winter', 'covid', 'vaccination', '?', 'mild', 'cold', 'stop']"
False,1466143683456036864,en,2021-11-23 20:34:28+00:00,"TMZ: LeBron James took three COVID tests Tuesday, two of which came back positive for COVID-19",,"['tmz', 'lebron', 'james', 'tuesday', '19', 'covid', 'came', 'positive', 'took', 'test', 'three', 'back', 'two']"
False,1466143683447701504,en,2021-11-23 20:34:28+00:00,"Broadcaster and vaccine opponent Marcus Lamb dies after contracting Covid | Wed, Dec 01
Christian broadcaster Marcus Lamb died at age 64 after contracting Covid-19 weeks earlier. Lamb was a vocal opponent of the Covid vaccines.NBCNEWS",,"['christian', 'lamb', '19', 'wed', 'dy', '01', 'died', 'vocal', 'vaccine', 'covid', 'earlier', 'broadcaster', 'opponent', 'week', '|', '64', 'dec', 'nbcnews', 'marcus', 'vaccine', 'age', 'contracting']"
False,1466143682667630602,en,2021-11-23 20:34:28+00:00,"@BadVaccineTakes That cannot be the best backronym for COVID. Did she put like 5 minutes into this?

Tony Lorax fell off, unfortunately",replied_to,"['unfortunately', 'covid', 'put', 'minute', 'best', 'not', '?', 'lorax', 'fell', 'like', '5', 'can', 'this', 'tony', 'backronym']"
False,1466143681577201666,el,2021-11-23 20:34:27+00:00,"#100ευρω #μητσοτακης #εμβολισμενοι Εδώ παρουσιάζονται οι νοσηλείες Covid 19 σε απλές κλίνες Covid, σε μονάδες Μ.Ε.Θ. Covid καθώς και οι θάνατοι ανά ημέρα για όλα τα νοσοκομεία της Κρήτης https://t.co/eNtd4XOolI",,"['edo', 'thanatoi', 'parousiazontai', '19', 'kline', 'se', 'kai', 'oi', 'gia', 'nosokomeia', 'noseleies', 'ana', 'covid', 'e', 'aples', 'ola', 'monad', 'kathos', 'ta', 'th', 'emera', 'kretes', 'te']"
False,1466143680977420292,fr,2021-11-23 20:34:27+00:00,#Covid #Vaccins #EffetsSecondaires #BigPharma #ConflitsDInteret en une image. https://t.co/enwc2Ng6gL,,"['une', 'en', 'image']"
False,1466143680167919619,en,2021-11-23 20:34:27+00:00,@mike3803mike @Mister_Miah @bluestein @ajc Shelves were just as bare in 2020. If fact probably more bare. When people became sick supply was exhausted and never built back up. Just prior to Covid we were placed into an unnecessary trade war with China. You believe what you want. But please look at basic supply costs,replied_to,"['prior', 'sick', 'fact', 'built', 'exhausted', 'basic', 'never', 'cost', 'covid', 'miah', 'want', 'became', 'look', 'war', 'believe', 'probably', 'people', 'supply', 'back', 'unnecessary', 'bare', 'shelf', 'placed', '2020', 'trade', 'please', 'china']"
False,1466143679614234636,en,2021-11-23 20:34:27+00:00,"Covid_19 is like fire, no one likes playing with fire,

Fire is trouble, no one likes playing with Trouble. 

Get Vaccinated!",,"['!', 'vaccinated', '19', 'like', 'covid', 'fire', 'one', 'like', 'get', 'trouble', 'playing']"
False,1466143679387734023,en,2021-11-23 20:34:27+00:00,@CinnamonRecluse Well ... today I tested positive for Covid so I can't go to school for now ..,replied_to,"['covid', 'go', 'today', 'not', 'positive', 'school', 'well', 'can', 'tested']"
False,1466143678808813571,en,2021-11-23 20:34:27+00:00,"@DrJenGunter Force them to get the COVID-19 vaccine. They’re “pro-life”? Prove it. Save someone else’s life by getting the vaccine, you selfish nob.",replied_to,"['someone', 'pro', 'save', 'nob', '19', 'selfish', 'covid', 'getting', '?', 'vaccine', 'else', ""'s"", 'get', 'life', 'prove', 'force']"
False,1466143676141240326,en,2021-11-23 20:34:26+00:00,A well-known British cardiologist and public health advocate sounded the alarm bells over the COVID-19 vaccine mandates the other day on a British news https://t.co/0qknIA3pUY,,"['british', '19', 'covid', 'health', 'cardiologist', 'mandate', 'sounded', 'alarm', 'vaccine', 'news', 'well', 'bell', 'day', 'advocate', 'public', 'known']"
False,1466143675927478285,en,2021-11-23 20:34:26+00:00,"Do we not have right to try any longer?

Illinois family credits Ivermectin with saving life of father hospitalized with COVID-19 https://t.co/g5Eqcl37eZ",,"['try', '19', 'right', 'covid', 'ivermectin', 'saving', 'longer', 'father', 'credit', 'illinois', 'hospitalized', '?', 'life', 'family']"
False,1466143675566759941,en,2021-11-23 20:34:26+00:00,"COVID-19 mask mandates in Wisconsin and elsewhere spark 'my body, my choice' #GOPpocrisy https://t.co/bzKsPuBdFJ",,"['mask', '19', ""'"", 'covid', 'mandate', 'wisconsin', 'elsewhere', 'body', ""'my"", 'choice', 'spark']"
False,1466143675096969225,ca,2021-11-23 20:34:26+00:00,"Avui ja m'han fet la conya de si tinc covid, sols tinc un costipat prou important mi hente no vos preocupeu",,"['hente', 'ja', 'vos', 'mi', 'tinc', 'covid', ""m'han"", 'fet', 'si', 'costipat', 'un', 'la', 'conya', 'prou', 'de', 'preocupeu', 'avui', 'sol', 'important']"
False,1466143673700261897,es,2021-11-23 20:34:26+00:00,"🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎!✍️🇻🇪
 Te recordamos que el síndrome respiratorio agudo es causado por la Covid-19, debemos usar con mucha frecuencia el tapaboca.
😷 https://t.co/apFndWACTP",,"['19', 'el', 'usar', 'covid', 'te', 'debemos', 'ES', 'con', 'respiratorio', 'la', 'frecuencia', '!', 'por', 'CONTIGO', 'tapaboca', 'mucha', 'recordamos', 'que', 'agudo', 'causado', 'e', 'sindrome']"
False,1466143673645613064,en,2021-11-23 20:34:26+00:00,@NBCNews How many had underlying conditions that was made worse by COVID so we just say COVID to scare all the snowflakes?,replied_to,"['covid', 'condition', 'scare', 'snowflake', '?', 'made', 'underlying', 'many', 'worse', 'say']"
False,1466143673427574788,en,2021-11-23 20:34:26+00:00,"Rand Paul sends official criminal referral on Anthony Fauci to DOJ https://t.co/LIaB02lTdt 

JAIL FAUCI=LIED TO CONGRESS &amp; MUST BE INVESTIGATED OF COLLUSION WITH WUHAN LAB OF THE ""GAIN OF FUNCTION""=TRANSMITTANCE TO HUMANS &amp; CRIMES AGAINST HUMANITY=DEATHS &amp; INJURIES OF COVID.",,"['anthony', 'fauci=lied', 'function=transmittance', 'humanity=deaths', 'jail', 'injury', 'rand', 'gain', 'covid', 'lab', 'paul', 'human', 'sends', 'crime', 'must', 'investigated', 'official', 'doj', 'wuhan', '&', 'referral', 'congress', 'criminal', 'amp', 'fauci', 'collusion']"
False,1466143673364717635,en,2021-11-23 20:34:26+00:00,Not me playing a dangerous game 🥴 I came to get covid test and on E 🤣🤣Why would I not get gas first Yall pray for me 🤣🤣🤣,,"['test', 'gas', 'covid', 'would', 'pray', 'came', 'first', 'game', 'e', 'get', 'dangerous', 'playing']"
False,1466143672131624960,fr,2021-11-23 20:34:25+00:00,@Co_Co_Tweet @proflibre2 @_bibi_a @cafepedagogique Pas de laïcité. Pas de Covid.,replied_to,"['de', 'co', 'bibi', 'covid', '@', 'tweet', 'pa', 'laicite']"
False,1466143670927826948,en,2021-11-23 20:34:25+00:00,WAYNE ROOT: How I Beat Covid in 48 Hours with Ivermectin - Just Like Joe Rogan and NFL Quarterback Aaron Rodgers https://t.co/q3ZJz95VMv via @gatewaypundit,,"['wayne', 'rogan', 'joe', 'root', 'hour', 'rodgers', '48', 'covid', 'quarterback', 'ivermectin', 'aaron', 'nfl', 'like', 'beat']"
False,1466143670051160064,en,2021-11-23 20:34:25+00:00,COVID IS EASILY TREATED AT HOME WITH CORRECT MEDICATIONS EARLY ON ! ONE CAN EASILY HEAL IN WEEK. https://t.co/sD6rcKgU8A,,"['!', 'early', 'home', 'medication', 'easily', 'covid', 'one', 'correct', 'treated', 'heal', 'week']"
False,1466143669866668036,en,2021-11-23 20:34:25+00:00,"I just really enjoy Flesh and Blood. I want to see it grow. I'm a big fan of anything that makes the new player experience better. These early sets going OOP right when things are taking off feels like the opposite of that. COVID made these ""early years"" of the game weird.",replied_to,"['better', 'new', 'experience', 'early', 'weird', 'anything', 'right', 'year', 'game', 'blood', 'really', 'feel', 'covid', 'want', 'made', 'big', 'see', 'oop', 'taking', 'going', 'grow', 'player', 'opposite', 'fan', 'set', 'flesh', 'I', 'thing', 'make', 'like', 'enjoy']"
