possibly_sensitive,created_at,lang,text,tweet_id,type,clean_tweet
False,2021-11-27T17:42:37.000Z,en,@hktmtsmr LMAO okay but confession cuz i haven’t watched gotg cuz i don’t like st*rlord but now i gotta 😂😂😂 i feel like hokutans would like the political side of the mcu like black widow/falcon/winter soldier type shit,1.46465E+18,replied_to,"['shit', 'like', 'side', 'rlord', 'soldier', 'lmao', 'feel', 'would', 'black', 'okay', 'confession', 'political', 'st', 'gotg', 'type', 'widow/falcon/winter', 'hokutans', 'cuz', 'mcu', 'watched', '*', 'got']"
False,2021-11-27T17:41:06.000Z,en,"@Quint1978 @Doubledown1138 Believe it or not, Black Widow is worse.",1.46465E+18,replied_to,"['believe', 'widow', 'black', 'worse']"
False,2021-11-27T17:41:00.000Z,en,"BLACK WIDOW 2004, ISSUE ONE https://t.co/k4LxThGjdZ",1.46465E+18,,"['issue', 'widow', 'one', 'black', '2004']"
False,2021-11-27T17:40:34.000Z,en,song of the month is black widow baby by iggy,1.46465E+18,,"['black', 'widow', 'song', 'iggy', 'month', 'baby']"
False,2021-11-27T17:37:17.000Z,en,"Yes, I am watching Black Widow the second day in a row. Yes, I do have about 40 hours of tv I plan to watch at some point. https://t.co/h01bgvMZil",1.46465E+18,,"['row', 'watch', 'day', '40', 'point', 'tv', 'second', 'hour', 'widow', 'yes', 'plan', 'watching', 'black']"
False,2021-11-27T17:36:02.000Z,en,Black Widow was a huge disappointment https://t.co/II3t3jPIiu,1.46465E+18,quoted,"['disappointment', 'huge', 'widow', 'black']"
False,2021-11-27T17:35:59.000Z,pt,"Naquela cena do clint indo no banheiro, na privada devia estar escrito ""should've been hawkeye, not black widow"" https://t.co/zeSrh02cYs",1.46465E+18,,"['clint', 'banheiro', 'indo', 'escrito', 'devia', 'hawkeye', 'widow', 'naquela', 'privada', 'cena', 'na', 'black', 'estar']"
False,2021-11-27T17:35:11.000Z,en,"Just to show that theridiid spiders like this desert black widow have no problem hunting and preying on animals larger than themselves.
https://t.co/HW6FCndAPl",1.46465E+18,quoted,"['like', 'show', 'problem', 'larger', 'animal', 'preying', 'desert', 'spider', 'widow', 'theridiid', 'black', 'hunting']"
False,2021-11-27T17:33:38.000Z,en,@PeterPaulMary__ @augusttracy00 @therealsupes cough cough *black widow* cough cough,1.46465E+18,replied_to,"['*', 'cough', 'widow', 'black']"
False,2021-11-27T17:33:26.000Z,en,First black widow fiting&lt;33 https://t.co/lWeBqDAaPr,1.46465E+18,,"['33', '&', 'first', 'lt', 'widow', 'fiting', 'black']"
False,2021-11-27T17:32:58.000Z,en,"#Hawkeye spoilers
-
-
-
-
-
wait if people don’t know that clint was ronin then how does valentina have a photo of him unmasked in the ronin costume at the end of black widow ??",1.46465E+18,,"['people', 'clint', 'unmasked', 'valentina', 'spoiler', 'costume', '?', 'ronin', 'know', 'photo', 'end', 'widow', 'wait', 'black']"
False,2021-11-27T17:32:47.000Z,es,"@starspider45 @AgentedeMarvel_ Ya se lo que son........
Pero los assambled no salen cuando la película ya esta en disney +? Creo recordar que en black widow y shang chi fue así. Tampoco lo recuerdo bien",1.46465E+18,replied_to,"['se', 'pelicula', 'shang', 'la', 'salen', 'widow', 'chi', 'black', '+', 'en', 'recordar', 'bien', 'son', 'ya', 'tampoco', 'que', 'creo', 'recuerdo', '?', 'esta', 'fue', 'lo', 'disney', 'asi', 'cuando', 'pero', 'los', 'assambled']"
False,2021-11-27T17:32:36.000Z,en,"BLACK WIDOW 1999, ISSUE 2 https://t.co/8nbq17H272",1.46465E+18,,"['1999', 'issue', '2', 'widow', 'black']"
False,2021-11-27T17:31:37.000Z,en,"@widxwsc Infinity war, catws, black widow y civil war",1.46465E+18,replied_to,"['catws', 'war', 'infinity', 'widow', 'civil', 'black']"
False,2021-11-27T17:31:27.000Z,en,"Black Friday sale is helping THE WIDOW’S SON climb back up in the rankings. 

https://t.co/a92P9QJUmE https://t.co/0Sdrf6NoUv",1.46465E+18,,"['son', 'friday', 'ranking', 'back', 'helping', ""'s"", 'climb', 'widow', 'sale', 'black']"
False,2021-11-27T17:30:26.000Z,en,"kate bishop hawkeye marvel mcu clint barton natasha romanoff black widow bw yelena florence pugh edit edits fancam hailee steinfield edge of seventeen dickinson young avengers spider-man nwh disney + plus #nwh #Hawkeye  #KateBishop  #mcu #hawkeyeseries 
https://t.co/0jvdO82A9w",1.46465E+18,,"['florence', 'bishop', 'avenger', 'widow', 'marvel', 'edit', 'spider', 'hailee', 'black', 'young', '+', 'yelena', 'pugh', 'plus', 'clint', 'bw', 'barton', 'edge', 'nwh', 'hawkeye', 'man', 'edits', 'fancam', 'steinfield', 'natasha', 'disney', 'romanoff', 'mcu', 'dickinson', 'kate', 'seventeen']"
False,2021-11-27T17:30:22.000Z,en,I grabbed the artificial Christmas tree from the shed and set it up outdoors before carrying it inside. 4 steps in and I see a huge black widow chilling mere inches from my hand. Best believe I chucked that tree across the yard. You'd think I'm the next (insert baseball player).,1.46465E+18,,"['step', 'yard', 'carrying', 'chucked', 'insert', 'widow', 'I', 'grabbed', ')', 'would', 'baseball', 'artificial', 'black', 'mere', '(', 'inside', 'tree', 'chilling', 'best', 'huge', 'think', 'player', 'hand', 'outdoors', '4', 'across', 'christmas', 'set', 'inch', 'believe', 'next', 'see']"
False,2021-11-27T17:30:21.000Z,en,"Black Widow is epic! Taken me 3 days to watch it (I have 3 children and a non-marvel-fan husband!) but it is sooo good! 
#Marvel #phase4",1.46465E+18,,"['watch', 'epic', 'day', 'fan', '!', 'non', 'husband', 'good', 'i', 'child', '(', 'taken', 'widow', 'marvel', ')', '3', 'sooo', 'black']"
False,2021-11-27T17:29:58.000Z,en,"I caught this in Shang-Chi and thought she looked familiar. I wished they had focused on the core widows more (named characters, featured on poster). It would have added to the story more. I hope there is more Shang-Chi. It was a fun movie movie.

https://t.co/8csJtgJX0P",1.46465E+18,,"['story', 'featured', 'shang', 'wished', ')', 'chi', 'would', 'hope', 'widow', '(', 'focused', 'familiar', 'movie', 'core', 'added', 'caught', 'looked', 'fun', 'named', 'thought', 'character', 'poster']"
False,2021-11-27T17:29:57.000Z,en,"Best Fight 

- Wanda vs. Agatha Harkness

- Black Widow vs. Taskmaster

- Shang.Chi vs. Wenwu

- The Eternals vs. Ikaris

Vote: https://t.co/eLNdrCQZ62 https://t.co/PqFSPwLjK7",1.46465E+18,,"['eternals', 'ikaris', 'shang', 'v', 'vote', 'agatha', 'wanda', 'taskmaster', 'best', 'fight', 'widow', 'harkness', 'chi', 'wenwu', 'black']"
False,2021-11-27T17:28:44.000Z,en,Black widow had one of the worst character deaths of the series https://t.co/nekVqhx7E8,1.46465E+18,quoted,"['series', 'worst', 'death', 'widow', 'character', 'one', 'black']"
False,2021-11-27T17:28:40.000Z,en,The villain to Black Widow was Harvey Weinstein?!?!,1.46465E+18,,"['!', '?', 'villain', 'widow', 'harvey', 'weinstein', 'black']"
False,2021-11-27T17:27:33.000Z,it,"@downeyjessevan sono con te,quando uscì black widow erano solo bestemmie e rimandare,alla fine ce l’ho fatta quindi PUOI FARCELA ANCHE TU FORZA",1.46465E+18,replied_to,"['tu', 'fine', 'sono', 'widow', 'e', 'forza', 'fatta', 'black', 'solo', 'quando', 'erano', 'usci', 'farcela', 'puoi', 'alla', ""l'ho"", 'quindi', 'bestemmie', 'rimandare', 'con', 'anche', 'te', 'ce']"
False,2021-11-27T17:25:38.000Z,en,"@PriceTheCreator Facts.....

Although I think we can all agree on Black Widow being the MCU Spider Man 3",1.46465E+18,replied_to,"['although', 'mcu', 'man', 'think', 'widow', '3', 'fact', 'spider', 'black', 'agree']"
False,2021-11-27T17:25:08.000Z,en,Got my graded Black Widow comics today. Damn they look good,1.46465E+18,,"['today', 'comic', 'good', 'damn', 'widow', 'graded', 'look', 'got', 'black']"
False,2021-11-27T17:22:01.000Z,es,"Joder, la única mujer de la película que tuvo protagonismo es Black Widow y se murió",1.46465E+18,replied_to,"['se', 'pelicula', 'e', 'joder', 'de', 'mujer', 'tuvo', 'protagonismo', 'la', 'murio', 'widow', 'unica', 'que', 'black']"
False,2021-11-27T17:19:38.000Z,es,"DUNA con US$ 366 mill. 💰 esta a punto de sacar a BLACK WIDOW ⚔ del 9o lugar de las mas taquilleras del 2021 🔥 Retrocedamos a 1984, la 1a version de DUNA 🚀 solo recaudo US$ 30 mill. [desastre 👀].
DUNA (2021) ya esta disponible en HBO MAX 💜
#MancandyAtTheMovies 🤴🎥 https://t.co/cn5Gx1e09y",1.46465E+18,,"['de', 'retrocedamos', 'la', 'ma', '366', 'taquilleras', 'widow', '2021', ')', '[', 'sacar', '30', 'black', 'punto', 'en', 'solo', '(', 'ya', 'u', '1984', ']', 'la', 'duna', 'max', '$', '9o', 'lugar', 'desastre', 'recaudo', 'mill', 'esta', 'con', '1a', 'del', 'hbo', 'version', 'disponible']"
False,2021-11-27T17:19:33.000Z,en,@2_louisinoslo_8 I HAVE A LOT SO LIKE I LOVE BLACK PANTHER AND THOR RAGNAROK AND SHANG-CHI AND BLACK WIDOW COZ LOML AND BOTH ANT MAN COZ I LOVE SCOOT AND IDK NDSMDKZ,1.46465E+18,replied_to,"['scoot', 'like', 'shang', 'louisinoslo', 'widow', 'chi', 'ant', 'black', 'idk', 'loml', 'ndsmdkz', 'ragnarok', 'thor', 'love', 'man', 'panther', '8', 'coz', 'lot']"
False,2021-11-27T17:19:00.000Z,en,@spiderail black widow,1.46464E+18,replied_to,"['widow', 'black']"
False,2021-11-27T17:17:15.000Z,en,@spiderail Black widow,1.46464E+18,replied_to,"['widow', 'black']"
False,2021-11-27T17:17:06.000Z,en,"@TearsofSarah The young boy was the Black Widow not the woman, I thought that was obvious.",1.46464E+18,replied_to,"['young', 'thought', 'boy', 'woman', 'obvious', 'widow', 'black']"
False,2021-11-27T17:15:33.000Z,en,https://t.co/Ym4dNMehbM Widow&amp;avatar=6 https://t.co/BibknFWJkG,1.46464E+18,,[]
False,2021-11-27T17:15:04.000Z,en,"I'm not the biggest fan of the Thor movies. Especially Ragnarok. I love Thor but not his movies.
Also I really liked Black Widow https://t.co/TdY9D0ksJL",1.46464E+18,quoted,"['fan', 'thor', 'love', 'also', 'liked', 'especially', 'widow', 'movie', 'I', 'ragnarok', 'biggest', 'black', 'really']"
False,2021-11-27T17:15:03.000Z,en,@MaFt @kidscomicsmore Scratch that. She was The Black Widow.,1.46464E+18,replied_to,"['widow', 'scratch', 'black']"
False,2021-11-27T17:14:24.000Z,en,"@hilaryhahntwt HUHUH I feel like I need to tell you and the world that MCU feels different compared to the previous phase??? I do enjoy the series, and Black Widow, and everything— I really do! But, Tony and Nat's death... Capt's did get old...

I feel like something huge was taken from me???",1.46464E+18,replied_to,"['like', 'previous', 'compared', 'tell', 'widow', 'feel', 'death', 'black', 'phase', 'something', 'series', 'need', 'taken', ""'s"", 'different', 'tony', 'world', 'old', 'really', '!', 'nat', '?', 'everything', 'feel', 'get', 'huge', 'enjoy', 'capt', 'me', 'do', 'mcu', 'huhuh']"
False,2021-11-27T17:13:35.000Z,en,@BingeWatchThis_ Nah it’s all about women now.. trying to make up for only having wanda and black widow years ago.,1.46464E+18,replied_to,"['nah', 'make', 'ago', 'woman', 'wanda', 'trying', 'year', 'widow', 'black']"
False,2021-11-27T17:13:14.000Z,en,"@sweetxlou37 okay I've been thinking. I definitely fell in love with captain America and the winter soldier, black Widow (obviously lol), Thor Ragnarok!! and even though I could cry all movie long, endgame hahahha",1.46464E+18,replied_to,"['endgame', 'lol', 'cry', 'america', 'soldier', 'widow', 'I', ')', 'black', 'thinking', 'okay', '(', 'obviously', 'ragnarok', 'definitely', 'thor', '!', 'movie', 'hahahha', 'love', 'captain', 'fell', 'even', 'long', 'could', 'though', 'winter']"
False,2021-11-27T17:12:53.000Z,fi,"jesse - captain america
kyomo - iron man
juri - black widow
hokuto - hulk
shin - thor
kochi - hawkeye https://t.co/vtriqGs72n",1.46464E+18,quoted,"['thor', 'kyomo', 'jesse', 'hulk', 'iron', 'america', 'captain', 'hokuto', 'shin', 'man', 'black', 'widow', 'kochi', 'hawkeye', 'juri']"
False,2021-11-27T17:12:00.000Z,en,@ShAdyJ0k3r_ The only one I haven't seen is black widow. Eternals was awesome!!!,1.46464E+18,replied_to,"['!', 'seen', 'widow', 'awesome', 'eternals', 'one', 'black']"
False,2021-11-27T17:10:02.000Z,en,Parquet Courts - Black Widow Spider [04:09],1.46464E+18,,"['04', '09', 'widow', 'court', ']', '[', 'spider', 'parquet', 'black']"
False,2021-11-27T17:09:52.000Z,en,@WilmyHood A Black widow is living in there lol.,1.46464E+18,replied_to,"['lol', 'living', 'widow', 'black']"
False,2021-11-27T17:09:01.000Z,en,@dyingparasyte black widow by kelly thompson vol 1 &amp; 2,1.46464E+18,replied_to,"['kelly', 'thompson', 'amp', '&', '2', 'vol', 'widow', '1', 'black']"
False,2021-11-27T17:08:53.000Z,en,"@I_Am_Team_Cap @MarvlUpdates That’s why I say balance. Yes i get it, years ago it was only black widow and wanda.. and now they are like trying to make up for that. So now they are trying everything to change that and every movie now has a huge female character. Not only that but trying to male a female+",1.46464E+18,replied_to,"['like', 'female+', 'year', 'widow', 'balance', 'cap', 'black', 'female', 'make', 'change', 'wanda', 'say', 'movie', 'ago', 'every', 'male', 'everything', 'trying', 'get', 'team', 'huge', 'yes', 'character']"
False,2021-11-27T17:07:24.000Z,en,@PhaseZeroCB Black Widow was a phenomenal movie,1.46464E+18,replied_to,"['phenomenal', 'widow', 'black', 'movie']"
False,2021-11-27T17:06:34.000Z,en,Love how I was drawing vi when the fam was watching black widow💪🏻,1.46464E+18,,"['fam', 'love', 'vi', 'widow', 'drawing', 'watching', 'black']"
False,2021-11-27T17:06:06.000Z,en,@colecowboi The giant black widow is still sitting on you.😰So she doesn't bite you in the ass.😄 Better someone else.😌,1.46464E+18,replied_to,"['bite', 'sitting', 'widow', 'someone', 'still', 'giant', 'better', 'as', 'black', 'else']"
False,2021-11-27T17:04:41.000Z,en,"@BrandonDavisBD Winter Soldier
Endgame
Infinity War
Guardians Vol 2
Far From Home
Civil War
Homecoming
Ragnarok
      Shang-Chi
Black Widow
Iron Man
Guardians
The Avengers
First Avenger
Doctor Strange
Age of Ultron
Eternals
Black Panther
Ant-Man &amp; the Wasp
Iron Man 3
Ant-Man",1.46464E+18,replied_to,"['guardian', 'endgame', 'homecoming', 'shang', 'age', 'avenger', 'first', 'infinity', 'soldier', 'widow', 'chi', 'ant', 'black', 'ultron', '&', 'iron', 'avenger', 'home', 'ragnarok', 'civil', 'war', 'amp', 'man', 'doctor', 'panther', 'strange', 'far', 'winter', '2', 'vol', 'wasp', 'eternals', '3']"
False,2021-11-27T17:04:23.000Z,en,@SuperHeroSpeak @Kevfeige @Marvel Bizarro Black Widow,1.46464E+18,replied_to,"['bizarro', 'widow', 'black']"
False,2021-11-27T17:03:59.000Z,en,@shrederoni It looks a bit like a black widow. Do NOT touch it or let it touch you.,1.46464E+18,replied_to,"['let', 'like', 'touch', 'bit', 'widow', 'look', 'black']"
False,2021-11-27T17:03:26.000Z,en,@Leo_Rydel Black Widow movie is overrated,1.46464E+18,replied_to,"['movie', 'rydel', 'overrated', 'widow', 'black']"
False,2021-11-27T17:02:55.000Z,en,"@ThakurNSG kaun sa genre? action -  venom ,black widow
thriller - dhamaka 
thought provoking - jai bhim",1.46464E+18,replied_to,"['bhim', 'thought', 'jai', '?', 'provoking', 'sa', 'venom', 'dhamaka', 'black', 'widow', 'genre', 'action', 'kaun', 'thriller']"
False,2021-11-27T17:02:05.000Z,en,"Dunno why everyone was shitting on Black Widow over the summer.

Apart from the post credit scene related crying I did, I really enjoyed it! Probably even more than Shang-Chi right out of the gate.

(Even when I'd a twenty+ min break just before the final set of showdowns) https://t.co/5fGc7Oywy1",1.46464E+18,,"['twenty+', 'shang', 'widow', 'I', ')', 'chi', 'would', 'black', 'post', 'scene', 'min', 'dunno', 'enjoyed', 'gate', '(', 'everyone', 'credit', 'really', '!', 'it', 'related', 'break', 'even', 'final', 'showdown', 'probably', 'right', 'apart', 'set', 'shitting', 'cry', 'summer']"
False,2021-11-27T17:02:04.000Z,en,@BrandonDavisBD please don't be guys like who puts black widow or ant-man 2 over infinity war or winter soldier,1.46464E+18,replied_to,"['put', 'like', 'war', 'please', 'winter', '2', 'guy', 'infinity', 'man', 'soldier', 'widow', 'ant', 'black']"
False,2021-11-27T17:01:48.000Z,en,@feeltherein @PhaseZeroCB What If is kinda just there. It’s not supposed to fit into anything. And since theyre making it kid appropriate it’s gonna stay ‘mid.’ Black Widow only exists bc they wanted to introduce her sister and tht Hawkeye storyline at the end imo. And Eternals is an intro movie so…,1.46464E+18,replied_to,"['fit', 'wanted', 'kind', 'bc', 'end', 'widow', 'I', ""'"", 'intro', 'black', 'storyline', 'exists', 'making', 'anything', 'going', 'appropriate', 'sister', 'movie', ""'mid"", 'hawkeye', 'stay', 'since', 'kid', 'supposed', 'introduce', 'eternals', 'tht']"
False,2021-11-27T17:00:40.000Z,tl,Damn. Sulit oras ko. HAHA Shang-Chi &amp; Black Widow 🤯🤯🤯🤯,1.46464E+18,,"['shang', 'amp', '&', 'sulit', 'ko', 'damn', 'haha', 'widow', 'oras', 'chi', 'black']"
False,2021-11-27T17:00:15.000Z,en,@TMZ Brown recluse. As deadly as the black widow. https://t.co/z7SWhWVkZr,1.46464E+18,replied_to,"['deadly', 'recluse', 'widow', 'brown', 'black']"
False,2021-11-27T17:00:04.000Z,es,"La heroína es comparada con la fallecida ""Black Widow"" https://t.co/MId33eg52c",1.46464E+18,,"['con', 'comparada', 'heroina', 'la', 'fallecida', 'widow', 'e', 'black']"
False,2021-11-27T16:57:43.000Z,es,"Black Widow de mis películas favoritas de Marvel, perrisima 👌🏻",1.46464E+18,,"['perrisima', 'de', 'peliculas', 'mi', 'favoritas', 'widow', 'marvel', 'black']"
False,2021-11-27T16:56:36.000Z,en,"@ThatKevinSmith @MastersOfficial @netflix @powerhouseanim Just watched Part 2 and loved it. I wasn't a fan of Part 1 but you have to watch it in it's entirety to fully appreciate it. This was Teela's story. She was an amazing character in the original and like Black Widow, was deserving of her own story. Can't wait to see what's next.",1.46464E+18,replied_to,"['story', 'appreciate', 'like', 'loved', 'part', 'amazing', 'widow', 'wait', '1', 'black', 'original', 'entirety', ""'s"", 'can', 'watch', 'teela', 'not', 'fan', '2', 'fully', 'watched', 'next', 'character', 'see', 'deserving']"
False,2021-11-27T16:56:31.000Z,en,@_frees0l It had been so long since I’ve seen iron man 2 that I forgot how they introduced the black widow as some kind of assistant to Tony at first 😂 I haven’t seen the new one though!,1.46464E+18,replied_to,"['introduced', 'forgot', 'assistant', 'kind', 'new', 'first', 'widow', 'I', '@', 'black', 'iron', 'tony', 'frees0l', '!', 'man', 'one', 'since', 'long', 'though', 'seen', '2']"
False,2021-11-27T16:55:01.000Z,tr,@BuseBugday Kürdo black widow yap acil,1.46464E+18,replied_to,"['kurdo', 'yap', 'widow', 'acil', 'black']"
False,2021-11-27T16:54:36.000Z,en,"Gonna see black widow, shang-chi, and Eternals at the cinema next week",1.46464E+18,,"['going', 'eternals', 'cinema', 'shang', 'next', 'week', 'widow', 'chi', 'see', 'black']"
False,2021-11-27T16:53:11.000Z,en,@attila_thefun My friend's stilt house was infested with Brown Widows. Slightly more venomous then the Black Widow. https://t.co/TgJEKkycHN,1.46464E+18,replied_to,"['brown', 'slightly', 'infested', 'widow', 'stilt', 'thefun', ""'s"", 'widow', 'friend', 'venomous', 'house', 'black']"
False,2021-11-27T16:52:58.000Z,tr,@rojellia Telefonumda  black widow olarak kayitlisin artik 👌🏻😎,1.46464E+18,replied_to,"['telefonumda', 'olarak', 'artik', 'widow', 'kayitlisin', 'black']"
False,2021-11-27T16:51:53.000Z,en,"@Citrous Let's assume voodoo mama was involved in the ""planning"" of the dad's killing. Who retrieved the gun and used it?

Black Widow shame all you want, but she didn't physically kill anyone.",1.46464E+18,replied_to,"['gun', 'mama', 'widow', 'voodoo', 'physically', 'black', 'kill', 'anyone', 'u', 'used', ""'s"", 'want', 'it', '?', 'involved', 'retrieved', 'assume', 'let', 'killing', 'planning', 'dad', 'shame']"
False,2021-11-27T16:51:39.000Z,en,"@Alar_raves agreed! each movie introduced new characters as well. Fury paging Marvel at the end of Infinity War, Thor’s hammer appearing at the end of Iron Man 2.. Even Black Widow takes places after Civil War, but the post credits ruins Endgame",1.46464E+18,replied_to,"['introduced', 'endgame', 'new', 'place', 'infinity', 'end', 'ruin', 'widow', 'marvel', 'black', 'post', 'appearing', 'iron', ""'s"", 'fury', 'civil', 'thor', 'movie', '!', 'war', 'take', 'raf', 'well', 'man', 'even', 'agreed', 'hammer', 'credit', 'paging', '2', 'character']"
False,2021-11-27T16:50:19.000Z,en,"Scarlett is an awful actress. So bland as Black Widow. Did not deserve her Oscar nominations.
She's a worthless whore. https://t.co/KRaNgd9PbS",1.46464E+18,,"['nomination', 'awful', 'actress', 'bland', 'oscar', 'widow', 'deserve', 'worthless', 'whore', 'scarlett', 'black']"
False,2021-11-27T16:50:06.000Z,pl,Jeśli dziś leci na Polsacie Kapitan Ameryka Wojna Bohaterów to jutro będzie idealny dzień żeby obejrzeć Black widow znów,1.46464E+18,,"['bohaterow', 'dzien', 'idealny', 'leci', 'obejrzec', 'ameryka', 'jutro', 'dzis', 'zeby', 'bedzie', 'kapitan', 'black', 'widow', 'znow', 'jesli', 'na', 'polsacie', 'wojna']"
