tweet_id,created_at,lang,text,possibly_sensitive,type,clean_tweet
1465928781378596867,2021-12-01 06:20:31+00:00,es,"‼ Extremadura notifica 135 casos de covid este martes, una cifra que no se alcanzaba desde inicios de septiembre‼ https://t.co/IeDWkkyIok",False,,"['de', 'se', 'cifra', 'que', '!', 'covid', 'notifica', 'casos', 'martes', 'alcanzaba', 'una', 'desde', 'inicios', 'extremadura', 'septiembre', 'este', '135']"
1465928780464201731,2021-12-01 06:20:31+00:00,es,"@GobiernoMX @lopezobrador_ @buendiaymarquez @El_Universal_Mx El COVID también es popular, no necesariamente bueno para el pueblo.",False,replied_to,"['mx', 'universal', 'necesariamente', 'el', 'covid', 'bueno', 'pueblo', 'tambien', 'para', 'popular', 'e']"
1465928779952320516,2021-12-01 06:20:31+00:00,en,"@jameshamblin That’s the misconception that folks want Biden to do more. We want him to acknowledge that the vaccines render our individual risk to be as low as other risks, our kids more so. I don’t fear covid, I fear what our response will do to our schools, our community, travel, livelihood",False,replied_to,"['low', 'want', 'risk', 'biden', 'travel', 'fear', 'community', 'misconception', 'folk', 'livelihood', 'response', 'kid', 'vaccine', 'individual', 'covid', 'acknowledge', 'risk', 'render', 'school']"
1465928778895564802,2021-12-01 06:20:31+00:00,en,@ColostomyBague2 Cough that I thought was just my usual central tx allergy cough. Didn’t really sink in that it was covid until several days later when the aches and sore joints started. Never broke 100 fever or 97 blood o2,False,replied_to,"['tx', 'thought', 'started', 'day', '100', 'o2', 'sink', 'never', 'sore', 'several', 'broke', 'allergy', 'really', 'fever', 'joint', 'usual', '97', 'ache', 'central', 'later', 'covid', 'cough', 'blood']"
1465928776706109440,2021-12-01 06:20:30+00:00,en,"@anoneemouse5 I'm sure plenty. Not 100%, at this point at least most should be unvax'd. My unvax'd roomate is at the hospital w his unvax'd father on a ventilator w his 2nd round of Covid. His mother isn't looking good either. 

He sure didn't care when he got it, spread it &amp; didn't tell me.",False,replied_to,"['either', 'w', 'care', 'hospital', 'point', '100', '&', '2nd', 'got', 'least', 'plenty', ""'d"", 'ventilator', 'tell', 'mother', 'amp', 'unvax', 'roomate', 'good', 'sure', 'father', 'covid', 'looking', 'round', 'spread', 'I', '%']"
1465928771773640711,2021-12-01 06:20:29+00:00,pl,@Dosia1960 Jak może pani tak pisać 3% zmarło zaszczepionych w Polsce na Covid zaszczepionych zaznacze 3% to mała wioska w Polsce której już nie ma na mapie Polski. O czym pani pisze proszę się zastanowić że w tych 3% mogła mieć pani bliską sobie osobę. Nie będe tego komentował nawet.,False,replied_to,"['mogla', 'zastanowic', 'zmarlo', '%', 'bede', 'w', 'tak', 'osobe', 'zaszczepionych', 'nie', 'tych', 'komentowal', 'polski', 'juz', 'moze', 'pisze', 'bliska', 'nawet', 'jak', 'zaznacze', 'pisac', 'wioska', 'ze', 'tego', 'sie', 'ktorej', 'mala', 'czym', 'miec', 'sobie', 'covid', 'na', 'mapie', 'pani', '3', 'prosze', 'polsce']"
1465928770628423688,2021-12-01 06:20:29+00:00,en,"@TristanSnell Dr Oz think it’s ok to let 2-3% of kids die from Covid so they don’t have to mask. If your a PA parent, tell him how you feel!",False,replied_to,"['ok', 'think', 'covid', '!', 'let', 'kid', 'die', 'oz', 'mask', 'dr', '3', 'tell', 'feel', 'pa', 'parent', '2', '%']"
1465928770209075201,2021-12-01 06:20:29+00:00,en,"Trump tested positive for Covid few days before Biden debate, chief of staff says in new book https://t.co/PFZ293xbmp",False,,"['tested', 'say', 'chief', 'covid', 'trump', 'positive', 'biden', 'book', 'day', 'debate', 'staff', 'new']"
1465928769433124865,2021-12-01 06:20:28+00:00,en,"#Omicron coronavirus variant puts world on edge
https://t.co/a6TLmHW6sF",False,,"['variant', 'edge', 'coronavirus', 'put', 'world']"
1465928765247262724,2021-12-01 06:20:27+00:00,en,@SBAIsabel Please help my small family business. We did not qualify for any SBA help because we opened our store after Covid-19 was declared a pandemic. I dont think thats fair. Please can you share my Go Fund Me for my business. It would help alot. Thank you. https://t.co/1HPTSPI9ao,False,replied_to,"['family', 'declared', '19', 'would', 'qualify', 'pandemic', 'fund', 'sba', 'thank', 'business', 'alot', 'think', 'help', 'small', 'share', 'store', 'opened', 'please', 'covid', 'fair', 'go']"
1465928761149247490,2021-12-01 06:20:26+00:00,en,"The Food and Drug Administration has approved the administration of COVID-19 booster shots for the general adult population, FDA Director-General Eric Domingo announces https://t.co/A5iax824JD",False,,"['fda', 'administration', 'shot', 'adult', 'eric', 'drug', 'covid', 'food', 'domingo', 'director', 'booster', 'population', 'general', 'approved', '19', 'announces']"
1465928760033746950,2021-12-01 06:20:26+00:00,ru,"Безальтернативная альтернативная еда https://t.co/sSXZcY7rJz

COVID-19 оказал колоссальное влияние на категорию растительных продуктов. Из-за сбоя в работе крупнейших производителей мировые поставки мяса были нарушены. А еще вирус заострил проблему сохранения человеческого здо... https://t.co/u2lsdRhocy",False,,"['byli', 'postavki', 'kategoriiu', 'rabote', 'v', ""bezal'ternativnaia"", 'sboia', '19', 'zdo', ""rastitel'nykh"", 'krupneishikh', 'produktov', 'narusheny', ""kolossal'noe"", 'iz', 'okazal', 'za', 'proizvoditelei', 'sokhraneniia', 'virus', ""al'ternativnaia"", 'problemu', 'mirovye', 'miasa', 'vliianie', 'eshche', 'eda', 'covid', 'na', 'zaostril', 'chelovecheskogo']"
1465928759811395584,2021-12-01 06:20:26+00:00,en,@mattprescott @PhilOSo86839856 What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,"['variant', 'week', 'every', 'virulence', 'mass', 'contagious', 'get', 'would', 'happens', 'high', 'super', 'suffering', 'american', '?', 'get', 'cause', 'happen', 'vaccine', 'evaded', 'covid', 'future', 'what', 'million']"
1465928758926483456,2021-12-01 06:20:26+00:00,en,"BREAKING: COVID-19: Nigeria Announces First Case Of Omicron Variant

https://t.co/uHzThFrooO",False,,"['variant', 'first', 'nigeria', 'covid', 'case', 'omicron', 'announces', '19', 'breaking']"
1465928758477697026,2021-12-01 06:20:26+00:00,tl,Hehe https://t.co/7SGreU7jtO,False,,['hehe']
1465928758045597698,2021-12-01 06:20:26+00:00,el,"Το χειρότερο με τον hiv πλέον είναι ο στιγματισμός.

Παγκόσμια ημέρα κατά του AIDS

#HIVpositive #μετρα #διαγγελμα #Covid_19 #BigBrotherGR #AgriesMelisses https://t.co/jj9bxuvxnf",False,,"['aid', 'pagkosmia', 'ton', 'emera', 'kheirotero', 'tou', 'pleon', 'einai', 'stigmatismos', '19', 'kata', 'hiv']"
1465928757307449347,2021-12-01 06:20:26+00:00,fr,"@JFaerber 47 000 rhume il est où le pbl
Le vax est censé éviter les formes graves
Vu les millions à l être c est que tt le monde y croit alors pourquoi on continue de s affoller devant des cas
Les mesures covid ont fait + de mal que le covid lui meme stop
On arrête tt les masques le pass",False,replied_to,"['de', 'graf', 'alors', 'affoller', 'fait', 'mal', 'continue', 'meme', 'stop', 'vu', 'rhume', 'ont', 'ou', 'le', 'est', 'eviter', 'pbl', 'etre', 'que', 'formes', 'pas', 'mesures', 'masque', 'c', '+', 'l', 'lui', '000', 'vax', 'de', 'croit', 'cense', 'arrete', 'devant', 'monde', 'pourquoi', 'le', 'ca', 'covid', 'il', 'million', 'tt', '47']"
1465928754602164224,2021-12-01 06:20:25+00:00,en,Real‑time COVID-19 diagnosis from X-Ray images using deep CNN and extreme learning machines stabilized by chimp opt https://t.co/zaWgcwoHQM,False,,"['using', 'learning', 'covid', 'stabilized', 'extreme', 'time', 'cnn', 'opt', 'x', 'ray', 'image', 'deep', 'diagnosis', 'real', '19', 'chimp', 'machine']"
1465928753989799941,2021-12-01 06:20:25+00:00,en,Leading Cardiologist Says Researchers Are Refusing to Publish Supporting Study Results That Show Covid Vaccine's Link To Massive Increase In Heart Attacks https://t.co/pk45lLcXV8 via @gatewaypundit,False,,"['link', ""'s"", 'say', 'cardiologist', 'covid', 'refusing', 'increase', 'researcher', 'heart', 'study', 'supporting', 'attack', 'publish', 'leading', 'massive', 'vaccine', 'show', 'result']"
1465928753708781569,2021-12-01 06:20:25+00:00,en,@MobilePunch With which testing kit?  I thought they said the omicron virus is variant of Covid-19? Within two days they have ordered for the test kit bah? Abi they develop theirs?,False,replied_to,"['variant', 'said', 'thought', 'within', 'day', '19', 'two', 'develop', 'omicron', 'ordered', '?', 'theirs', 'bah', 'testing', 'virus', 'test', 'covid', 'abi', 'kit']"
1465928751326375938,2021-12-01 06:20:24+00:00,en,"@Odi_Seru @A_C_D_P @NgcoboSifundo The purpose of vaccination a disease is to eradicate it and so far Covid boosters do not eradicate Covid, if they did, all vaccinated people would not be required to wear masks, social distance, etc 👇🏾 https://t.co/FY8SkPojq7",False,replied_to,"['people', 'p', 'would', 'booster', 'far', 'vaccination', 'required', 'disease', 'purpose', 'social', 'c', 'mask', 'seru', 'distance', 'etc', 'eradicate', 'covid', 'vaccinated', 'wear']"
1465928751250771972,2021-12-01 06:20:24+00:00,ja,"オミクロン２例目…
『ゴキブリは1匹見たら卵が100個産まれたと思え』とは尊敬するCOVID対応されていたドクターの言葉。",False,,"['Jing', 'surucovidDui', '{', 'tohaZun', 'omikuron2Li', 'ga100Ge', 'maretatoSi', 'Xie', 'sareteitadokutanoYan', '}', 'Jian', 'Mu', 'e', 'Ying', 'Chan', 'gokiburiha1Pi', 'taraLuan']"
1465928748436500484,2021-12-01 06:20:23+00:00,en,"@tedcruz Is that so? The Trump administration blocked the CDC from warning the public about the worsening COVID-19 pandemic, according to testimony from US health officials.
https://t.co/NLVeAtZ480",False,replied_to,"['official', 'administration', 'testimony', 'warning', 'health', 'covid', 'trump', 'public', '19', 'so', 'worsening', 'u', '?', 'blocked', 'according', 'cdc', 'pandemic']"
1465928748197457922,2021-12-01 06:20:23+00:00,en,"Being famous means you don't need to wear a mask, we can do what we want. We don't care if people die. We don't care if people lose their friends or jobs. 
Covid-19, NHS, covidjustice. Can't stop us.
#CovidInquiryNow
#wearyourmask 
#coronavirus 
#covididios 
#WearAmask https://t.co/jgXs6sMgCV",False,,"['people', 'can', 'want', 'stop', 'care', 'u', '19', 'covidjustice', 'lose', 'famous', 'die', 'friend', 'job', 'mask', 'need', 'not', 'nh', 'mean', 'covid', 'wear']"
1465928747752644616,2021-12-01 06:20:23+00:00,en,@StephenAtHome Holy shit people. COVID caused Aaron Rodgers to pull all of his head hair out through his face.,False,replied_to,"['caused', 'people', 'rodgers', 'covid', 'holy', 'head', 'face', 'pull', 'hair', 'aaron', 'shit']"
1465928746561687559,2021-12-01 06:20:23+00:00,en,"@VillainChrisK @MATTHARDYBRAND Yo Chris K. Vaccines don’t prevent the spread of a virus. They help fight the virus itself. Even if you are vaccinated, you can still get Covid. It will just lessen the impact the virus has on your system.",False,replied_to,"['even', 'still', 'chris', 'get', 'covid', 'vaccinated', 'help', 'lessen', 'spread', 'fight', 'system', 'prevent', 'vaccine', 'k', 'virus', 'impact', 'yo']"
1465928744225296384,2021-12-01 06:20:22+00:00,in,"Gak ada kenaikan virus covid 19 tetapi PPKM naik level.
Ya ampun segitu takutnya ama orang kumpul2 sambil baca doa? Setan aja gak berani deket2! 😱#COVID19",False,,"['naik', '!', 'segitu', '19', 'ada', 'kenaikan', 'takutnya', 'baca', 'doa', 'setan', '?', 'kumpul2', 'sambil', 'berani', 'orang', 'virus', 'ampun', 'level', 'tetapi', 'deket2', 'aja', 'covid', 'ya', 'gak', 'ppkm', 'ama']"
1465928743440949260,2021-12-01 06:20:22+00:00,en,A glimpse into the annual Kadalekai Parishe which has made a grand comeback post covid https://t.co/OGf5RpZvJ0,False,,"['made', 'parishe', 'kadalekai', 'grand', 'covid', 'annual', 'comeback', 'glimpse', 'post']"
1465928743160061952,2021-12-01 06:20:22+00:00,en,Coronavirus Vaccine: How Indian vaccines will fare against COVID’s Omicron variant https://t.co/UI8WYCV0GZ,False,,"['variant', ""'s"", 'indian', 'covid', 'coronavirus', 'omicron', 'fare', 'vaccine', 'vaccine']"
1465928742832799745,2021-12-01 06:20:22+00:00,en,@JeremyPlimmer @cjsbishop We definitely need more action from the government on child poverty - it’s a good point to raise. See my comments with colleagues here: https://t.co/h8AgY0abx1,False,replied_to,"['see', 'child', 'government', 'comment', 'poverty', 'action', 'definitely', 'raise', 'good', 'colleague', 'point', 'need']"
1465928739917811715,2021-12-01 06:20:21+00:00,en,People who were at a south-west Sydney chemist on Monday night have been asked to immediately get a COVID-19 test after NSW’s sixth Omicron case was confirmed. Follow our live coverage: https://t.co/RBFP2OrftO,False,,"['people', 'sydney', 'sixth', '19', 'confirmed', ""'s"", 'omicron', 'monday', 'live', 'west', 'get', 'south', 'chemist', 'case', 'coverage', 'asked', 'test', 'covid', 'immediately', 'nsw', 'follow', 'night']"
1465928739833929729,2021-12-01 06:20:21+00:00,ru,Тяжелая форма COVID-19 в два раза увеличивает риск смерти в течение следующего года https://t.co/b5nUplPAxl https://t.co/KS58wdaHch,False,,"['dva', 'goda', 'covid', 'tiazhelaia', 'risk', 'v', 'smerti', 'sleduiushchego', 'uvelichivaet', 'raza', '19', 'techenie', 'forma']"
1465928738777014276,2021-12-01 06:20:21+00:00,da,@amcelha3 @Kenneth72712993 @4Clearsky @organicdot @chimera414 @jimdtweet @Canadianworker2 @JohnDublin10 @IanDJbrown2 @TWTThisIsNow @rln_nelson @keithamccluskey @try2golf @CrispyCX @BubbasRanch @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @HalBrow68884227 @AristotleMrs @BigRakaDoc @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @ejwwest @Tragiicomedy @covid_parent @Narvuntien @dan613 @Boeing74 @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 Started at Forbes,False,replied_to,"['ireton', '666', 'nelson', 'cycle', 'lvi', 'ouroboros', 'dhg', 'started', 'b', 'wolf', 'parent', 'forbes']"
1465928738764382208,2021-12-01 06:20:21+00:00,fr,https://t.co/JG0eU5mIDr quel chaos ça me fume,False,,[]
1465928733790023683,2021-12-01 06:20:20+00:00,es,"#FelizMiércoles #felizmiercolesatodos Nos quieren imponer el pasaporte covid a los españoles pero si vienes de ilegal en una patera , ni pasaporte tradicional ni pollas en vinagre. https://t.co/506polobNk",False,,"['de', 'en', 'tradicional', 'imponer', 'una', 'vinagre', 'pollas', 'ilegal', 'ni', 'pero', 'no', 'el', 'espanoles', 'los', 'vienes', 'quieren', 'pasaporte', 'patera', 'covid', 'si']"
1465928732623917057,2021-12-01 06:20:20+00:00,en,"I hate you guys because you panic every time you see the covid stats being reported, like what do they even mean? We never got a measure.",False,,"['got', 'see', 'panic', 'stats', 'even', 'every', 'never', 'reported', 'covid', 'mean', 'time', 'like', 'hate', '?', 'measure', 'guy']"
1465928732221353986,2021-12-01 06:20:20+00:00,es,"🎥 | El deseo de #TAEHYUNG para este año:

 🐻: ""Debido a la pandemia de COVID-19, no podemos salir a menudo, así que sería bueno si pudiéramos viajar a algún lugar para estas vacaciones"".

 https://t.co/TF0hOYlWGM",False,,"['de', 'viajar', 'deseo', 'asi', 'bueno', '19', 'debido', 'algun', 'salir', 'que', 'para', 'vacaciones', 'el', 'pudieramos', 'este', 'seria', 'menudo', 'la', 'podemos', 'lugar', 'covid', 'ano', 'estas', '|', 'pandemia', 'si']"
1465928731919204357,2021-12-01 06:20:19+00:00,en,@TheblackTracker @mallottk @mawsecode @douginbrisbane Covid has completely ruined Prime Ministering for him.,False,replied_to,"['prime', 'ruined', 'covid', 'ministering', 'completely']"
1465928727272079364,2021-12-01 06:20:18+00:00,en,@DrBinks What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,"['variant', 'week', 'every', 'virulence', 'mass', 'contagious', 'get', 'would', 'happens', 'high', 'super', 'suffering', 'american', '?', 'get', 'cause', 'happen', 'vaccine', 'evaded', 'covid', 'future', 'what', 'million']"
1465928726999232512,2021-12-01 06:20:18+00:00,und,#indianpolitics #india #bjp #narendramodi #politics #modi  #congress #delhi #amitshah #news #indian #memes #godimedia #bhfyp #politicalmemes #bjpindia #covid #mumbai #rss #andhbhakt #priyankagandhi #namo #elections #indiannationalcongress #hindutva #hindu #indianmemes https://t.co/LY7aDFbnC1,False,,[]
1465928726668062721,2021-12-01 06:20:18+00:00,en,"Another conspiracy theory is that the chip inserted with the vax would be able to track you not just a Covid passport 

Now that is really scary ! https://t.co/OhtpYkzQOD",False,quoted,"['chip', 'able', 'covid', '!', 'scary', 'inserted', 'vax', 'another', 'theory', 'track', 'really', 'would', 'conspiracy', 'passport']"
1465928726500282374,2021-12-01 06:20:18+00:00,fr,Toujours à 9 repas sautés de l’anarchie ? Le Covid aura été une promenade de santé. https://t.co/uKJFXdu0zd,False,quoted,"['de', 'toujours', 'une', 'covid', 'sante', 'aura', 'repas', ""l'anarchie"", '9', 'le', '?', 'ete', 'promenade', 'saute']"
1465928724277202947,2021-12-01 06:20:18+00:00,en,"First the Omnicron variant of COVID-19, and now Dr. Oz is running for the US Senate in Pennsylvania, all just exactly one month before 2022. There is no end to the madness

Dr. Oz says he'll run for Senate in Pennsylvania https://t.co/5pbrJoi7EH via @Yahoo",False,,"['variant', 'say', 'running', 'month', 'senate', 'u', '19', 'first', 'one', 'madness', 'pennsylvania', 'dr', 'end', 'oz', '2022', 'exactly', 'run', 'covid', 'omnicron']"
1465928722607788036,2021-12-01 06:20:17+00:00,en,"@treybor__ @tekgrinder @ReutersFacts maybe.  but gunshot deaths were up 25% in 2020.  and as for being in the house all year, did you happen to miss the worlds largest ongoing protest ever to occur that had streets flooded in cities across america and then the world?  

i mean i know protesters are covid proof . . .",False,replied_to,"['occur', 'maybe', 'ever', 'largest', 'know', 'proof', 'america', 'across', 'gunshot', '25', '?', '2020', 'city', 'mean', 'death', 'happen', 'street', 'house', 'flooded', 'miss', 'world', 'protester', 'ongoing', 'world', 'covid', 'protest', 'year', '%']"
1465928722347929604,2021-12-01 06:20:17+00:00,en,"@Dust46 @EstherErasmus @MakenziKenzo @rid1tweets Because mass hysteria dictates that for COVID, if in anyway shape or form you’re symptomatic you absolutely have to get tested, regardless of the severity.",False,replied_to,"['tested', 'dictate', 'absolutely', 'covid', 'form', 'get', 'severity', 'hysteria', 'mass', 'regardless', 'shape', 'anyway', 'symptomatic']"
1465928720120782851,2021-12-01 06:20:17+00:00,en,@Atheistdefend1 @TheFreds Delusion is the only word you could possibly apply to the covid puritans,False,replied_to,"['apply', 'could', 'covid', 'puritan', 'possibly', 'word', 'delusion']"
1465928720053461000,2021-12-01 06:20:17+00:00,pl,"@Tadeusz93046308 @j_strak @bbhoery @AndrzejPoznan @Pawel36281551 @RafalDudkiewic1 @LukaszBok Ale, teraz na świecie jest tylko covid ;) na to przynajmniej wygląda. Ta szczepionka wyszła za szybko + jak to było, na początku ,,maski niepotrzebne nie nosić"" potem nagle ,,Kurwa maski wszędzie bo zdechniecie"" mimo, że nie chronią, ale ciul.",False,replied_to,"['niepotrzebne', 'przynajmniej', 'szybko', 'nie', 'strak', 'kurwa', 'wyglada', 'maski', 'jest', 'poczatku', 'bylo', 'nagle', 'jak', 'teraz', 'nosic', 'wyszla', 'tylko', 'za', '+', 'chronia', 'ze', 'potem', 'wszedzie', 'ale', 'szczepionka', 'mimo', 'covid', 'zdechniecie', 'na', 'ta', 'swiecie', 'ciul', ')', 'bo']"
1465928719353233414,2021-12-01 06:20:16+00:00,ru,"С 1 декабря все прибывающие в Эстонию должны заполнить анкету пересечения границы https://t.co/u5mkZCiPBe

В связи с высоким риском распространения омикрона Covid-19 все лица, прибывающие в Эстонию с 1 по 16 декабря, должны заполнить форму пересечения границы, сообщила ... https://t.co/GGPD9KlOgZ",False,,"['1', 'po', 'v', '16', 'formu', '19', ""'"", 'soobshchila', 'anketu', 'dolzhny', 'peresecheniia', 'granitsy', 'dekabria', 'rasprostraneniia', 'pribyvaiushchie', 'omikrona', 'covid', 'vse', 'estoniiu', 'riskom', 'litsa', 'sviazi', 'vysokim', 'zapolnit']"
1465928715431460869,2021-12-01 06:20:16+00:00,ro,"@OanaReveica Pai e simplu
- e pandemie
- spitalele sunt pline
- voua va arde de distractii
- apoi va plangeti ca stati in trafic sau ca luati covid. 

Prea le iei in serios, faci riduri la batranete :)",False,replied_to,"['de', 'prea', 'serios', 'le', 'pandemie', 'voua', 'apoi', 'distractii', 'iei', 'faci', 'luati', 'riduri', 'sunt', 'simplu', 'stati', 'spitalele', 'sau', 'batranete', 'trafic', 'plangeti', 'va', 'pline', 'la', 'arde', 'ca', 'covid', 'pai', ')', 'e']"
1465928714890452995,2021-12-01 06:20:15+00:00,en,"@1878X @sfchronicle It's not a 'wealth gap'. These are organized gangs (who also have plenty of $). It's the same every time there is a crisis anywhere in this nation. Whether it's a hurricane, a fire, tornado, or COVID- there are people who always take advantage &amp; loot. Scum of the earth!",False,replied_to,"[""'wealth"", 'people', 'every', 'who', 'earth', '!', 'time', '$', 'always', 'crisis', '&', 'hurricane', ""'"", 'fire', 'plenty', 'gap', 'amp', 'whether', 'take', 'scum', 'anywhere', '(', 'gang', 'covid', 'organized', 'nation', 'also', 'loot', 'advantage', 'tornado', ')']"
1465928713028124672,2021-12-01 06:20:15+00:00,en,"Well, I guess there's a new COVIDiot in town.  He no doubt falsified records to cover his Messiah Trump's true physical and mental condition.  Now he raises his stupidity flag high.  What fools these neo-Nazi GOPigs are.  #QMoRonnyJackson
https://t.co/DjhZUZWsjx",False,,"['raise', 'stupidity', 'messiah', 'condition', 'neo', 'high', 'guess', ""'s"", 'mental', 'gopigs', 'true', 'falsified', 'new', 'town', 'fool', 'physical', 'doubt', 'nazi', 'trump', 'well', 'record', 'cover', 'flag', 'covidiot']"
1465928712566853635,2021-12-01 06:20:15+00:00,en,"i’m basically over my bronchitis now but i had to go get a covid test just to be sure i’m good on that front,, it was my first time getting tested and let me tell you i did not enjoy that nasal swab one bit",False,,"['basically', 'front', 'let', 'time', 'first', 'nasal', 'tested', 'bronchitis', 'one', 'bit', 'tell', 'I', 'swab', 'enjoy', 'get', 'getting', 'test', 'sure', 'covid', 'go', 'good']"
1465928711497129988,2021-12-01 06:20:15+00:00,und,https://t.co/aFCF6MATk6,False,,[]
1465928710947844098,2021-12-01 06:20:14+00:00,es,"Negacionistas y antivacunas que no cesan en invadir las las Redes Sociales con vuestras creencias sin evidencia, no queremos que los  - anti vacunas - conspiranoicos tengáis los pulmones como personas que lo siguen pasando mal por este #SARSCoV2 https://t.co/NLgtGPIcoy https://t.co/fAJB2Iwvee",True,,"['anti', 'en', 'mal', 'siguen', 'redes', 'pulmones', 'que', 'evidencia', 'sin', 'pasando', 'antivacunas', 'persona', 'lo', 'como', 'con', 'conspiranoicos', 'la', 'los', 'este', 'invadir', 'tengais', 'creencias', 'vacunas', 'queremos', 'negacionistas', 'por', 'cesan', 'sociales', 'vuestras']"
1465928703863672833,2021-12-01 06:20:13+00:00,de,"@dieLinke , was ist denn bei euch los? Ihr wollt eine Prämie für Pfleger die wieder zurück kommen? Das ist ja fast sinnvoll. Aber Vorsicht, schön das narrativ aufrechterhalten, nicht dass rauskommt, dass der Zustand der Krankenhäuser das Problem ist, nicht unbedingt covid.",False,,"['schon', 'ja', 'narrativ', 'unbedingt', 'fur', 'euch', 'vorsicht', 'da', 'ist', 'zustand', 'pfleger', '?', 'die', 'fast', 'das', 'kommen', 'wieder', 'problem', 'rauskommt', 'zuruck', 'aber', 'sinnvoll', 'eine', 'aufrechterhalten', 'los', 'bei', 'ihr', 'wollt', 'nicht', 'der', 'covid', 'pramie', 'krankenhauser', 'denn']"
1465928703767379968,2021-12-01 06:20:13+00:00,en,Nigeria records two cases of Omicron COVID-19 variant – NCDC  https://t.co/eDtHX9249y,False,,"['variant', 'two', 'nigeria', 'covid', 'omicron', 'case', 'ncdc', 'record', '19']"
1465928702215299073,2021-12-01 06:20:12+00:00,en,@Supermario289 @leftyvegan @PostBudClarity @ibecheefin @RealSteveCox What happens if not only do all our vaccines get evaded by COVID but COVID gets millions of Americans every week? Then what will happen? What if it is super contagious with super high virulence? What would happen if a future COVID variant causes mass suffering? Then what?,False,replied_to,"['variant', 'week', 'every', 'virulence', 'mass', 'contagious', 'get', 'would', 'happens', 'high', 'super', 'suffering', 'american', '?', 'get', 'cause', 'happen', 'vaccine', 'evaded', 'covid', 'future', 'what', 'million']"
