text,lang,possibly_sensitive,tweet_id,created_at,type,clean_tweet
"@janka402 @Midlinka1967 Ok, podívám se na to.
Pak bude trochu problém rozlišit, co je vakcína, co je prodělaný covid. Měl jsem známého, 31 let, hrál florbal, dřív jsme spolu hráli. Prodělal covid, po necelém půl roce umřel na plicní embolii. Jen tak.",cs,False,1466146290279108609,2021-11-24 20:44:49+00:00,replied_to,"['plicni', 'pul', 'je', 'ok', '31', 'mel', 'prodelal', 'let', 'rozlisit', 'florbal', 'znameho', 'hral', 'necelem', 'roce', 'embolii', 'jen', 'na', 'jsme', 'hrali', 'podivam', 'pak', 'covid', 'prodelany', 'driv', 'vakcina', 'co', 'se', 'jsem', 'trochu', 'po', 'umrel', 'problem', 'bude', 'spolu', 'tak']"
"@CRPE_UW also took a deeper look at six charters and districts during this time. 

Parents and school systems leaders alike, they note, got a much closer look inside the classroom during the Spring of 2020.

https://t.co/wibiE1DNov",en,False,1466146289494732804,2021-11-24 20:44:49+00:00,replied_to,"['six', '2020', 'classroom', 'district', 'much', 'alike', 'parent', 'got', 'also', 'look', 'system', 'took', 'note', 'school', 'inside', 'spring', 'closer', 'leader', 'time', 'uw', 'deeper', 'charter']"
@KatherinePrange @DailyCaller Maybe walking makes immigrants' chests so hot covid is not an issue,en,False,1466146289469444099,2021-11-24 20:44:49+00:00,replied_to,"['make', 'maybe', ""'"", 'immigrant', 'issue', 'walking', 'chest', 'covid', 'hot']"
Just got Covid booster...,en,False,1466146289226190853,2021-11-24 20:44:49+00:00,,"['got', 'booster', 'covid']"
"@SubcommanderT @TrekNewsNet @startrektour It's looks amazing. I hope to visit, once covid abates. @startrektour",en,False,1466146288987254786,2021-11-24 20:44:49+00:00,replied_to,"['hope', 'amazing', 'visit', 'look', 'covid', 'abates']"
"Das Covid-Regime macht Bürger gläsern.

Volle Datentransparenz
über alles was die Person betrifft.

Die Volksrepublik 🇨🇳 verleiht
Österreich und Deutschland
gemeinsam den 1. Platz🏆
für Staatliche Bürgerdatensätze Erfassung
in Rekordzeit.

Impfpflicht für alle 👏👏👏",de,False,1466146288135806977,2021-11-24 20:44:49+00:00,,"['regime', 'glasern', '1', 'volle', 'platz', 'da', 'macht', 'datentransparenz', 'burgerdatensatze', 'alle', 'alles', 'fur', 'person', 'den', 'und', 'verleiht', 'rekordzeit', 'betrifft', 'gemeinsam', 'die', 'volksrepublik', 'covid', 'deutschland', 'erfassung', 'uber', 'impfpflicht', 'staatliche', 'burger', 'osterreich']"
"@bellwethered too chronicled the response from charters and districts. 

They draw out eight areas of best practice from 12 systems during this tumultuous time. @jennschiess @aklibetti 

https://t.co/dUwSlNycS6",en,False,1466146286797737997,2021-11-24 20:44:49+00:00,replied_to,"['practice', 'system', 'tumultuous', 'time', 'draw', 'area', 'chronicled', 'district', 'response', '12', 'best', 'eight', 'charter']"
"These cardiac arrests were very uncommon, in fact incredibly rare before covid. 2 tonight alone? With everything going on, I think we need to know what vaccines these people took (if any) and whether they have previously tested positive. I’m not a conspiracy theorist but…",en,False,1466146286474870793,2021-11-24 20:44:49+00:00,,"['people', 'incredibly', 'tested', 'rare', 'positive', 'fact', ')', 'arrest', 'uncommon', 'need', 'going', 'everything', 'think', 'alone', 'I', 'tonight', 'previously', 'took', 'cardiac', '2', 'if', 'conspiracy', 'whether', 'covid', 'any', 'know', 'theorist', 'vaccine', '?', '(']"
@ZazzyJets @JCaporoso he played all but 3 games in a covid year in 2020 and was phenomenal his freshman year I would draft him but thats my opinion and I think he is perfect fit for this defense and allows hall to be a number 2 corner where he could thrive.,en,False,1466146285916807169,2021-11-24 20:44:48+00:00,replied_to,"['defense', '2020', 'played', 'thrive', 'would', 'think', 'freshman', 'corner', 'allows', 'game', 'hall', 'could', 'phenomenal', 'perfect', '2', 'draft', 'covid', 'fit', 'number', 'year', '3', 'opinion']"
"This whole video was absolutely devastating. Please watch and share.

Nebraska is in for a dark December. https://t.co/LabwgDSkCb https://t.co/AguCqnP0iM",en,False,1466146285782765580,2021-11-24 20:44:48+00:00,quoted,"['whole', 'devastating', 'watch', 'video', 'absolutely', 'share', 'please', 'dark', 'december', 'nebraska']"
Así manipulan las cifras de fallecidos por COVID-19 https://t.co/RZa5cuKZ8q vía @ElDiestro_,es,False,1466146285606559746,2021-11-24 20:44:48+00:00,,"['la', '19', 'asi', 'cifras', 'fallecidos', 'por', 'de', 'covid', 'manipulan']"
La sorprendente estrategia de Camboya para vacunar hasta a los menores de cinco años https://t.co/FiOQZCaEfV vía @el_pais,es,False,1466146285367566341,2021-11-24 20:44:48+00:00,,"['cinco', 'la', 'los', 'hasta', 'ano', 'vacunar', 'para', 'camboya', 'estrategia', 'de', 'sorprendente', 'menores']"
@bzutcy Covid,en,False,1466146285099102208,2021-11-24 20:44:48+00:00,replied_to,['covid']
això del passaport covid afecta el bar de la uni?,ca,False,1466146284985896965,2021-11-24 20:44:48+00:00,,"['aixo', 'del', 'la', 'afecta', '?', 'bar', 'el', 'de', 'covid', 'uni', 'passaport']"
"March, 2020 - schools all over the country shut down and shift to ""distance learning.""  Some charters are actively responsive.

For some of their stories from that spring, check out 8 profiles from @MichaelPetrilli and @educationgadfly 

https://t.co/TQ9yZa6LlQ",en,False,1466146284168007680,2021-11-24 20:44:48+00:00,replied_to,"['distance', 'story', 'shut', 'march', 'responsive', 'check', '2020', 'shift', 'learning', '8', 'spring', 'school', 'actively', 'profile', 'charter', 'country']"
@FPersonally He does!!! Hopefully we’ll both get to see him at some point. He was dropping 🔥 during covid,en,False,1466146283815587844,2021-11-24 20:44:48+00:00,replied_to,"['point', '!', 'dropping', 'doe', 'covid', 'see', 'get', 'hopefully']"
Imprecherò in italiano per evitare il carcere di Twitter. Ma…fanculo il GOP. Fanculo Brett Kavanaugh e Amy Covid Barrett. E fanculo tutti quelli che non hanno votato per Hillary. https://t.co/1Yz16BWutu,it,False,1466146283815460864,2021-11-24 20:44:48+00:00,,"['kavanaugh', 'di', 'twitter', 'evitare', 'italiano', 'quelli', 'fanculo', 'barrett', 'che', 'il', 'tutti', 'imprechero', 'amy', 'non', 'gop', 'covid', 'per', 'hanno', 'hillary', 'carcere', 'brett', 'e', 'votato']"
"@maggieNYT AND covering up that TFG had tested positive for Covid before the debate and his (unmasked) meeting with Gold Star Families? You knew, and said NOTHING?",en,False,1466146282959896576,2021-11-24 20:44:48+00:00,replied_to,"['covering', 'family', 'knew', 'tfg', '?', 'meeting', '(', 'covid', 'tested', 'unmasked', 'star', 'said', 'gold', 'debate', 'positive', ')', 'nothing']"
@tlarry11 @thisisbiblical2 @FreeBeacon @redsteeze So your common sense is telling you people get stopped at the border and are not tested for Covid?,en,False,1466146282653818880,2021-11-24 20:44:48+00:00,replied_to,"['people', 'telling', '?', 'common', 'tested', 'covid', 'stopped', 'border', 'get', 'sense']"
"Marcus Lamb's Daystar TV was granted a loan under the 2020 US Paycheck Protection Program (PPP) to help pay employees' salaries during the COVID-19 pandemic and received $3.9 million.
After receiving the funds the church purchased a 14-seat Gulfstream V aircraft worth $9 million.",en,False,1466146282519498753,2021-11-24 20:44:48+00:00,replied_to,"['purchased', 'v', 'receiving', 'gulfstream', 'worth', 'tv', '2020', '9', 'seat', 'million', ')', 'loan', ""'"", 'ppp', '$', 'salary', 'received', 'employee', 'church', 'u', 'program', 'covid', 'pandemic', 'marcus', 'daystar', ""'s"", 'granted', '19', 'protection', 'aircraft', 'pay', '(', 'fund', 'help', '3', '14', 'lamb', 'paycheck']"
"'punch drunk
A term used to describe someone behaving in a bewildered, confused, or dazed manner from having been physically, mentally or emotionally punched'This is the mind-F..no science employed just  speculation from multiple angles..step back breathe 
https://t.co/Zg3KdBOGfR",en,False,1466146281449922562,2021-11-24 20:44:47+00:00,,"['used', 'breathe', 'term', 'angle', ""'punch"", 'emotionally', 'science', 'speculation', 'behaving', 'confused', 'mind', 'multiple', 'manner', 'f', 'someone', 'mentally', 'drunk', ""punched'this"", 'dazed', 'bewildered', 'describe', 'step', 'employed', 'physically', 'back']"
@AdamJMatlock Time for your 16th Flu - I mean Covid booster shot!,en,False,1466146280313430016,2021-11-24 20:44:47+00:00,replied_to,"['16th', 'mean', 'booster', 'shot', '!', 'time', 'covid', 'flu']"
@MariaCorinaYA Se jodió el Covid,es,False,1466146278748966930,2021-11-24 20:44:47+00:00,replied_to,"['se', 'jodio', 'el', 'covid']"
"@dnatweets @ParcWesserling La France est un musée, dommage #Covid_19 bloque 🤔",fr,False,1466146278363045892,2021-11-24 20:44:47+00:00,replied_to,"['musee', 'un', '19', 'la', 'bloque', 'france', 'dommage', 'est']"
En un 60% población de 12 a 17 años cuentan con una dosis de vacuna contra el COVID-19 https://t.co/x130g4Idci a través de @rnpy920am @msaludpy,es,False,1466146277641576454,2021-11-24 20:44:46+00:00,,"['un', 'poblacion', 'una', 'vacuna', 'cuentan', 'contra', '19', '17', 'ano', '60', '%', 'dosis', 'en', 'de', 'el', 'covid', '12', 'con']"
"#Destacadas #mujer #públicoFUENTE #Transporte A casi dos años de su aparición, cuatro incertidumbres que aún tenemos sobre el Covid-19. https://t.co/xQ5ovwiKOc. Vía: QPEV https://t.co/IQUvqjnzaG",es,False,1466146275569516548,2021-11-24 20:44:46+00:00,,"['sobre', '19', 'ano', 'tenemos', 'su', 'aparicion', 'cuatro', 'do', 'incertidumbres', 'casi', 'que', 'de', 'el', 'covid', 'aun']"
"Adrenaline, underlying conditions and again, long COVID having detrimental effects on people's respiratory system.",en,False,1466146275078856709,2021-11-24 20:44:46+00:00,replied_to,"['underlying', 'detrimental', 'people', ""'s"", 'adrenaline', 'long', 'system', 'covid', 'condition', 'effect', 'respiratory']"
"Este es el primer caso de COVID 19-variante ÓMICRON; comprobado en 🇺🇸 USA 🇺🇸 (probado en UC-San Francisco) y CDC DE EEUU

@willaxtv @noticiAmerica @Latina_Noticias @canalN_ @atvmasnoticias @noticias_tvperu @exitosape @RPPNoticias @PTV_Noticias @tvperupe 

https://t.co/aDJj34hk3e",es,False,1466146274827251719,2021-11-24 20:44:46+00:00,,"['eeuu', 'omicron', 'cdc', ')', 'en', 'e', 'de', 'tvperu', 'probado', 'variante', 'francisco', 'este', 'comprobado', 'noticias', 'san', 'covid', 'caso', 'usa', '19', '(', 'el', 'primer', 'uc']"
@matheuslaneri Se o biotonico combate a covid meu voto é do Ary,pt,False,1466146274655313920,2021-11-24 20:44:46+00:00,replied_to,"['se', 'meu', 'biotonico', 'combate', 'covid', 'voto', 'ary', 'e']"
@nickshep7777 @CBSNews I don’t view it as a “victory lap” and yes everyone’s death-his included-is a tragedy. But I’m pretty disgusted w/ influential folks who spread damaging lies in the name of my Lord. Not2mention he took Covid relief funds and bought himself a ✈️. Judgement begins in the 🏠 of God,en,False,1466146273384230912,2021-11-24 20:44:45+00:00,replied_to,"['relief', 'w/', 'lie', 'folk', 'death', 'lap', 'damaging', 'victory', 'not2mention', 'tragedy', 'I', 'god', 'included', 'took', 'spread', 'bought', 'disgusted', 'covid', 'name', 'yes', 'judgement', 'pretty', 'view', 'everyone', 'lord', 'fund', 'begin', 'influential']"
"@tvn24 W #Salem trwają obrady nt. #UstawaAborcja. Gorąca dyskusja jak stosy z płonącymi czarownicami. Czy #PiS upiecze dwie pieczenie przy jednym ogniu, i dorzuci kremację masowo umierających na #covid?",pl,False,1466146272872706048,2021-11-24 20:44:45+00:00,replied_to,"['jak', 'pieczenie', 'goraca', 'stosy', 'masowo', 'dorzuci', 'z', 'czarownicami', 'czy', 'przy', 'w', 'trwaja', 'upiecze', 'nt', 'na', 'plonacymi', 'kremacje', 'dyskusja', '?', 'ogniu', 'dwie', 'obrady', 'umierajacych', 'jednym']"
"@tara_stoddard @SykesCharlie Yeah, let’s continue doing the exact same things to fight covid that we’ve been doing for the last two years. How’s that worked out for us? Oh wait…",en,False,1466146272088248320,2021-11-24 20:44:45+00:00,replied_to,"['let', 'wait', 'yeah', '?', 'last', 'two', 'exact', 'year', 'stoddard', 'oh', 'u', 'fight', 'thing', 'covid', 'continue', 'worked']"
"Me sacaron de un grupo de fb de mexas en el extranjero porque alguien preguntó: “¿saben en dónde están poniendo la vacuna del COVID?” y yo contesté: “en el brazo”
🤣🤣🤣🤣 que se vayan ALV, ni quería, yo me caigo muy bien la verdad",es,False,1466146272025399304,2021-11-24 20:44:45+00:00,,"['la', 'saben', 'vayan', 'ni', 'muy', 'brazo', 'bien', 'poniendo', 'mexas', 'fb', 'en', 'de', 'sacaron', 'alv', 'donde', 'un', 'extranjero', 'caigo', 'verdad', 'alguien', 'pregunto', 'que', 'estan', 'covid', 'porque', 'se', 'queria', 'vacuna', 'conteste', 'del', '?', 'grupo', 'el', 'yo']"
"@CryptoGenzo Covid Omicron amerikan borsalarini mahvetti hocam biraz, acaba burayı sert etkiler mi olumsuz",tr,False,1466146271853490182,2021-11-24 20:44:45+00:00,replied_to,"['etkiler', 'amerikan', 'olumsuz', 'hocam', 'omicron', 'sert', 'burayi', 'borsalarini', 'biraz', 'mahvetti', 'acaba', 'mi', 'covid']"
"Marcus Lamb, founder of Christian network Daystar and vaccine opponent, dies after contracting COVID-19 https://t.co/yeL02kVlhQ Ha ha ha",en,False,1466146271526281218,2021-11-24 20:44:45+00:00,,"['daystar', '19', 'dy', 'vaccine', 'lamb', 'founder', 'contracting', 'covid', 'christian', 'opponent', 'marcus', 'network']"
#Covid #Vaccins #PasseSanitaire  #EffetsSecondaires #BigPharma #ConflitsDInteret en une image. https://t.co/7Q1LFh1WiN,fr,False,1466146269785690120,2021-11-24 20:44:45+00:00,,"['en', 'image', 'une']"
"@escoreal2 @Afelia @stefanriesterer Diese Zahlen sind völlig irrelevant, wenn man vergisst dass das Risiko für diese Komplikationen in JEDER Altersgruppe nach der Infektion MASSIV höher ist:

https://t.co/pKFdlp91Vf",de,False,1466146269307494401,2021-11-24 20:44:44+00:00,replied_to,"['hoher', 'sind', 'da', 'altersgruppe', 'irrelevant', 'das', 'zahlen', 'vergisst', 'vollig', 'fur', 'komplikationen', 'jeder', 'wenn', 'massiv', 'diese', 'risiko', 'nach', 'infektion', 'der', 'man', 'ist']"
The same G7 nations which suck up to African nations for mineral and mining rights when it suits their profits think nothing of punishing African nations when it comes to new Covid variants. Go figure. 🤷‍♂️🇿🇦,en,False,1466146268154060807,2021-11-24 20:44:44+00:00,,"['profit', 'variant', 'right', 'african', 'suck', 'come', 'nation', 'think', 'go', 'suit', 'mineral', 'punishing', 'nothing', 'new', 'covid', 'mining', 'figure', 'g7']"
"If either deal finalizes, they would mark the first leases at the mammoth property since the Globe's newsroom moved to downtown Boston in 2017. They would also be among the largest new leases signed in the city since the start of the Covid-19 pandemic.",en,False,1466146267864739843,2021-11-24 20:44:44+00:00,replied_to,"['moved', 'finalizes', 'start', 'since', 'city', 'globe', 'first', 'would', 'also', 'new', '2017', 'mark', 'newsroom', 'deal', 'downtown', 'lease', 'largest', 'covid', 'pandemic', 'signed', 'mammoth', ""'s"", '19', 'either', 'among', 'property', 'boston']"
@GOP Like how Trump tried to infect Biden and gold star families with covid??  Yeah right.,en,False,1466146267671801860,2021-11-24 20:44:44+00:00,replied_to,"['family', 'infect', '?', 'yeah', 'right', 'star', 'biden', 'gold', 'covid', 'like', 'tried', 'trump']"
@NutsSoup @christyb5 @redsteeze meanwhile when Trump had covid they openly rooted for his death,en,False,1466146267403276297,2021-11-24 20:44:44+00:00,replied_to,"['openly', 'death', 'rooted', 'covid', 'meanwhile', 'trump']"
@HeresyYyc @MattsNewWorld Yeah go from COVID riddle Florida or California to a non COVID riddle small town and take em out why don’t ya?,en,False,1466146267289960448,2021-11-24 20:44:44+00:00,replied_to,"['riddle', 'yeah', 'go', 'town', '?', 'california', 'ya', 'non', 'take', 'small', 'covid', 'florida']"
Has to be Covid or the vaccine like it’s never been this many people having cardiac arrests https://t.co/w0371ZYNOy,en,False,1466146267109732369,2021-11-24 20:44:44+00:00,quoted,"['many', 'people', 'cardiac', 'vaccine', 'covid', 'like', 'never', 'arrest']"
@AlbertaLeonidas https://t.co/YFn1dAPqAA,und,False,1466146266606280707,2021-11-24 20:44:44+00:00,replied_to,[]
Are people still getting covid? Lmaoooo that was so 2020 move on already 😂,en,False,1466146266576994305,2021-11-24 20:44:44+00:00,,"['people', 'still', 'move', '?', 'already', '2020', 'covid', 'lmaoooo', 'getting']"
@MartinPeelUK @BellaWallerstei Stick covid where the sun don’t shine And let’s get everything back to normality https://t.co/KVn1iFV8By,en,False,1466146266237349890,2021-11-24 20:44:44+00:00,replied_to,"['let', 'sun', 'stick', 'get', 'everything', 'shine', 'normality', 'u', 'covid', 'back']"
Abla çıkmış hastanede sadece dr mu çalışıyor diyor. Diger sağlık calışalarına da zam istiyor.Pandemi boyunca covid ödemesi alırken yanınızda çalışan işçi umrunuzda olmadı.Bunları söylerken bile bu grubun içine yardımcı personeli dahil etmiyor eminim.Bu kafayla daha çok ... #memur,tr,False,1466146266052759562,2021-11-24 20:44:44+00:00,,"['cok', 'sadece', 'soylerken', 'kafayla', 'bunlari', 'bile', 'dahil', 'isci', 'icine', 'saglik', 'yardimci', 'pandemi', 'diger', 'bu', 'etmiyor', 'zam', 'yaninizda', 'umrunuzda', 'daha', 'mu', 'dr', 'da', 'grubun', 'calisalarina', 'covid', 'calisiyor', 'cikmis', 'calisan', 'olmadi', 'personeli', 'boyunca', 'alirken', 'odemesi', 'eminim', 'istiyor', 'abla', 'diyor', 'hastanede']"
"@robersperanza Anziché ringraziare la scienza e liberarci del COVID una volta x tutte perdiamo tempo in chiacchere, manifestazioni, fantasie varie, bugie, cazzate, ecc... Mah #vaccinatevi_e_basta",it,False,1466146265968910336,2021-11-24 20:44:44+00:00,replied_to,"['la', 'fantasie', 'mah', 'varie', 'anziche', 'chiacchere', 'ringraziare', 'manifestazioni', 'scienza', 'tempo', 'covid', 'perdiamo', 'bugie', 'ecc', 'una', 'del', 'tutte', 'volta', 'liberarci', 'basta', 'cazzate', 'x', 'e']"
"Disappointing that for all the effort we went to keeping us all clear of COVID-19 for so long, that both boys now have it and could only have caught it at school 😔",en,False,1466146264282812430,2021-11-24 20:44:43+00:00,,"['effort', 'disappointing', '19', 'school', 'keeping', 'clear', 'long', 'u', 'caught', 'covid', 'boy', 'could', 'went']"
watching avicii's together for a better day concert reminds me of the day which was 2 years ago before covid,en,False,1466146263951454214,2021-11-24 20:44:43+00:00,,"['together', ""'s"", 'watching', '2', 'reminds', 'year', 'avicii', 'covid', 'day', 'concert', 'ago', 'better']"
Our report for @CBSNews stations on what we know about the first confirmed case of COVID from the Omicron variant detected in San Francisco. https://t.co/cBzdzyEvY7,en,False,1466146262235987969,2021-11-24 20:44:43+00:00,,"['report', 'first', 'omicron', 'station', 'francisco', 'variant', 'confirmed', 'case', 'detected', 'san', 'covid', 'know']"
@macovid2021 @annie61smith4 @RosieGottesman @ChuckCallesto OR…don’t get the shot and move on. People have lived thru the flu and Covid. Let people make a choice.,en,False,1466146261929582592,2021-11-24 20:44:43+00:00,replied_to,"['people', 'thru', 'make', 'let', 'choice', 'move', 'shot', 'covid', 'lived', 'get', 'flu']"
"@Zuquzu @robertgoulet13 @NBCNews I never said I was anti-vax, everyone is just assuming that! All I was stating was I’m sick and tired about hearing about Covid &amp; that EVERYTHING gets blamed on Covid, the gas prices, the grocery increase, the fucking wind blew the wrong way ! Jesus, chill everyone",en,False,1466146260654645251,2021-11-24 20:44:42+00:00,replied_to,"['increase', 'sick', 'price', 'vax', 'grocery', 'jesus', '&', 'never', '!', 'blew', 'everything', 'hearing', 'said', 'way', 'amp', 'assuming', 'I', 'chill', 'that', 'tired', 'covid', 'anti', 'everyone', 'blamed', 'stating', 'get', 'gas', 'wind', 'fucking', 'wrong']"
"@bmsgpk @WolfgangMueckst Das ist UNwissenschaftlich‼️ Prof. von Kries, STIKO: “Bei COVID-Impfung für alle 5-11 jährigen sollten wir sehr sicher sein, dass Risiken deutlich niedriger als der Nutzen sind. Derzeit sind wir das NICHT.“ @WolfgangMueckst #Kinderimpfung https://t.co/sMZsG1U2Sk",de,False,1466146260402987008,2021-11-24 20:44:42+00:00,quoted,"['sehr', 'jahrigen', 'al', 'sind', '5', 'da', 'das', 'alle', '!', 'fur', 'impfung', 'sicher', 'deutlich', 'nutzen', 'von', '11', 'wir', 'kries', 'sollten', 'covid', 'stiko', 'sein', 'risiken', 'bei', 'prof', 'niedriger', 'nicht', 'derzeit', 'der', 'ist', 'unwissenschaftlich']"
"@noneedforgreed @KirstieMAllsopp @BBCNewsnight One took 3-4 months before chest pain on exertion stopped. Then 15 months after we first got covid, we all got covid again.",en,False,1466146259669078019,2021-11-24 20:44:42+00:00,replied_to,"['month', 'first', 'took', 'pain', 'exertion', 'chest', 'covid', 'stopped', 'got', 'one', '4', '3', '15']"
"Έρευνα: Αυξημένος ο κίνδυνος θανάτου μέσα στους επόμενους 12 μήνες, για όσους έχουν περάσει βαριά Covid-19 - https://t.co/1MAqqOd3yS #greece #news https://t.co/f4JqkaEHeK",el,False,1466146259610345481,2021-11-24 20:44:42+00:00,,"['epomenous', 'osous', 'auxemenos', 'menes', 'perasei', 'baria', '19', 'kindunos', 'ekhoun', 'mesa', 'covid', 'stous', 'thanatou', 'ereuna', '12', 'gia']"
"@FrancisDunn77 @patriotsoftoday @theblaze I'd rather get sick from Covid than die of Myocarditis, full stop. Twitter shill.",en,False,1466146257693466633,2021-11-24 20:44:42+00:00,replied_to,"['stop', 'shill', 'would', 'sick', 'die', 'myocarditis', 'covid', 'rather', 'twitter', 'get', 'full', 'I']"
"Republicans: DONT mock antivaxxers who die of COVID, it’s such bad karma!
Also Republicans: mocks Joe Biden’s stutter; mocks trans and nb people; mocks men who are express emotion and parent their children; mocks George Floyd’s dying words……",en,False,1466146257509007368,2021-11-24 20:44:42+00:00,,"['people', 'george', 'floyd', 'child', 'republican', 'emotion', '!', 'nb', 'joe', 'also', 'stutter', 'antivaxxers', 'parent', 'die', 'trans', 'covid', 'dying', ""'s"", 'word', 'karma', 'men', 'mock', 'mock', 'biden', 'express', 'bad']"
"@beverleyturner With few cases, particularly if they are in younger people, it would be early to predict. Also remember South Africa have excess mortality far in excess of reported Covid deaths. So not exactly reliable. https://t.co/5v2ixzqcb6",en,False,1466146256934342660,2021-11-24 20:44:41+00:00,replied_to,"['people', 'reported', 'particularly', 'remember', 'africa', 'would', 'south', 'also', 'exactly', 'younger', 'case', 'covid', 'early', 'mortality', 'excess', 'death', 'far', 'predict', 'reliable']"
New study shows vaccinated health care workers at low risk of transmitting COVID-19 @UCDavisHealth  https://t.co/ZfSK9eKzIa,en,False,1466146256422457346,2021-11-24 20:44:41+00:00,,"['19', 'vaccinated', 'risk', 'show', 'low', 'new', 'worker', 'care', 'covid', 'transmitting', 'health', 'study']"
"Had to figure out a covid related situation. But live now with #Factorio https://t.co/rNBd1VjFvy

Only 6 followers away from our 24hr pie in face giveaway stream! 

#smallstreamers #furry #furrystreamer",en,False,1466146255961088001,2021-11-24 20:44:41+00:00,,"['stream', '24hr', '!', 'pie', 'face', 'situation', 'follower', 'giveaway', '6', 'live', 'covid', 'away', 'related', 'figure']"
Don’t try and tell me all these heart attacks at sporting events and sportsmen collapsing ain’t linked to Covid and the Vaccine #COVID19 #vaccine,en,False,1466146255818698762,2021-11-24 20:44:41+00:00,,"['try', 'attack', 'linked', 'vaccine', 'sportsman', 'sporting', 'event', 'covid', 'collapsing', 'heart', 'tell']"
Daily US Covid Deaths - Distribution from County Data for 2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/7joym0ic2L,en,False,1466146252932857858,2021-11-24 20:44:41+00:00,,"['2021', 'team', 'analytics', '29', 'death', '11', 'daily', 'county', 'data', 'u', 'usafacts', 'covid', 'distribution', 'insight']"
Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmarcies safe. #ONPoli https://t.co/CAdGFIwwwk via @leadnowca,en,False,1466146252685561861,2021-11-24 20:44:40+00:00,,"['testing', 'belong', 'sign', 'symptomatic', 'readily', 'drug', 'keep', 'store', 'ontarians', 'petition', 'free', 'safe', 'covid', 'calling', 'pharmarcies', '19', 'ford', 'accessible', 'doug']"
