possibly_sensitive,lang,tweet_id,text,created_at,type,clean_tweet
False,und,1466160042059649034,"@Ramiro____II
👇👇 https://t.co/pgY5VqQm7c",2021-11-29 21:39:28+00:00,,['ii']
False,en,1466160036527362051,@Johnglennon5 https://t.co/Tw38Y0ibYN Luckily this guy is a medical doctor (a leading cardiologist no doubt) but keep that head in the sand,2021-11-29 21:39:27+00:00,replied_to,[]
False,en,1466160035499851785,"Covid-19 variants may not evolve to be less dangerous, says Neil Ferguson https://t.co/iZMSyLN6nm",2021-11-29 21:39:27+00:00,,"['dangerous', 'say', '19', 'variant', 'ferguson', 'covid', 'may', 'evolve', 'neil', 'le']"
False,en,1466160034220498950,@jimcramer Please don’t show your face in South Philly.  COVID comments are anti-American.  We are circulating petition to Dis-own Kramer. You are definitely not Philly material!!!! Most of Eagles players have already signed!!!,2021-11-29 21:39:26+00:00,replied_to,"['american', 'comment', 'player', 'dis', 'circulating', 'south', 'eagle', 'already', 'anti', '!', 'philly', 'petition', 'please', 'signed', 'show', 'material', 'face', 'kramer', 'covid', 'definitely']"
False,en,1466160033952063488,"I don't believe that.  Those vaccinated can still get and spread covid.  Also, vaccine have very serious side effects that can lead to death. The vaccines were rushed and we are their test.  Some were made before the ""pandemic"", https://t.co/YQUnEzJFpY",2021-11-29 21:39:26+00:00,quoted,"['made', 'pandemic', 'serious', 'effect', 'vaccine', 'lead', 'vaccine', 'vaccinated', 'get', 'also', 'spread', 'side', 'covid', 'test', 'rushed', 'believe', 'still', 'death']"
False,pt,1466160032798621697,"O meu pai nao para de falar do covid claro e já me veio dizer que a nova variante afinal nao vem de África mas sim da Holanda. Digam la que não é incrível que ele procura as merdas para eu nao ter q viajar. Irrita-me ter quase 25 anos e ele ser assim, eu sei o q faço.",2021-11-29 21:39:26+00:00,,"['nova', 'para', 'nao', 'assim', 'faco', 'ano', 'afinal', 'q', 'da', 'e', 'variante', 'procura', 'sim', 'falar', 'que', 'holanda', 'claro', 'irrita', 'africa', 'ja', 'pai', 'ter', 'veio', 'ele', 'vem', 'merdas', 'eu', 'viajar', 'ser', 'digam', 'dizer', 'ma', 'la', 'de', '25', 'meu', 'sei', 'covid', 'incrivel', 'quase']"
False,en,1466160031271985158,Fresh From CNN News European Commission chief calls for discussion on mandatory vaccinations for bloc https://t.co/Xng9OPO2I6,2021-11-29 21:39:26+00:00,,"['vaccination', 'news', 'fresh', 'bloc', 'mandatory', 'european', 'commission', 'cnn', 'discussion', 'call', 'chief']"
False,fr,1466160031108407300,"@Aurelie_Gascon Apparemment ce n'est pas en rapport avec le Covid.

Ils profitent qu'on ait la tête sous l'eau pour nous l'enfoncer encore plus.

Perfect time pour une puterie !",2021-11-29 21:39:26+00:00,replied_to,"['gascon', ""l'enfoncer"", 'puterie', 'nous', ""l'eau"", 'une', 'rapport', ""qu'on"", '!', 'pour', 'perfect', 'en', 'apparemment', 'encore', 'le', 'pa', 'ait', 'time', 'avec', 'ce', 'tete', ""n'est"", 'profitent', 'la', 'sou', 'covid', 'plus', 'il']"
False,en,1466160030156083201,Covid going around the NBA like a groupie 😂 https://t.co/qseWIP7p7N,2021-11-29 21:39:25+00:00,quoted,"['around', 'like', 'nba', 'covid', 'groupie', 'going']"
False,en,1466160029963272202,"@Tommer007 @Michell24126613 @DonnellyStephen It's well known that colds, flu and COVID are viral infections that spread via airborne transmissions so anything that can lessen human spread aerosols will reduce the chances of spreading the infections.  These viruses need human, or maybe animal, bodies to survive.",2021-11-29 21:39:25+00:00,replied_to,"['body', 'airborne', 'aerosol', 'known', 'flu', 'anything', 'lessen', 'chance', 'virus', 'infection', 'via', 'reduce', 'maybe', 'cold', 'viral', 'spreading', 'well', 'transmission', 'spread', 'need', 'covid', 'human', 'animal', 'survive']"
False,en,1466160028126171143,Omicron Detected in Europe Days Before South Africa Reported Variant; FDA Endorses Merck COVID Pill https://t.co/r4W68n9HbI via @democracynow,2021-11-29 21:39:25+00:00,,"['day', 'south', 'pill', 'detected', 'variant', 'covid', 'endorses', 'merck', 'africa', 'reported', 'europe', 'omicron', 'fda']"
False,en,1466160023541886992,@dkrantz11 @Mangan150 No they didn’t!!  Only 3-5% actually died from covid!!  The rest were older with 3-4 severe health issues…👍,2021-11-29 21:39:24+00:00,replied_to,"['not', 'issue', 'severe', '4', 'actually', '%', 'rest', '3', 'covid', '!', 'health', 'died', 'older', '5']"
False,en,1466160023483072517,"@Andy53193328 Oh my. I'll follow the advice of the world's medical experts. People take flu jabs every year for years. If covid needs that I'll do it. Please wake up, the world isn't tricking you here! 🤣🦠",2021-11-29 21:39:24+00:00,replied_to,"['take', 'every', 'follow', 'jab', 'advice', ""'s"", 'expert', 'year', 'year', 'I', 'world', '!', 'wake', 'flu', 'please', 'tricking', 'people', 'medical', 'here', 'covid', 'oh', 'need']"
False,en,1466160022707187713,Amnesty's statement on increasing access to the Covid-19 vaccine.,2021-11-29 21:39:24+00:00,,"['statement', 'vaccine', 'increasing', '19', 'covid', 'access', ""'s"", 'amnesty']"
False,es,1466160021910216717,"Todos anti vacunas, pero bien que harían la fila a las 4 am en las clínicas de la embajada americana por que es requisito para obtener una residencia 🙄 o no vayamos lejos, la fila para entrar al estadio después de decir que se cuiden del COVID! 😐",2021-11-29 21:39:23+00:00,,"['para', 'se', 'despues', 'clinicas', 'al', 'la', 'todos', 'americana', 'pero', 'una', 'que', 'decir', 'cuiden', 'vacunas', 'obtener', 'anti', '!', 'del', 'lejos', 'en', 'e', 'harian', 'vayamos', 'filum', 'residencia', 'embajada', 'requisito', '4', 'la', 'de', 'covid', 'estadio', 'entrar', 'bien', 'por']"
False,en,1466160021130129413,"Forced to get vaccine to remain on lung transplant list, 49 yr COVID survivor dies after 2nd Moderna shot - LifeSite https://t.co/f2hSWwFiOt",2021-11-29 21:39:23+00:00,,"['lung', 'transplant', 'yr', 'vaccine', 'remain', 'get', 'list', '49', 'survivor', 'shot', 'covid', 'moderna', 'dy', 'forced', '2nd', 'lifesite']"
False,en,1466160019926364172,"@AmodyMarc @VisceraEater @HashmiMohi @tzimtzum89 @davidmedinaofa And yet somehow, mask use has been shown to cut infections.  Not 100%, but it does make a significant difference, according to a global study. https://t.co/RUrgFQS0yc",2021-11-29 21:39:23+00:00,replied_to,"['according', 'cut', 'make', '%', 'global', 'mask', '100', 'significant', 'infection', 'study', 'shown', 'somehow', 'use', 'yet', 'difference']"
False,en,1466160019062374404,@MikeReiss @FieldYates Where is the supposed digger on the covid list?? That’s why you shouldn’t speculate before knowing for sure.,2021-11-29 21:39:23+00:00,replied_to,"['speculate', 'supposed', 'list', 'knowing', 'covid', 'sure', '?', 'digger']"
False,es,1466160018655526922,Cuadriplicamos los casos de covid en un día pero los estadios siguen llenos 🤣,2021-11-29 21:39:23+00:00,,"['llenos', 'en', 'dia', 'cuadriplicamos', 'pero', 'los', 'de', 'covid', 'siguen', 'estadios', 'un', 'casos']"
False,fr,1466160017971691525,"@strixbubo @Karolien1231 Les #vaccins ne protègent pas des cas graves, ce sont les #mutants  #covid19 affaiblis qui prennent le dessus
Le problème est qu’on les empêche de se diffuser, c’est grâce à ces mutants que les hôpitaux sont moins remplis
https://t.co/z85nJFSyZs",2021-11-29 21:39:22+00:00,replied_to,"['graf', ""c'est"", 'de', 'se', 'diffuser', 'qui', 'mutant', 'hopitaux', 'sont', 'que', ""qu'on"", 'est', 'protegent', 'ne', 'empeche', 'prennent', 'grace', 'remplis', 'le', 'pa', 'ca', 'ce', 'le', 'dessus', 'moins', 'de', 'affaiblis', 'probleme', 'ce']"
False,en,1466160016939831296,#COVID19 Update 88: #Splatsin Health Services is holding vaccine clinics on December 8-10 to administer booster shots and the children's vaccine for ages 5-11. Read or watch the update here: https://t.co/9VJemWM5dA,2021-11-29 21:39:22+00:00,,"['11', '88', 'vaccine', '10', 'december', 'watch', ""'s"", 'booster', 'shot', 'administer', 'holding', '8', 'service', 'health', '5', 'age', 'update', 'read', 'clinic', 'child']"
False,en,1466160015652364289,"Oh boy, I looked into this and the woman seems very unwell. Claims he was poisoning her water, that he is responsible for the COVID-19 lockdown to stop her from leaving the country, and he used hypnotism on her friends &amp; family turning them against her. https://t.co/CSv3zKNUui",2021-11-29 21:39:22+00:00,quoted,"['lockdown', 'leaving', 'woman', 'amp', 'hypnotism', 'used', 'looked', 'claim', 'friend', 'country', 'poisoning', '&', 'boy', 'responsible', 'turning', 'seems', 'family', 'unwell', '19', 'covid', 'oh', 'stop', 'water']"
False,en,1466160015031549960,@SnowzzYT_ @MarkCAFCSE7 @PaulOMahony5 He hasn’t had the vaccine though. Could just as well be an effect of COVID.,2021-11-29 21:39:22+00:00,replied_to,"['could', 'vaccine', 'well', 'though', 'covid', 'effect']"
False,it,1466160014746435591,"Real, che covid, che gente, che madre todo https://t.co/nGNKirRHPG",2021-11-29 21:39:22+00:00,,"['madre', 'real', 'todo', 'covid', 'gente', 'che']"
False,en,1466160014473764866,"@BBCNews Sajid's thinking: ""F**k the hospitals! I wanted to be the only one wearing a high res jacket and safety hat here today. That prat always has to upstage everyone with his dressing up. Look at him, grinning with self-satisfaction, like a nursery kid."" 
https://t.co/OhoDXckip1",2021-11-29 21:39:22+00:00,replied_to,"['re', 'self', 'one', 'look', 'prat', 'k', ""'s"", 'wearing', 'wanted', 'always', 'sajid', 'kid', '!', 'grinning', 'nursery', 'dressing', 'hat', 'like', 'hospital', 'today', 'safety', 'everyone', '*', 'satisfaction', 'upstage', 'jacket', 'thinking', 'f', 'high']"
False,it,1466160013488148486,@Myrdrwin @MyabZ @borghi_claudio E il covid pure,2021-11-29 21:39:21+00:00,replied_to,"['e', 'il', 'pure', 'covid', 'claudio']"
False,en,1466160013068709888,"For anyone who doesn't think Nurses are getting burnt because staffing shortages, this is for you. I am at tail end of covid Pneumonia. I just got next weeks schedule. Scheduled 7 out of 7 days. (Not considered contagious as of tomorrow) So much for that AND reminded of booster",2021-11-29 21:39:21+00:00,,"['7', 'next', 'pneumonia', 'contagious', '(', 'reminded', 'booster', 'burnt', 'day', 'nurse', 'staffing', 'got', 'getting', 'end', 'week', ')', 'tail', 'scheduled', 'considered', 'schedule', 'shortage', 'anyone', 'much', 'tomorrow', 'covid', 'think', 'not']"
False,en,1466160009981665290,"@NickFerrariLBC Nick, you’re a great broadcaster but you are wrong on this one. 

77% of Covid hospitalisations are overweight, not to mention the other health issues that obesity brings, all costing NHS money to treat. 

Let him who is without sin cast the first stone.",2021-11-29 21:39:20+00:00,replied_to,"['great', 'let', 'one', 'sin', 'nick', 'overweight', 'hospitalisation', 'health', 'mention', '77', 'issue', 'cast', 'wrong', 'broadcaster', 'brings', 'first', 'without', 'stone', 'obesity', '%', 'treat', 'covid', 'money', 'nh', 'costing']"
False,en,1466160007897100291,Tested positive for Covid. I'm vaccinated but do feel like shit. Wouldn't recommend,2021-11-29 21:39:20+00:00,,"['would', 'shit', 'I', 'tested', 'vaccinated', 'like', 'feel', 'recommend', 'covid', 'positive']"
False,en,1466160007469322243,How many more years are we going to waste with Covid. Just lost 2 years of my life.,2021-11-29 21:39:20+00:00,,"['year', 'waste', 'many', '2', 'life', 'covid', 'lost', 'going']"
False,es,1466160006806519808,"El actual brote de coronavirus (COVID-19) fue notificado por primera vez en Wuhan, China, el 31 de diciembre de 2019. A casi 2 años que el mundo a cambiado..
#COVID19 
https://t.co/PwJeNJUb9P https://t.co/T1gekCyGes",2021-11-29 21:39:20+00:00,,"['notificado', '2019', 'coronavirus', '31', 'ano', 'mundo', 'china', '(', 'el', 'casi', 'que', 'vez', 'brote', 'en', ')', 'wuhan', 'cambiado', 'fue', 'primera', 'actual', '19', '2', 'de', 'diciembre', 'covid', 'por']"
False,en,1466160005988638720,Stocks roar higher as traders park COVID and Fed jitters - Reuters https://t.co/958yvMpsoU via @GoogleNews,2021-11-29 21:39:20+00:00,,"['roar', 'jitter', 'trader', 'covid', 'stock', 'park', 'higher', 'reuters', 'fed']"
False,en,1466160005711806468,@gladiz_xcvii @AmericanAir I won't expose others or myself to COVID to save the money but how many people do? How many people don't have a choice because the trip is necessary and they can't afford to buy tickets twice?,2021-11-29 21:39:19+00:00,replied_to,"['buy', 'do', 'twice', 'others', 'save', 'many', 'trip', 'afford', 'can', 'expose', '?', 'ticket', 'people', 'xcvii', 'choice', 'covid', 'money', 'necessary', 'not']"
False,und,1466160005112111105,@ABrownnw7 https://t.co/AX9nD7NYhj,2021-11-29 21:39:19+00:00,replied_to,[]
False,nl,1466160004814282758,"Patiënten die zich presenteren met toegenomen blauwe plekken, in de setting van recente COVID-19 vaccin toediening, moeten worden gescreend op vaccin geïnduceerde trombocytopenie (VITT) https://t.co/LHjVAAo83K",2021-11-29 21:39:19+00:00,,"['trombocytopenie', 'setting', 'geinduceerde', 'zich', '(', 'toediening', 'recente', 'presenteren', 'toegenomen', 'van', 'op', 'worden', ')', 'patienten', 'blauwe', 'gescreend', 'die', '19', 'de', 'vitt', 'moeten', 'met', 'covid', 'vaccin', 'plekken']"
False,en,1466160004768141328,"the joys of being in a Students’ Union, calling for necessary COVID safety measures and being met with abuse from ‘adults’😃🤩",2021-11-29 21:39:19+00:00,,"['union', 'measure', 'student', ""'"", 'joy', 'covid', 'met', 'abuse', 'safety', 'calling', ""'adults"", 'necessary']"
False,en,1466160002473893891,"How much of the money NJ people need, you casually &amp; randomly give away to foreign governments? It makes no sense what Congress and the Senate debate in DC, and you just give our money for free to foreign governments! You haven’t even done a covid virus investigation in NJ! https://t.co/Xt0eByh0yw https://t.co/RQ1DkUakAr",2021-11-29 21:39:19+00:00,quoted,"['dc', 'amp', 'randomly', 'government', 'away', 'virus', 'investigation', 'free', '!', 'casually', '&', 'senate', 'make', 'foreign', 'congress', '?', 'give', 'people', 'done', 'much', 'nj', 'debate', 'even', 'need', 'covid', 'sense', 'money']"
False,en,1466160000410267656,"@BorisJohnson Quote ""Sigh of relief in South Africa as Omicron variant appears to be ‘super mild‘ mutation with Covid death rate not jumping""",2021-11-29 21:39:18+00:00,replied_to,"['appears', 'quote', 'sigh', ""'super"", 'mild', 'mutation', 'south', 'rate', 'jumping', ""'"", 'variant', 'covid', 'relief', 'africa', 'death', 'omicron']"
False,en,1466160000397725722,My husband is getting his covid booster and he just texted me a photo of a lady in the waiting area of Rite Aid with her pet PARROT lmfao,2021-11-29 21:39:18+00:00,,"['parrot', 'texted', 'rite', 'aid', 'photo', 'lady', 'husband', 'pet', 'covid', 'area', 'lmfao', 'waiting', 'booster', 'getting']"
False,es,1466160000343191552,"Visitamos la Empresa Agropecuaria La Cuba. Sus resultados #Económicos están afectando por el bloqueo,  la COVID-19 y la falta de insumos pero existe voluntad y compromiso de los trabajadores para superar los obstáculos. @UlisesGuilarte @DiazCanelB @DrRobertoMOjeda @AlejandroGilF https://t.co/LItQjuPubV",2021-11-29 21:39:18+00:00,,"['visitamos', 'resultados', 'para', 'cuba', 'el', 'afectando', 'pero', 'compromiso', 'falta', 'estan', 'sus', 'bloqueo', 'obstaculos', 'empresa', 'agropecuaria', 'trabajadores', '19', 'los', 'la', 'de', 'covid', 'existe', 'insumos', 'voluntad', 'superar', 'por']"
False,en,1466159999592251399,"@AugustStarlight @YourAlberta @ab_vax If your mom is in #Calgary and she fits one of the categories, she could drop in to one of the mobile #covid19 clinics   https://t.co/Ef03PnsaGl",2021-11-29 21:39:18+00:00,replied_to,"['could', 'mobile', 'vax', 'clinic', 'one', 'fit', 'drop', 'mom', 'category']"
False,en,1466159998954737664,"We still ended up having to pick between him and Trump and for what? More COVID deaths, less stimulus, no UBI, UHC, or any of the things Biden actually promised. Just a lot of hand wringing, war mongering and oh yes, we still have concentration camps full of migrant kids.",2021-11-29 21:39:18+00:00,replied_to,"['promised', 'actually', 'mongering', 'still', 'thing', 'wringing', 'full', 'what', 'biden', 'yes', 'ended', 'lot', 'stimulus', 'camp', 'ubi', 'uhc', 'war', 'pick', '?', 'kid', 'trump', 'concentration', 'migrant', 'death', 'hand', 'covid', 'oh', 'le']"
False,pl,1466159998845833231,"@Joanna_Czarna Tak jest. To straszenie ludzi w TV zabija chorych.Każdy boi sie iść do lekarza zrobić testy bo zabetonuja człowieka w domu i jego  rodzinę..
#Znieść kwarantanne 
#zacząć normalnie leczyc 
#stosować wszystkie leki które się sprawdzały przy covid 
#I przestać o tym pierdolic w TV",2021-11-29 21:39:18+00:00,replied_to,"['straszenie', 'lekarza', 'leki', 'przestac', 'isc', 'w', 'tak', 'tym', 'wszystkie', 'jego', 'rodzine', 'czlowieka', 'zabetonuja', 'przy', 'normalnie', 'boi', 'tv', 'zabija', 'kazdy', 'sie', 'sprawdzaly', 'testy', 'zrobic', 'chorych', 'domu', 'leczyc', 'pierdolic', 'czarna', 'ktore', 'ludzi', 'covid', 'kwarantanne', 'bo', 'jest']"
False,es,1466159998388641795,"Lo dijo la Presidenta del FMI,recuérdenlo. Sobran viejos.
¿La solución pueden ser las vacunas?¿ El covid u otras pandemias?
Sin cotizantes las pensiones son inviables en cualquier Estado. Piénsenlo
A veces la realidad supera la ficción.",2021-11-29 21:39:18+00:00,replied_to,"['pandemias', 'la', 'sin', 'supera', 'pueden', 'el', 'sobran', 'otras', 'dijo', 'vacunas', 'solucion', 'del', 'inviables', 'en', 'ficcion', 'presidenta', 'son', 'lo', 'pensiones', 'estado', 'recuerdenlo', '?', 'viejos', 'ser', 'realidad', 'fmi', 'la', 'cualquier', 'covid', 'veces', 'piensenlo', 'cotizantes']"
False,fr,1466159998363439107,"Le bled c'est vrm un autre monde
Vous savez que depuis que j'suis venu ici j'ai vu personne mettre le masque ?? On dirait que le covid n'a jamais existé quel bonheur",2021-11-29 21:39:18+00:00,,"[""c'est"", 'dirait', ""j'ai"", 'venu', 'vous', ""j'suis"", 'n', 'depuis', 'que', 'bled', 'bonheur', 'un', 'monde', 'autre', 'personne', 'vu', 'quel', ""'"", 'le', 'vrm', '?', 'jamais', 'savez', 'ici', 'mettre', 'masque', 'covid', 'existe', 'a']"
False,en,1466159995016339476,"@De_Grutte_Pier @usehead_heart @EliPajuelo @MarkFriesen08 For example:

https://t.co/yN6xCx4jMn https://t.co/evLuCN6BC2",2021-11-29 21:39:17+00:00,replied_to,"['heart', 'pier', 'grutte', 'example']"
False,fr,1466159994731208718,"@dupontaignan Quant à la République Dominicaine, elle a rendu la vaccination obligatoire pour se rendre dans des lieux fermés et emprunter les transports publics. 
https://t.co/cKbpHeUBRP",2021-11-29 21:39:17+00:00,replied_to,"['emprunter', 'de', 'republique', 'se', 'vaccination', 'et', 'obligatoire', 'elle', 'quant', 'dans', 'transport', 'lieux', 'pour', 'fermes', 'public', 'rendre', 'le', 'dominicaine', 'la', 'rendu']"
False,en,1466159992377991169,"This needs more attention: ""The HPV vaccine and the measles/mumps/rubella (MMR) shot are two-dosers; the vaccines that block hepatitis B use three shots; the diphtheria/tetanus/acellular pertussis (DTaP) vaccine uses five, and that’s all before boosts.""

https://t.co/RHXTdUjIiH",2021-11-29 21:39:16+00:00,,"['vaccine', 'attention', 'shot', '(', 'shot', 'three', 'vaccine', 'measles/mumps/rubella', 'five', 'dosers', 'need', 'use', 'pertussis', 'mmr', ')', 'block', 'two', 'dtap', 'diphtheria/tetanus/acellular', 'hpv', 'boost', 'us', 'hepatitis', 'b']"
False,en,1466159992235511817,"@jamienaylor No, I agree. If we wouldn’t have witnessed what happened at the Euro’s I think we’d still be hearing less or next to nothing about these medical emergencies too. I learned CPR in the early 00s, cardiac arrests unfortunately happen and did so pre covid to boot.",2021-11-29 21:39:16+00:00,replied_to,"['would', 'next', 'cpr', 'pre', 'still', ""'s"", 'cardiac', 'happen', 'arrest', 'unfortunately', 'euro', 'learned', 'emergency', 'boot', '00s', 'happened', 'medical', 'witnessed', 'agree', 'early', 'covid', 'nothing', 'hearing', 'think', 'le']"
False,en,1466159992147304451,"@LovinskiPaula @BillKristol TRUMP SHOULD BE SUBPOENAED TO TESTIFY UNDER OATH BEFORE CONGRESS WITH RESPECT TO HAVING COVID

TRUMP IS GUILTY OF HAVING COVID UNTIL PROVEN INNOCENT OF HAVING COVID

TRUMP SHOULD BE FORCED TO PROVE HIS ASSERTION.  HIS ACCUSERS DON'T NEED TO PROVE HE HAD COVID",2021-11-29 21:39:16+00:00,replied_to,"['subpoenaed', 'guilty', 'oath', 'assertion', 'trump', 'respect', 'innocent', 'accuser', 'need', 'covid', 'prove', 'proven', 'forced', 'congress', 'testify']"
False,en,1466159990931345408,Instagram Auto-Income 2021 (COVID-19 approved!) – Join Now – Make Money – ProfitsGram https://t.co/Pzo9Rlbr3B,2021-11-29 21:39:16+00:00,,"['instagram', 'profitsgram', 'make', ')', '19', 'approved', 'covid', 'join', 'money', '!', 'auto', '(', '2021', 'income']"
False,en,1466159990037790720,"Maybe it’s time for the WH to start daily COVID briefings. Because if the Delta Variant is allowed to mutate unchecked, it may become a vaccine-proof strain. Then we’re back to square one, lockdowns, and a new vaccine for 300M people.07",2021-11-29 21:39:16+00:00,,"['300m', 'vaccine', '07', 'one', 'may', 'mutate', 'proof', 'square', 'start', 'briefing', 'new', 'back', 'lockdown', 'become', 'maybe', 'delta', 'time', 'strain', 'people', 'wh', 'allowed', 'unchecked', 'daily', 'covid', 'variant']"
False,es,1466159989593034752,"Compartimos puntos de vacunación móviles #Covid_19 para mañana jueves 2 de diciembre en las comunas de Copiapó y Vallenar. 

#YoMeVacuno✌️ https://t.co/2GwQ2mQGXB",2021-11-29 21:39:16+00:00,,"['vacunacion', 'para', 'puntos', 'en', 'vallenar', 'copiapo', '19', '2', 'de', 'la', 'diciembre', 'compartimos', 'manana', 'jueves', 'moviles', 'comunas']"
False,fr,1466159989169532931,"Le Scientifique chimiste et spécialiste européen de l’hydroxyde de graphène, Andreas Noak, a été assassiné après la publication de cette vidéo, qui prouve que les vaccins COVID sont des armes biologiques de destruction massive.
https://t.co/czT0tT2md9",2021-11-29 21:39:16+00:00,,"['cette', 'armes', 'de', 'vaccins', 'graphene', 'specialiste', 'et', 'chimiste', 'massive', 'qui', 'noak', 'publication', 'sont', ""l'hydroxyde"", 'que', 'scientifique', 'europeen', 'destruction', 'prouve', 'biologiques', 'le', 'andreas', 'le', 'la', 'de', 'covid', 'ete', 'assassine', 'video', 'apres']"
False,it,1466159988724965381,«Il piano pandemico valido per il Covid». Le carte inchiodano il ministro Speranza https://t.co/oObBrq156D,2021-11-29 21:39:15+00:00,,"['il', 'speranza', '<', '>', 'inchiodano', 'le', 'ministro', 'carte']"
False,en,1466159988485804035,"@C05percent @RatingsWord @atouchofsense Hold on I'm getting confused..

You said you only know one person who had died of covid but you are adamant they didn't he died of a heart attack and covid wasn't listed on his death certificate either so I'm not sure what you are getting at as it wasn't a covid death. https://t.co/4pYnxWwCwm",2021-11-29 21:39:15+00:00,replied_to,"['certificate', 'I', 'adamant', 'listed', 'sure', 'either', 'one', 'death', 'heart', 'attack', 'said', 'covid', 'know', 'confused', 'hold', 'died', 'person', 'getting']"
False,es,1466159987747659778,Diciembre inició sin fallecidos por COVID-19 en Uruguay; hay 272 casos nuevos https://t.co/k50mVzT1LD,2021-11-29 21:39:15+00:00,,"['en', '272', 'inicio', '19', 'uruguay', 'diciembre', 'nuevos', 'sin', 'covid', 'fallecidos', 'hay', 'casos', 'por']"
