text,possibly_sensitive,created_at,lang,tweet_id,type,clean_tweet
"Movies watched since last update:
Black Widow 
A Secret Love
Passing 
The Guernsey Literary and Potato Peel Pie Society 
Tangled 
Shang-Chi and the Legend of the Ten Rings 
Ghostbusters: Afterlife 
King Richard 
My brief thoughts: 
https://t.co/pmi162WNtD https://t.co/yQGRRolpEA",False,2021-11-29T02:38:10.000Z,en,1465148046791135240,,"['society', 'ten', 'brief', 'secret', 'peel', 'afterlife', 'movie', 'shang', 'chi', 'king', 'widow', 'love', 'since', 'passing', 'literary', 'potato', 'guernsey', 'richard', 'pie', 'thought', 'black', 'watched', 'legend', 'update', 'last', 'ghostbusters', 'tangled', 'ring']"
Other marvel fans probably thinking I’m stupid of something with the way I show up to every new movie wearing only black widow merch,False,2021-11-29T02:37:50.000Z,en,1465147964192604166,,"['marvel', 'probably', 'way', 'wearing', 'movie', 'something', 'I', 'black', 'fan', 'show', 'new', 'widow', 'merch', 'stupid', 'every', 'thinking']"
black widow is dead,False,2021-11-29T02:37:42.000Z,en,1465147931607007232,,"['widow', 'dead', 'black']"
"@tim_tim626 @tonygoldmark @adlerj Yeah, but I honestly feel like the oft-maligned Hulk and Black Widow relationship in Age of Ultron moved me more than Maguire and Dunst did.

In fact, most of the stuff inbetween the superhero stuff of the Raimi movies felt like filler.",False,2021-11-29T02:37:31.000Z,en,1465147883322175495,replied_to,"['moved', 'maligned', 'ultron', 'inbetween', 'dunst', 'honestly', 'movie', 'fact', 'felt', 'yeah', 'widow', 'age', 'hulk', 'raimi', 'like', 'filler', 'black', 'feel', 'stuff', 'superhero', 'maguire', 'oft', 'relationship', 'tim626']"
@SakuraEra1 BLACK WIDOW,False,2021-11-29T02:36:09.000Z,en,1465147542803419140,replied_to,"['widow', 'black']"
Black Widow https://t.co/Uj40oWytIt #BlackWidow,False,2021-11-29T02:35:16.000Z,en,1465147318471217160,,"['widow', 'black']"
Avengers - Black Widow - The More You Ruv Someone: https://t.co/J0LHtRNaOs,False,2021-11-29T02:34:00.000Z,en,1465147001553973248,,"['avenger', 'widow', 'ruv', 'someone', 'black']"
"@Leucanthemummax Demi apa suka juga ca scarlett johansoon black widow? Natasah romanoff please chef kiss. Anyway, aku juga gtu loh wendy doang yg netep wkwk dari wendy, ngepoin bw, taylor swift, hosplay wkwkw.",False,2021-11-29T02:33:53.000Z,in,1465146968359899144,replied_to,"['aku', 'bw', 'swift', 'demi', 'johansoon', 'anyway', 'ca', 'scarlett', 'doang', 'apa', 'chef', 'netep', 'widow', 'kiss', 'hosplay', 'romanoff', 'ngepoin', 'wendy', 'wkwkw', 'black', 'wkwk', '?', 'natasah', 'please', 'juga', 'gtu', 'yg', 'loh', 'suka', 'dari', 'taylor']"
Black widow te amo,False,2021-11-29T02:33:18.000Z,en,1465146825044807691,,"['widow', 'te', 'amo', 'black']"
vou ver black widow ba noite,False,2021-11-29T02:32:22.000Z,en,1465146588930715650,,"['ba', 'ver', 'vou', 'widow', 'black', 'noite']"
"@JD0892 I have never seen the first Cap’n movie all the way through (tried 3 separate times), Black Widow was…uninspiring….FaWS I had to force myself to watch and now fell asleep to Hawkeye twice already…",False,2021-11-29T02:29:53.000Z,en,1465145965308907523,replied_to,"['way', 'asleep', 'cap', 'movie', 'seen', 'watch', '(', 'hawkeye', 'force', 'first', 'uninspiring', ""'"", ')', 'widow', 'never', 'already', 'black', '3', 'n', 'time', 'tried', 'twice', 'faws', 'separate', 'fell']"
"Against all odds, Hawkeye is entertaining through 2 episodes. I expected the show to be worse than Black Widow but it’s got something cooking so far and hasn’t really revealed anything",False,2021-11-29T02:28:27.000Z,en,1465145604020002817,,"['odds', 'something', 'cooking', 'really', 'worse', '2', 'black', 'show', 'widow', 'episode', 'anything', 'hawkeye', 'expected', 'far', 'entertaining', 'revealed', 'got']"
"@itsellajay @MickieJames @Boot2theface @REALLiSAMARiE @Blacky19821 Even in an alternate universe, You ain’t ready for The Black Widow to return to the impact zone. 😈🕸🕷😆",False,2021-11-29T02:27:51.000Z,en,1465145451120836610,replied_to,"['return', 'zone', 'ready', 'alternate', 'black', 'widow', 'universe', 'impact', 'even']"
"BLACK WIDOW 2001, ISSUE 1 https://t.co/hbzKAjMqnT",False,2021-11-29T02:27:24.000Z,en,1465145339854217229,,"['1', 'issue', 'widow', 'black', '2001']"
@moviemenfes OTWWWWWWWWW NONTON kemarin malem aku nonton black widow soalnya,False,2021-11-29T02:24:50.000Z,in,1465144690865422337,replied_to,"['kemarin', 'aku', 'soalnya', 'nonton', 'otwwwwwwwww', 'black', 'widow', 'malem']"
// black widow takes place before the events of infinity war! :) https://t.co/FXjrc009My,False,2021-11-29T02:24:48.000Z,en,1465144683651387394,quoted,"[')', '//', 'infinity', 'widow', 'black', '!', 'place', 'war', 'take', 'event']"
|| can someone explain to me how tf yelena is supposed to be 27/28 in black widow and 32/33 in hawkeye??? https://t.co/jr4diczw0q,False,2021-11-29T02:24:11.000Z,en,1465144531008081926,,"['explain', 'yelena', 'tf', 'supposed', '32/33', 'black', 'widow', 'someone', '?', '||', 'hawkeye', '27/28']"
"@4RYEDIAZ cruella
cong vs. godzilla
after series
black widow",False,2021-11-29T02:23:32.000Z,en,1465144366670909445,replied_to,"['cruella', 'black', 'widow', 'cong', 'series', 'v', 'godzilla']"
oh shit i recognize this bitch from black widow,False,2021-11-29T02:21:39.000Z,en,1465143892722999313,replied_to,"['bitch', 'oh', 'black', 'recognize', 'widow', 'shit']"
Watching Black Widow finally because....why the hell not. Somehow it feels cathartic.,False,2021-11-29T02:19:32.000Z,en,1465143358473453571,,"['somehow', 'feel', 'hell', 'widow', 'black', 'cathartic', 'watching', 'finally']"
"Black Widow (2021)

Siento que no le dieron el valor que se merecía a esta película. Scarlett estuvo INMENSA y nos presentaron a un personajon que se viene y es Yelenna. Estoy LISTA. Tuve sentimientos encontrados por Black Widow mal ❤️😭❤️😭❤️😭 https://t.co/lGXPLXUaVc",False,2021-11-29T02:19:16.000Z,es,1465143290521481216,replied_to,"['inmensa', 'que', 'el', 'presentaron', 'se', '(', 'le', 'tuve', 'scarlett', 'siento', ')', 'estoy', 'widow', 'lista', 'e', 'un', 'sentimientos', 'encontrados', 'black', 'dieron', 'pelicula', 'no', 'viene', 'yelenna', 'merecia', 'estuvo', 'valor', '2021', 'por', 'mal', 'esta', 'personajon']"
"No había tenido la oportunidad de ver Black Widow, hasta hoy. 🥺",False,2021-11-29T02:18:05.000Z,es,1465142993741045782,,"['tenido', 'oportunidad', 'hoy', 'de', 'ver', 'hasta', 'black', 'widow', 'habia', 'la']"
"2021 mcu movies personal opinions rn

1. Shang-Chi 10/10, self explanatory, sick ass fights, great story and amazing cgi

2. Black Widow 7/10, great close quarter fights, cgi looked pretty bad towards the end, good outfits and taskmaster was handled ok
(cont)",False,2021-11-29T02:14:55.000Z,en,1465142197716766728,,"['outfit', 'as', 'amazing', 'quarter', 'movie', 'shang', 'close', '(', 'self', 'chi', 'bad', 'sick', 'fight', 'explanatory', ')', 'widow', 'personal', '1', 'cgi', 'mcu', 'towards', 'rn', 'opinion', 'black', 'cont', 'handled', 'pretty', 'great', 'story', '2021', 'good', 'ok', 'looked', '2', 'taskmaster', 'end', '7/10', '10/10']"
Finished reading @79SemiFinalist Black Widow Vo1.  So far it a really good story and very different take for Natasha . I love it,False,2021-11-29T02:14:41.000Z,en,1465142139197833222,,"['finished', 'vo1', 'different', 'reading', 'good', 'take', 'really', 'widow', 'black', 'love', 'natasha', 'far', 'story']"
"Finally got around to watching black widow, I’m sad now",False,2021-11-29T02:14:20.000Z,en,1465142049586528265,,"['I', 'sad', 'black', 'widow', 'watching', 'finally', 'got', 'around']"
"@NOTSpawnOfVenom Captain America
Iron Man
Thor
Hulk
Black Widow
Hawkeye
Ant-Man
Wasp
Black Panther
Doctor Strange
and The Maximoff Twins",False,2021-11-29T02:13:33.000Z,en,1465141853456642051,replied_to,"['america', 'man', 'thor', 'doctor', 'ant', 'wasp', 'black', 'widow', 'panther', 'strange', 'captain', 'hawkeye', 'hulk', 'iron', 'twin', 'maximoff']"
Si esta bien peorcita la película de Black Widow... https://t.co/eYS8zpEowO,False,2021-11-29T02:12:56.000Z,es,1465141697973784578,,"['bien', 'de', 'peorcita', 'esta', 'black', 'widow', 'si', 'pelicula', 'la']"
https://t.co/97L2oSlujk Widow&amp;avatar=6 https://t.co/nZix1b644s,False,2021-11-29T02:12:41.000Z,en,1465141633796562947,,[]
black widow is for the ugly ones actually. and cw didn’t divide the fandom lmao https://t.co/3gDEDNTEMT,False,2021-11-29T02:11:32.000Z,en,1465141347258494982,quoted,"['ugly', 'actually', 'one', 'lmao', 'divide', 'widow', 'black', 'cw', 'fandom']"
@glassbottommeg @GameDesignDan Actually Black Widow just did it and it felt like such a great throwback!,False,2021-11-29T02:09:49.000Z,en,1465140913534128132,replied_to,"['like', 'actually', 'throwback', 'widow', 'black', '!', 'great', 'felt']"
"@ErikWdV It always turns out this way 🙄 The gotcha video is unremarkable, the supposed danger is the mere existence of bikes 🤦‍♂️
It becomes so irrational, like a fear of spiders, no amount of house spiders are harmless will assuage the fear that this spider is really a Black Widow  😑",False,2021-11-29T02:09:32.000Z,en,1465140840653803522,replied_to,"['way', 'turn', 'really', 'always', 'bike', 'gotcha', 'assuage', 'fear', 'supposed', 'mere', 'video', 'widow', 'irrational', 'house', 'like', 'harmless', 'becomes', 'black', 'danger', 'spider', 'existence', 'spider', 'amount', 'unremarkable']"
"A little Black Widow action in that downstairs office, maybe? #bdmwatchparty #hawkeye https://t.co/r0wsgqzgfj https://t.co/SCmg1qDYT3",False,2021-11-29T02:08:23.000Z,en,1465140554388414469,quoted,"['maybe', 'office', 'little', 'widow', 'action', 'black', '?', 'downstairs']"
black widow https://t.co/yd0L7tv5a3,False,2021-11-29T02:08:21.000Z,en,1465140544464588807,quoted,"['widow', 'black']"
"I am exactly one (1) bad thing happening away from changing my hair color to Black Widow approximately Endgame style. Dark red roots, platinum blonde ends. Photos for reference. https://t.co/sB4LNBNfdo",False,2021-11-29T02:07:28.000Z,en,1465140322598535171,,"['reference', 'approximately', 'endgame', '(', 'bad', ')', 'happening', 'end', 'widow', 'platinum', 'blonde', 'changing', 'photo', 'dark', '1', 'exactly', 'black', 'thing', 'hair', 'one', 'style', 'root', 'red', 'away', 'color']"
Hammer Black Widow Hybrid 15lbs NIB &amp; Undrilled 1st Quality Overseas Release!!!! https://t.co/UQ0apn4tBz eBay https://t.co/E62gP4OFUw,False,2021-11-29T02:07:07.000Z,en,1465140234048311299,,"['&', '15lbs', 'quality', 'release', 'undrilled', 'hybrid', 'hammer', 'widow', 'black', '!', 'nib', 'overseas', '1st', 'amp']"
"captain america
black widow https://t.co/lynZLTicCr",False,2021-11-29T02:06:21.000Z,en,1465140042863497218,quoted,"['america', 'widow', 'captain', 'black']"
"Natasha should never have been killed off, we should've gotten a Black Widow trilogy instead",False,2021-11-29T02:06:03.000Z,en,1465139966372200449,,"['gotten', 'killed', 'black', 'widow', 'trilogy', 'never', 'natasha', 'instead']"
Now seems like a great time for a movie 🤗 Black widow lez doo dis 😤,False,2021-11-29T02:04:07.000Z,en,1465139477714808840,,"['like', 'movie', 'lez', 'seems', 'time', 'doo', 'black', 'widow', 'great', 'dis']"
Why they make Black Widow wear sneaker heels wtf,False,2021-11-29T02:03:40.000Z,en,1465139365135405059,,"['wear', 'make', 'widow', 'black', 'sneaker', 'wtf', 'heel']"
Up now. Movie #14: BLACK WIDOW https://t.co/xnlwfuoJMP,False,2021-11-29T02:02:17.000Z,en,1465139016655949824,replied_to,"['widow', 'movie', 'black']"
"Starts with guava, finishes with passion fruit late. Definitely bright. Not as good as their Black Widow. Fitting for #ThanksgivukkahWeekend in #TheseUnprecedentedTimes - Drinking a Brighter Times by @sincider @ Untappd at Home  — https://t.co/17eY3PJPr1",False,2021-11-29T02:01:59.000Z,en,1465138943129792513,,"['start', 'good', 'fitting', 'definitely', 'time', 'home', 'untappd', 'finish', 'guava', 'fruit', 'brighter', 'black', 'widow', 'drinking', 'passion', '@', 'bright', 'late']"
"@PJOiceman @In_A_Nutcase I can totally see that, amber looks like a black widow esk type of assassin where she is fit and attractive but behind that beauty she has a very deadly proficiency in assassination and being a hit woman",False,2021-11-29T02:01:52.000Z,en,1465138911617994755,replied_to,"['woman', 'assassination', 'attractive', 'look', 'esk', 'type', 'widow', 'hit', 'see', 'like', 'fit', 'amber', 'beauty', 'black', 'totally', 'assassin', 'deadly', 'behind', 'proficiency', 'nutcase']"
sera que a audição da alycia pra black widow foi pra que papel acho que ela ficaria legal como a antonia filha do dreykov,False,2021-11-29T02:01:07.000Z,pt,1465138723432062976,,"['antonia', 'audicao', 'ficaria', 'filha', 'que', 'da', 'alycia', 'serum', 'foi', 'black', 'widow', 'pra', 'legal', 'dreykov', 'ela', 'acho', 'como', 'papel']"
"Waktu itu aku ngepoin Princess Leonor... Princess dari Spanyol, terus berubah ngepoin Scarlett Johansson gara-gara black widow, sekarang berubah lagi jadi ngepoin StarBe, memang anaknya gampang bosanan kayaknya 😣 
Cuma Wendy doang yang menetap, ngga bikin aku berubah haluan 🥲👍🏻",False,2021-11-29T02:00:48.000Z,in,1465138644046553088,,"['aku', 'sekarang', 'jadi', 'princess', 'yang', 'bikin', 'scarlett', 'doang', 'johansson', 'haluan', 'bosanan', 'starbe', 'spanyol', 'widow', 'lagi', 'ngepoin', 'leonor', 'ngga', 'wendy', 'berubah', 'black', 'gampang', 'kayaknya', 'gara', 'menetap', 'cuma', 'waktu', 'itu', 'memang', 'terus', 'dari', 'anaknya']"
Just got done watching Black Widow and I have to wonder what episode of Hawkeye Yelena is going to show up in 😂,False,2021-11-29T02:00:37.000Z,en,1465138597942775809,,"['yelena', 'episode', 'going', 'done', 'widow', 'black', 'show', 'watching', 'wonder', 'hawkeye', 'got']"
"Me pedí sushi, me tomé una cocucha y cene viendo Black Widow. Maravillosa manera de cerrar el domingo",False,2021-11-29T01:58:33.000Z,es,1465138078549352448,,"['cocucha', 'manera', 'de', 'cerrar', 'maravillosa', 'pedi', 'black', 'widow', 'el', 'tome', 'viendo', 'sushi', 'domingo', 'cene', 'una']"
i think my dad just slut shamed black widow???? get me out,False,2021-11-29T01:57:25.000Z,en,1465137794351775745,,"['slut', 'think', 'get', 'black', 'widow', 'shamed', '?', 'dad']"
Tonight’s choice: Black Widow.,False,2021-11-29T01:56:43.000Z,en,1465137615074586625,replied_to,"['widow', 'black', ""'s"", 'tonight', 'choice']"
"If you haven't read #BlackWidow by @LeslieStreeter  yet, you should. It's beautiful and sad and funny and yes she is my twin sister but I am also obsessed with her as a writer. No bias there :). https://t.co/OuCDo3Q40i",False,2021-11-29T01:55:51.000Z,en,1465137399567114248,,"['yes', 'sister', ')', 'writer', 'sad', 'yet', 'twin', 'bias', 'also', 'read', 'obsessed', 'funny', 'beautiful']"
"@eunivrz that one is called ""Black widow with bursting boba"" ^^",False,2021-11-29T01:55:51.000Z,en,1465137398715760642,replied_to,"['one', 'boba', 'bursting', 'black', 'widow', 'called', '^^']"
"Ya vimos #Hawkeye y psss no se, sentí lo mismo que con Black widow, en realidad son un pretexto para presentar nuevos personajes, haciendo menos al dizque protagonista 🙄🙄",False,2021-11-29T01:55:24.000Z,es,1465137286736142339,,"['protagonista', 'que', 'personajes', 'haciendo', 'se', 'pretexto', 'presentar', 'menos', 'widow', 'al', 'dizque', 'un', 'realidad', 'vimos', 'black', 'ya', 'en', 'son', 'lo', 'con', 'ps', 'sent', 'nuevos', 'mismo', 'para']"
"@GeekZoneGZ A MÍ NO ME GUSTARON LOS PRIMEROS 2 CAPÍTULOS, PARECE UNA NOVELA, MUCHO BLA BLA BLA, TRAUMAS, BLA BLA BLA, LE FALTA ACCIÓN Y SUSPENSO, SI NO MEJORA LA VAN A VAPULEAR COMO A BLACK WIDOW",False,2021-11-29T01:54:26.000Z,es,1465137041662877700,replied_to,"['gustaron', 'capitulos', 'le', 'como', 'una', 'falta', 'suspenso', 'los', 'bla', 'vapulear', 'widow', 'mucho', 'trauma', 'parece', 'accion', 'mejora', 'black', 'si', 'primeros', 'novela', 'van', '2', 'mi', 'la']"
"@Colin444 No. The dark haired girl at the end of episode 2. Not Kate Bishop. I don't want to give spoilers.😬

I may need to watch Black Widow again.😅",False,2021-11-29T01:54:13.000Z,en,1465136988948946948,replied_to,"['kate', 'episode', 'may', 'want', '2', 'give', 'black', 'need', 'widow', 'end', 'watch', 'haired', 'spoiler', 'bishop', 'girl', 'dark']"
florence pugh edit fc fancam yelena belova viuva negra mcu marvel black widow midsommar little women don't worry darling lady macbeth the falling https://t.co/pkDdBlGP7x,False,2021-11-29T01:53:43.000Z,en,1465136860624211972,,"['fancam', 'negra', 'pugh', 'edit', 'little', 'widow', 'lady', 'macbeth', 'marvel', 'yelena', 'woman', 'worry', 'mcu', 'florence', 'black', 'midsommar', 'viuva', 'belova', 'falling', 'fc', 'darling']"
@ColumbiaSIPA @LincolnMitchell @CNNOpinion Pete Buttjig has the IQ of a Dorito and Kamala Harris is as likable as a black widow spider crawling around in your briefs. I would be thrilled is this is the Democrat ticket.,False,2021-11-29T01:53:23.000Z,en,1465136780261445634,replied_to,"['harris', 'likable', 'pete', 'dorito', 'would', 'around', 'black', 'buttjig', 'widow', 'thrilled', 'crawling', 'democrat', 'brief', 'spider', 'ticket', 'kamala', 'iq']"
"@lovesdowney Va, va, desde ahorita reclamo a la Wanda de AOU y a la Nat de Black Widow c: ahr",False,2021-11-29T01:53:11.000Z,es,1465136726590980102,replied_to,"['va', 'c', 'ahr', 'ahorita', 'wanda', 'de', 'black', 'widow', 'aou', 'nat', 'desde', 'reclamo', 'la']"
"De Marvel 'Black Widow' y de DC no se, ni me importa https://t.co/2PTwpavHV7",False,2021-11-29T01:52:17.000Z,es,1465136501990301704,quoted,"['marvel', 'de', 'dc', 'widow', 'se', ""'black"", 'importa', 'ni', ""'""]"
"I personally love the way Black Widow is, at least so far, like how darker and serious it is compared to like the usual marvel movies. The atmosphere definitely doesn’t read marvel and i fucks with it",False,2021-11-29T01:51:49.000Z,en,1465136383434100740,,"['least', 'way', 'marvel', 'like', 'darker', 'serious', 'definitely', 'compared', 'widow', 'love', 'black', 'fuck', 'movie', 'personally', 'read', 'far', 'atmosphere', 'usual']"
"@nicoo_crupi capitana marvel se cae, y black widow no es tan mala",False,2021-11-29T01:51:40.000Z,es,1465136346616320008,replied_to,"['capitana', 'marvel', 'mala', 'black', 'widow', 'crupi', 'tan', 'se', 'cae', 'e']"
@thelifeofeve watching black widow thanks for asking,False,2021-11-29T01:45:00.000Z,en,1465134670157332490,replied_to,"['asking', 'thanks', 'widow', 'black', 'watching']"
Supergirl atau Black Widow kah fia? https://t.co/o3mCqpLuII,False,2021-11-29T01:43:34.000Z,tl,1465134305970065411,quoted,"['kah', 'widow', 'black', '?', 'atau', 'supergirl', 'fia']"
Trying to imagine that Hulk/Black Widow romance subplot from Avengers 2 in a world where Bruce Banner is still played by Ed Norton.,False,2021-11-29T01:42:09.000Z,en,1465133950184001548,,"['avenger', 'world', 'still', 'trying', 'banner', 'norton', 'imagine', 'hulk/black', 'ed', '2', 'widow', 'played', 'subplot', 'romance', 'bruce']"
"@AllieCatCosplay Trying to decide what to watch: Blade Runner: Black Lotus, Black Widow, or Doctor Who: Flux.🤔",False,2021-11-29T01:41:57.000Z,en,1465133900209004546,replied_to,"['decide', 'doctor', 'runner', 'trying', 'flux', 'black', 'lotus', 'widow', 'blade', 'watch']"
"@ashleylynch Man, Black Widow didn't even have trick arrows. She just had to fight with guns while wearing wedges. Hardest working Avenger by far.",False,2021-11-29T01:41:45.000Z,en,1465133849310941186,replied_to,"['wearing', 'man', 'gun', 'avenger', 'wedge', 'far', 'widow', 'black', 'fight', 'trick', 'working', 'arrow', 'hardest', 'even']"
Spider Bookmark / Handmade / Book Lover Gift / Black Widow / Party Favors https://t.co/Ee4FM0o6vm via @Etsy,False,2021-11-29T01:41:01.000Z,en,1465133664027570179,,"['party', 'bookmark', 'gift', '/', 'black', 'widow', 'favor', 'book', 'lover', 'handmade', 'spider']"
